id_cliente,id_emprestimo,id_historico,idade_cliente,salario_cliente,tipo_propriedade,tempo_trabalho,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros,salario_emprestimo,tempo_como_cliente,INADIMPLENTE,POSSIBILIDADE_INADIMPLENCIA
yvQXoQus-OJpr,uTvs0lkf-Qi3j,kO7EsP1u-c394,24.0,84000.0,proprio,5.0,saude,C,16000.0,13.85,0.2,8.0,0,0.0
l6mIZgsk-8sLC,546YIy5b-jbPv,To7gLPvE-j8zP,22.0,50985.0,alugado,4.0,pessoal,C,22000.0,13.92,0.29,2.0,1,0.0
zUjIdDeG-pqI1,s5R0Zoii-JoXI,grhDHE1R-WvNY,50.0,30000.0,alugado,8.0,quitar,B,2000.0,10.74,0.04,9.0,0,0.0
stCXDwzf-erQp,n3HRvGHE-jg56,4hJgW4mB-RUqU,36.0,155000.0,financiado,9.0,pessoal,C,12375.0,10.91,0.15,5.0,1,0.0
u6skrv0H-yS4x,e4eDK07g-oaxk,LpDpTZZE-KOmt,24.0,42000.0,alugado,4.0,risco,A,3500.0,8.0,0.12,3.0,0,0.0
94d5apa1-4CM5,vnRQEhGx-bG9Q,RdK5b8EH-AGni,24.0,70000.0,financiado,2.0,ensino,A,10000.0,7.51,0.14,3.0,0,0.0
da7wpwRs-Mh0p,CDNIlyyG-qz7J,XTI4od6J-TKE7,31.0,90000.0,financiado,6.0,ensino,A,10000.0,7.49,0.1,3.0,0,0.0
ZhRqd4cu-sPUR,jNi2hQqp-RsJ4,Z7gU007e-UbYT,24.0,50004.0,proprio,2.0,risco,C,1500.0,13.85,0.03,2.0,0,0.0
lxht881W-M6e5,ABXT20xT-SLLY,vd7Ss7bf-sloG,23.0,60000.0,financiado,0.0,risco,B,20000.0,8.88,0.27,3.0,0,0.0
UsLmOr5l-F6TR,MnZcaUBO-gENo,gYbopQEG-bDjt,23.0,78000.0,financiado,2.0,pessoal,B,17000.0,8.88,0.24,12.0,0,0.0
gfJFKFp7-MWb1,UEYcOMkd-Gm6H,Tiih2RRp-wTkQ,36.0,77000.0,financiado,2.0,quitar,A,15000.0,7.9,0.25,2.0,1,0.0
JPFEYzPH-s3Eo,ygIr9h3p-GH7z,I1o6YWvk-7bLe,23.0,86000.0,financiado,4.0,ensino,D,10000.0,15.58,0.17,3.0,0,1.0
Flyxv67N-gwB3,kFkvDgAd-m5TQ,jHmvog7R-poFv,28.0,35000.0,alugado,4.0,quitar,E,10000.0,16.45,0.19,4.0,0,1.0
iCvojPGe-x9vG,ROkv7ZTS-XOie,p2lk1My7-gO4M,29.0,40800.0,financiado,0.0,saude,C,25000.0,13.11,0.27,2.0,0,1.0
Wx8yLMFr-QjEF,5kP1iIYh-6Clv,UWTu3uOb-AfUN,39.0,28650.0,financiado,1.0,risco,A,9100.0,6.03,0.12,7.0,0,0.0
TbAxzGYN-AGKW,nts5la2A-ZZuH,s7pL3Hrv-ejF6,27.0,73200.0,financiado,7.0,reforma,B,5000.0,10.75,0.2,9.0,0,0.0
6zkHftmI-CGUW,JaA8CQQo-TuWq,s8viAGiO-8BUF,26.0,60000.0,alugado,0.0,risco,A,8400.0,7.14,0.07,11.0,0,0.0
u5Tt43RS-NqXW,rbYk12XM-sNIM,PhltNzsO-jNC3,25.0,50400.0,financiado,5.0,pessoal,A,5000.0,8.0,0.09,9.0,0,0.0
wKtel7MK-SQXu,7hE7E536-f4vb,u1teQWOq-K0Fw,23.0,28800.0,alugado,1.0,ensino,B,15000.0,10.39,0.26,4.0,0,0.0
rGfeMwwe-y81M,lgQfa2f4-J01Q,4Ok5ITFs-eWkG,28.0,62000.0,alugado,2.0,pessoal,D,15000.0,16.02,0.23,2.0,0,1.0
IA4kXSb9-c6JC,sD82m9DI-tFYZ,JfQ58FTv-p0Jt,34.0,68340.0,financiado,9.0,ensino,A,7600.0,6.99,0.07,8.0,0,0.0
lYidldW5-Ar20,UkRaAMpB-x9h3,YqdNzX9q-kCg5,24.0,63000.0,proprio,0.0,reforma,B,12000.0,11.26,0.17,4.0,0,0.0
bbqOvbly-IUYr,p1vnosZK-MZJC,oODXlOxW-zg7e,22.0,62000.0,alugado,0.0,ensino,B,25000.0,10.99,0.29,6.0,0,0.0
3n5thedw-KUWl,AwYkeLNd-Eu4w,RD8jA8mR-rCb0,25.0,50000.0,financiado,9.0,risco,C,9000.0,13.98,0.33,7.0,0,1.0
6xbaH1KJ-X16I,jufiiU0D-TKe1,0LveoXWk-tDjQ,31.0,82000.0,financiado,15.0,reforma,E,16000.0,16.35,0.08,2.0,0,0.0
7iYxlSjF-fs6X,G9zRjHPz-QDgM,vAjvuKfr-dOB5,25.0,46000.0,financiado,1.0,risco,A,8000.0,7.88,0.27,11.0,0,0.0
Z8iTt4m4-iXMN,6GH81CAi-X1ZD,ZSiiqWPF-Tm0u,23.0,90000.0,proprio,7.0,ensino,C,2500.0,13.22,0.03,12.0,0,0.0
KnI7EZ5i-meBM,CdHgCyrA-YHYq,fzQQLfiP-Yn01,25.0,38000.0,alugado,1.0,pessoal,B,12000.0,12.69,0.18,2.0,0,0.0
F1Ghslzz-dMTG,NTfvxv29-ZPzE,W8prPqTg-4SU9,22.0,59000.0,alugado,4.0,risco,A,20000.0,6.99,0.47,3.0,0,1.0
WEaR5abf-OYIF,SUyz15tp-w7AS,e3IPNpLQ-SiSJ,22.0,22800.0,financiado,5.0,risco,D,4000.0,16.29,0.11,14.0,0,0.0
1iNHuGX1-vE1B,4fjjJEjH-olTp,8CxgfBd7-DHFw,28.0,95680.0,financiado,12.0,risco,C,4000.0,13.43,0.1,8.0,0,0.0
3YL3Y5Cs-maJu,PZwIiOx2-iAxC,X2HFwlfX-TLSD,29.0,31836.0,alugado,2.0,saude,F,15000.0,19.13,0.13,3.0,0,1.0
goqpRijo-pFIg,0wfq0mwU-jvRD,sqW57J2J-qLYf,30.0,72000.0,financiado,5.0,reforma,A,1500.0,7.9,0.01,16.0,0,0.0
8OCLP1Dv-khCs,Dx78Hq57-ZMO3,yzYXIPIT-T98Q,24.0,70000.0,alugado,1.0,quitar,F,30000.0,18.62,0.38,3.0,0,1.0
Cbr8AoUa-Aw9U,GPoPNB5n-jc7j,v1zYrspz-efRW,35.0,26000.0,proprio,1.0,quitar,B,4750.0,11.49,0.23,2.0,0,0.0
aXuig8kQ-ds07,9RhczgKO-7JnO,USoEAffi-wGy0,38.0,80000.0,financiado,5.0,quitar,C,18000.0,13.72,0.12,4.0,0,0.0
sbIrgXCo-bCE9,82jvlUtE-c2iF,e2Tnp3Ot-SXn0,24.0,54000.0,financiado,8.0,quitar,C,10000.0,12.87,0.16,10.0,0,0.0
pNxfxi71-wLTL,Zs7Iczfa-0i15,XBQwfwtm-lfaq,23.0,26000.0,alugado,1.0,risco,A,7000.0,8.9,0.04,2.0,0,0.0
r6lsXI4l-kgfq,TpOhWix6-06w9,rUgHJMcD-PsOX,31.0,52000.0,alugado,1.0,ensino,A,4000.0,8.0,0.08,12.0,1,0.0
KmHNqS9q-R6t8,S9UtFoHz-GEAS,CImHSm6c-PulC,29.0,60000.0,financiado,14.0,reforma,C,16000.0,13.11,0.22,2.0,0,1.0
Kr568gJj-ZKKb,n3rgxyob-Sw7o,uLmoacPD-O8qa,24.0,54000.0,financiado,8.0,reforma,A,2200.0,9.32,0.13,2.0,0,1.0
eBD5kZTM-ftes,YywqJ7zH-vIwm,HsLZnOAF-O0Af,26.0,72996.0,financiado,1.0,saude,E,12000.0,16.4,0.13,3.0,0,1.0
2cGQOn0O-yM4K,ZRrhmjKT-dKw3,d44llRa9-2l40,23.0,60500.0,financiado,4.0,saude,A,5000.0,6.03,0.07,4.0,0,0.0
NvyDk8Jl-afsj,u4sN30eF-UbWw,MCHIXW99-EOul,32.0,48000.0,proprio,5.0,quitar,D,3500.0,17.27,0.17,7.0,0,1.0
BDJcpSnT-gXH8,e6e0C222-gvgI,Z1HCbjoi-tSTO,24.0,90000.0,financiado,2.0,reforma,A,1400.0,8.9,0.05,4.0,0,1.0
79eblQc8-HzRt,iRpucabX-lfGO,q2EC28XS-DizP,24.0,26400.0,alugado,5.0,pessoal,A,8000.0,5.79,0.1,4.0,0,0.0
X5GoZTm3-02gG,sXt84tOh-tU1v,IwcpN4Ka-cZkd,40.0,30000.0,alugado,2.0,ensino,B,5000.0,10.38,0.11,10.0,0,1.0
AD2qTKBe-P62F,jDn5P2Te-WdXs,MexiwTzI-EYWU,28.0,110000.0,financiado,12.0,pessoal,A,12000.0,5.42,0.22,7.0,0,0.0
y7PGw7OP-jH72,zdX0hfy0-aaLQ,RTarZgIz-vcbg,26.0,75000.0,financiado,4.0,ensino,B,7000.0,11.99,0.09,10.0,0,0.0
YI2jzFhD-4RSy,ciOXQpom-7MNz,SAkDQ9of-voGm,31.0,122000.0,alugado,2.0,reforma,A,11500.0,7.51,0.07,3.0,0,0.0
bkBwCJTC-9xpr,ReSZF0yr-Gjnz,RnBnShdC-dzNm,21.0,34500.0,alugado,5.0,saude,D,5000.0,18.25,0.15,9.0,0,0.0
qhNnEbF8-zFfg,CruipWAf-OtAp,5EGfCIkM-yvLm,27.0,74000.0,financiado,3.0,quitar,D,20000.0,15.31,0.19,14.0,1,1.0
T8yngwpL-mPeF,vixhv5KD-yTj3,Q4mis7WI-EcIK,23.0,69000.0,proprio,7.0,reforma,C,4750.0,13.85,0.28,3.0,0,1.0
8cIFOiMx-bKox,SXiUw3yX-TA3b,c59xNja4-Z140,31.0,62400.0,financiado,8.0,ensino,A,21000.0,7.9,0.22,3.0,0,0.0
kS9G6yZf-kj7e,CDPRRFiZ-nxCp,oDYNZqF7-USTQ,21.0,41000.0,alugado,4.0,pessoal,C,4750.0,13.85,0.3,3.0,0,1.0
o22uF5B8-fmvg,nHoHj5u5-vG16,rNredtxK-bRpO,23.0,30000.0,financiado,0.0,risco,A,4500.0,5.42,0.18,5.0,0,0.0
FYa0tNGH-5svw,jXB7oTw7-GzTP,mHTQfpZc-UFWq,25.0,90000.0,financiado,9.0,ensino,C,8750.0,12.72,0.1,20.0,1,0.0
xh4Yju6p-eHk0,uSDrNJgs-v4d2,4rhSe5AM-dWe6,25.0,75000.0,alugado,9.0,reforma,B,10750.0,11.86,0.1,5.0,0,0.0
h77OFQxP-Z4gR,NiD1WH1X-uwEy,f4HSjcqB-lEtf,23.0,56004.0,financiado,7.0,saude,D,12000.0,14.96,0.37,5.0,0,1.0
dvfdzdiD-2rWt,1Ao1Ie9e-2sGx,xpA8aHo7-S8Yc,27.0,35000.0,alugado,11.0,reforma,C,8000.0,13.49,0.11,14.0,0,0.0
ydNxfHTy-EoRs,X84EKtKx-fBrA,YwP6EZjU-DU64,22.0,60000.0,alugado,0.0,risco,B,13000.0,12.42,0.08,4.0,0,0.0
hhiF0sps-W5Gk,nKRIvuTG-Hchq,7b8EBdMg-lzyt,24.0,25000.0,alugado,2.0,quitar,B,3950.0,10.65,0.07,4.0,0,0.0
f8xwDAfD-xGhK,ty2wApeT-yAJY,QyypO8WY-nute,27.0,36000.0,alugado,11.0,risco,C,16000.0,14.22,0.33,3.0,0,1.0
etXGpIqr-suoD,MCRgcake-8wx6,KbhkjNqS-e5xR,23.0,28800.0,proprio,7.0,pessoal,B,20900.0,12.69,0.25,4.0,0,0.0
RHRpZToD-kRYj,UdKM9kWY-umhN,O37gw52q-rGb6,23.0,80000.0,alugado,5.0,ensino,F,22550.0,15.96,0.64,4.0,0,0.0
MYHwfj6N-sSQj,Z9bNSb86-rSpg,ZXmPYEG8-FNPK,39.0,62692.0,alugado,9.0,quitar,B,15000.0,12.69,0.27,2.0,0,1.0
UKCsbbEi-cfGy,MgeX9B5B-0gh7,sQUcUD8E-0vcQ,27.0,46800.0,financiado,5.0,ensino,A,6400.0,8.0,0.13,7.0,0,0.0
CpfomguE-xvh7,z5evafbX-A3QJ,y4zDqrTm-M2Y0,24.0,24000.0,financiado,3.0,saude,D,8400.0,15.99,0.08,10.0,1,1.0
G8hMwO52-oECY,i2NzRzSZ-Up1R,QomjXHUN-zq1r,29.0,31000.0,alugado,1.0,ensino,A,7750.0,7.51,0.12,7.0,0,0.0
G4pIrr5A-EiJb,eWNu61Mh-7rqK,0d6GQdgr-k8iM,30.0,42000.0,alugado,2.0,quitar,A,5000.0,6.03,0.08,15.0,0,1.0
KdZb6KBQ-iEg4,SKZWELqi-ltyw,OgOuenDQ-sjYH,30.0,90000.0,financiado,14.0,risco,A,4400.0,5.99,0.09,3.0,0,0.0
WGyjzJwh-CO9X,0OJvsbvv-XlG9,CRcRZNXh-xrN2,28.0,80000.0,alugado,2.0,reforma,C,8000.0,12.84,0.16,3.0,0,0.0
1xILu6aF-YRGr,xmS9PO4l-9BFn,EZyDWwMS-B8A9,22.0,75000.0,alugado,2.0,ensino,A,5000.0,7.51,0.09,4.0,0,0.0
AFJUXhSP-RQ5c,uB8laX5f-kdxb,zXs76sga-BAXJ,27.0,82500.0,financiado,3.0,reforma,B,14000.0,10.38,0.18,4.0,0,0.0
SL2ewzHe-1H22,yt0FkktZ-ALfZ,ug3KHwNU-0kP6,24.0,60500.0,financiado,8.0,saude,B,22000.0,9.91,0.44,5.0,0,0.0
1cUKGNO7-Gbfm,wjzRzmXY-Bmyg,zpWsDU91-8mgv,38.0,80000.0,financiado,7.0,pessoal,B,3500.0,10.25,0.06,2.0,0,0.0
j8xz8hpi-CGia,PGFvls5M-wg6p,RKpNZeLI-qNlt,23.0,42000.0,alugado,5.0,reforma,B,4000.0,12.18,0.11,10.0,0,1.0
JlEW4tWH-fYqj,My8QldpG-ecIZ,oNq9WFyD-vEZl,26.0,56000.0,alugado,7.0,ensino,B,5000.0,12.69,0.05,2.0,0,0.0
2pLXH328-Thq5,brXEJWmW-3qmf,sPxlMP44-e2zf,23.0,44000.0,financiado,0.0,saude,B,12000.0,12.69,0.06,4.0,0,0.0
foUHec0Y-eiXf,Cb2NKry7-GbH8,tjmejDki-Ox4K,21.0,65000.0,financiado,5.0,ensino,B,15000.0,11.71,0.25,2.0,0,0.0
beJSre15-LLT8,1ZwitXqz-9HAO,yf8tJjWj-OT6O,26.0,45600.0,alugado,0.0,pessoal,B,1500.0,11.71,0.07,9.0,0,1.0
GKDnsU7r-HKHD,Oth3gS4S-hULj,eTNZijqi-te5c,23.0,45000.0,alugado,0.0,ensino,A,15000.0,6.03,0.24,8.0,0,0.0
eBPeFkPq-aOyf,yyytoFHX-qEfm,xr0NIFrA-Md7T,22.0,52000.0,financiado,6.0,saude,B,5000.0,11.11,0.12,10.0,0,0.0
RABhRL3x-LyQP,mMJGHNj7-c3ZB,FBqy6dCF-DsG0,33.0,102368.0,financiado,6.0,ensino,A,4800.0,7.9,0.1,2.0,0,0.0
IzDRWD57-zcCk,sI5TgZKm-ABXL,YAvXQQ0b-5Ng9,22.0,50000.0,alugado,2.0,saude,A,21000.0,6.54,0.53,3.0,0,1.0
Icc0tAth-SRcW,TCMN9O1y-jcrf,vMNkfxCi-M0sn,22.0,102240.0,alugado,6.0,risco,B,4200.0,11.36,0.13,4.0,0,0.0
zNBKym6m-P6Ji,7As8CBlt-T0Lc,ywgRXLUY-IwBR,24.0,27600.0,proprio,8.0,pessoal,B,12000.0,10.74,0.07,4.0,0,0.0
ArnzJcgJ-g1z8,WH0Tk2lJ-Eu6P,zk7fLcp1-Hi3U,23.0,113000.0,financiado,6.0,ensino,A,7000.0,8.0,0.16,8.0,0,0.0
z2tP1cq7-A8Ee,KPOAyqUG-nJHL,zglcD1NG-GL9G,31.0,70000.0,alugado,4.0,saude,C,7000.0,15.27,0.14,7.0,0,0.0
B6yFvdCH-mo3Q,oUppS4tZ-sg0m,MURHlnwj-54Ub,21.0,32000.0,alugado,1.0,pessoal,C,10750.0,14.22,0.43,4.0,0,0.0
3647EH4f-wv1o,g9jL3nef-BFlf,xcjG5Y45-P8kJ,28.0,125004.0,alugado,12.0,saude,B,10800.0,12.42,0.13,8.0,0,0.0
OLcBevPb-9baZ,r5fi188I-sbc1,pgxuysNy-zltA,30.0,180000.0,financiado,2.0,quitar,A,4000.0,7.14,0.08,5.0,0,0.0
3bhrrbqD-8h9T,tJMQHOEh-zh7N,lutNoLTd-KAaD,48.0,228000.0,financiado,0.0,ensino,B,10800.0,9.99,0.18,3.0,0,0.0
GuODUO0H-ol1R,26KMR4NO-NW6K,5opMSOuB-4Czm,27.0,60000.0,alugado,4.0,quitar,C,8500.0,13.43,0.34,4.0,1,1.0
3vpSXYu8-rX7M,ROUlZCjF-bLS0,sMfHn5B2-yu9h,26.0,31000.0,alugado,4.0,quitar,B,17050.0,12.69,0.28,3.0,1,0.0
6te9agvz-qrGj,ehjz44AF-jmGH,d9RW3WL6-nOcS,31.0,30000.0,alugado,5.0,ensino,D,10000.0,15.62,0.17,9.0,0,1.0
Zw4qJTjI-hnZH,x8DERfeo-Ltca,Ahm5i086-rBH6,25.0,36000.0,alugado,2.0,quitar,B,5000.0,11.46,0.1,10.0,0,0.0
MckyntLu-97og,COY05vQT-TKtt,wyadBwN6-gM6B,24.0,121000.0,financiado,0.0,quitar,C,11500.0,12.53,0.25,3.0,0,0.0
7GGcbp7Y-TZUT,PwFe8lQ3-733J,Kb7AM3IN-gulz,31.0,83000.0,financiado,3.0,ensino,A,5000.0,5.99,0.1,4.0,1,0.0
mqPi2SBl-relY,uoj3nNJB-DHuY,ZyZSG8ST-AAly,34.0,120000.0,alugado,4.0,risco,B,5000.0,11.49,0.12,2.0,0,0.0
u2LiChMa-6xak,Rr1GdKjf-JON8,45Ne0Z53-86O0,26.0,95000.0,proprio,5.0,pessoal,B,21000.0,11.36,0.26,8.0,0,0.0
PegtXpTN-SDKx,amf1hgNS-7OIU,ob4eiGmp-MEf2,25.0,150000.0,financiado,9.0,reforma,B,12000.0,9.91,0.29,3.0,0,0.0
g0xABilv-4zFO,jPUPBF7A-KaSz,1RsoyYo1-tPZf,27.0,58000.0,alugado,5.0,ensino,B,10000.0,10.36,0.18,2.0,1,0.0
rwsJIS9J-SFAu,6fMh7IrM-CzX0,xHjtNaza-5ptN,22.0,83000.0,alugado,2.0,pessoal,C,10000.0,13.79,0.21,3.0,0,0.0
1nGZWfe0-2UIA,kqWm6aHG-g7SU,gcU83xTt-mTUi,23.0,120000.0,financiado,8.0,ensino,A,5000.0,5.42,0.06,6.0,0,0.0
Mt4U8H3g-fO5B,eXJRFkrF-Io2Y,WEwAyLqt-kwQN,26.0,44000.0,financiado,0.0,pessoal,A,3600.0,7.49,0.12,3.0,0,0.0
7R91u4gk-lEJc,l0TNwDrs-NrPy,jasYfM3w-i9zc,25.0,22000.0,financiado,9.0,risco,A,7500.0,7.49,0.11,17.0,0,0.0
ZpG5kPRS-oxN1,QJI1SwoA-3yz8,8Cl24yib-cLXk,144.0,6000000.0,financiado,12.0,pessoal,D,6000.0,14.11,0.21,3.0,1,1.0
c3M3EKX8-n6Bf,UdpJuhGl-qogG,5Sq77qd4-ONBj,24.0,38400.0,alugado,6.0,saude,C,18250.0,14.27,0.41,6.0,0,1.0
IxFXk2Rf-1Sd9,EOWx9qE9-yWNk,R4Um6YeM-QqF3,25.0,48000.0,financiado,7.0,reforma,D,35000.0,17.27,0.45,2.0,0,1.0
4LFJNaKs-v3Od,QSxJQzU2-Z4F1,WMC9uQtq-rDbw,27.0,45000.0,alugado,1.0,reforma,D,5000.0,15.62,0.1,4.0,0,1.0
Nj2BrsCo-mCSy,4sw6SZDC-Hq9B,e6sQtGhc-5amA,29.0,48000.0,financiado,5.0,quitar,B,3000.0,11.12,0.12,5.0,0,0.0
71Lmu4xg-2I2j,qyUCGPQh-fQh2,DwqzGuie-0WHP,30.0,75000.0,alugado,0.0,reforma,A,8000.0,7.49,0.15,7.0,1,0.0
ifOspLr4-JDJL,FpjAZEL6-8Ijd,XdKbuzZe-lUHb,23.0,75000.0,financiado,8.0,reforma,C,12000.0,13.99,0.33,2.0,0,0.0
1H053sDf-frW4,65aXquwi-h4mk,GyrCriH4-NApC,23.0,39000.0,alugado,1.0,quitar,A,11000.0,7.88,0.26,3.0,1,0.0
dDy8hv2S-nevH,aZlnMysI-5ACb,kONgcwzp-mkve,27.0,70800.0,financiado,0.0,quitar,A,3400.0,8.49,0.04,3.0,0,0.0
QE8SMUR5-eQBX,3Tt08MDk-zJm6,fYmdH9OF-qM3L,22.0,39000.0,alugado,1.0,quitar,B,15000.0,11.99,0.2,3.0,1,0.0
BgCtC17H-xfin,8ntaZU6c-dOQK,bcNtZgXf-edbj,29.0,55000.0,alugado,0.0,reforma,B,14500.0,10.65,0.28,11.0,1,0.0
zI3BKZdn-Am8r,Zq5eM3La-88Cc,Dlo6gE39-IBD6,40.0,160000.0,financiado,3.0,saude,B,15000.0,10.74,0.32,7.0,0,0.0
a5M8B9Qc-2UkE,pH96bjRm-zGCE,iSkcP81a-hQ3U,29.0,54000.0,financiado,8.0,quitar,A,10000.0,13.79,0.29,17.0,0,1.0
hRtkacJh-EOzY,gmJWO1wo-kMfS,TrkT3bOp-Kmvr,29.0,57000.0,alugado,5.0,reforma,B,20400.0,11.49,0.28,9.0,0,0.0
7B6P2xB6-WORq,ZuFkQjLl-fMoW,l7lQX39K-jA3p,24.0,140300.0,financiado,6.0,ensino,C,5000.0,14.72,0.17,12.0,0,0.0
lFS9rqLj-dwzo,1U9Wpmxu-XZZ4,R16GZq23-R7Q2,25.0,29360.0,financiado,5.0,risco,C,16000.0,14.26,0.19,6.0,0,0.0
AkdHGIBe-Jeit,ghh4FsyG-7EFw,z5altsAe-9kXt,32.0,47900.0,alugado,2.0,pessoal,C,4000.0,12.87,0.15,8.0,0,1.0
thOcRqik-UrwM,9WvX47kd-ejuS,Iv5s11NL-qjRg,29.0,99000.0,financiado,13.0,ensino,C,7700.0,14.79,0.09,3.0,1,1.0
ZQLo36tY-9SJA,1rTh9qIx-xaIR,SnsreCl7-KcOd,32.0,45000.0,financiado,16.0,reforma,A,5000.0,8.32,0.06,10.0,0,0.0
U9Y0Wq41-5Qp7,tZ4wxBh3-Eudy,ZhxNlmEl-pjI7,23.0,45000.0,alugado,7.0,quitar,B,9600.0,10.95,0.15,4.0,1,0.0
JFM5XBYk-asRK,G4WU56G2-AvpO,KRJdoinW-SoI6,25.0,100505.0,proprio,9.0,quitar,E,8600.0,19.42,0.16,11.0,0,1.0
wsTfZEPA-Fpe6,NyYc9IJt-mJ5y,1DZicLp2-ATre,38.0,170000.0,alugado,0.0,saude,E,10000.0,16.77,0.12,3.0,1,1.0
zK4A7KLs-i079,uaos8F0a-9Ljg,PtfUas4y-lWA4,23.0,58000.0,alugado,4.0,risco,B,16000.0,9.45,0.32,2.0,0,0.0
8URjJEfx-o5bl,jqsvteLa-7YmC,gZDQWSgX-NhpO,28.0,54000.0,alugado,9.0,reforma,E,16000.0,16.32,0.3,4.0,0,1.0
2vIJYfty-stIw,kwxaSA79-YXvX,jN1SRQUt-QWth,23.0,125000.0,alugado,7.0,reforma,C,14000.0,12.61,0.2,14.0,0,0.0
gb6sA6y7-Ko0K,JkUne4jX-xnNt,yeFTgSfs-siBi,33.0,18720.0,proprio,0.0,quitar,C,11000.0,13.49,0.23,3.0,1,0.0
kLlzx4zw-hn1Y,1RioufLa-vXju,AUh1jdSy-Evsb,33.0,110000.0,alugado,3.0,ensino,A,3600.0,8.94,0.1,9.0,0,0.0
KS0rLJkK-LDbP,LiLpp4NJ-SO25,23e8Y9t5-1yuU,27.0,54000.0,alugado,6.0,ensino,B,20800.0,11.83,0.14,30.0,0,0.0
XkMJ8Dcl-QCQr,2h9YjDIU-vuTI,x5UM51Qv-lQPs,28.0,36000.0,alugado,1.0,pessoal,C,3600.0,13.16,0.14,2.0,0,0.0
GhiqbDWd-6HM7,qFhCRdDO-ogbo,MMLEqhJe-YC4r,21.0,66000.0,financiado,4.0,risco,D,1600.0,15.62,0.03,9.0,1,1.0
pnOJCzyr-G5W2,rRG9E0bQ-Wawy,sl4o1OTU-E4ZH,34.0,65004.0,alugado,8.0,quitar,C,15000.0,13.61,0.21,10.0,1,0.0
jW2bMIbq-sTgK,nWnWKNhF-96hD,sAr3svZ0-eRoo,31.0,44000.0,alugado,4.0,quitar,D,5000.0,18.25,0.15,6.0,0,0.0
o1LWBZOQ-Ku5F,Bs7YczhM-Crjz,TdcihUDZ-gA6C,30.0,77270.0,financiado,9.0,reforma,B,19000.0,11.14,0.29,4.0,0,0.0
TBKgv7cy-sHY5,4qjPuMhZ-0U7p,PCt2Smm5-aToO,22.0,52000.0,alugado,1.0,pessoal,B,6325.0,10.65,0.12,3.0,0,0.0
sadZ8Nkb-1Ku5,KEiOtmyz-eLli,FRLUFtA4-aKTQ,33.0,65000.0,alugado,3.0,ensino,A,6000.0,7.51,0.17,5.0,1,0.0
iTbb2FSi-tY5W,dUngx4Ty-pqAI,5yxAUjG6-vfxP,28.0,55000.0,financiado,12.0,saude,C,25000.0,13.11,0.34,6.0,0,1.0
QPZs78A8-598k,YfQGFDZH-zTAd,bBxdAMwY-Hu6t,22.0,53000.0,alugado,6.0,ensino,C,6000.0,12.68,0.25,4.0,0,0.0
HRmg6KE8-5zTL,ewHs0bwg-dRQt,EsTcJwEB-mK6c,35.0,24960.0,alugado,6.0,quitar,C,9750.0,14.27,0.13,7.0,0,1.0
saLUaWFW-5irX,aC7G4QSt-pTER,oTsLklki-bWhO,34.0,185000.0,financiado,18.0,quitar,A,7000.0,8.59,0.08,3.0,1,0.0
2776sZqN-LaWC,FoihUebv-gdk6,hhZ0RnFe-CdnB,22.0,82000.0,alugado,4.0,ensino,B,5000.0,10.08,0.1,2.0,0,0.0
jWsc286C-gKAL,S2Ur86S2-fwId,x7cozCuE-ndZ0,27.0,34928.0,alugado,1.0,pessoal,B,3200.0,11.48,0.03,3.0,0,0.0
rOGF6Bsy-7LLr,JRCjrHAP-x4po,RXgSBDRt-gjwy,27.0,84780.0,financiado,5.0,saude,A,8000.0,8.59,0.34,15.0,0,1.0
FlcaU2wI-MzlC,rYTe9GZj-FrTr,RSLO3cml-uqYy,23.0,89000.0,alugado,7.0,reforma,C,15000.0,12.87,0.15,4.0,0,0.0
6REZeR6i-Cbso,21646RZ8-d27c,3wRUtHyA-Pfzy,23.0,34000.0,alugado,5.0,reforma,E,15600.0,19.42,0.11,9.0,0,1.0
CjcC3hLa-cJPX,JeaWBKUT-Tg57,lXvhhKil-8gjC,23.0,42000.0,financiado,7.0,ensino,B,5000.0,11.49,0.16,2.0,0,1.0
vXHizX57-I0gq,rZUs7ati-23ih,okDzOilv-W8hr,28.0,54989.0,alugado,1.0,ensino,C,7500.0,13.92,0.21,15.0,1,0.0
0tb773Zm-R9ii,JKwSWNu0-8RqX,jUAos8Hk-pcpM,31.0,52000.0,financiado,8.0,risco,B,3500.0,9.99,0.14,2.0,0,0.0
sqQB1mnP-frgt,xIOw2MMp-Cmej,cbYmyWEZ-RsnF,22.0,92000.0,financiado,4.0,saude,D,20500.0,14.59,0.43,4.0,0,1.0
gHgv7MwF-0Ee4,RXRQIYMb-Phc2,ZUojeoaG-Fmzl,22.0,72000.0,financiado,1.0,saude,C,4200.0,12.99,0.12,6.0,0,0.0
FI4woHQu-Ynm1,R3s0L6f5-nihc,Whh6qGHa-OZnh,31.0,123000.0,financiado,7.0,pessoal,A,2000.0,6.99,0.04,5.0,0,0.0
HgjkZOuy-WXNT,uUyBKuhG-W8rH,P7lIgH6H-lWJu,28.0,46000.0,alugado,0.0,reforma,A,5950.0,7.29,0.08,2.0,0,0.0
QLE3w6cd-Wgnp,eXn5hvhB-vysE,iBtxtK3i-6ajK,23.0,51600.0,financiado,4.0,pessoal,B,500.0,10.46,0.02,4.0,1,0.0
