loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,loan_id
8ZrOWLpy-nkvL,Debtconsolidation,B,15000,10.99,1,0.35,8ZrOWLpy-nkvL
d1nUjKtc-NcAk,Personal,B,24000,10.99,0,0.25,d1nUjKtc-NcAk
9uaorwjb-aUR3,Education,A,8000,7.49,0,0.08,9uaorwjb-aUR3
wgQjFGYz-sn95,Education,A,18000,7.51,0,0.23,wgQjFGYz-sn95
xuJpxw07-Q3SQ,Venture,B,3900,11.99,0,0.13,xuJpxw07-Q3SQ
TsWPJFcd-tIOR,Medical,C,8400,NULL,NULL,0.04,TsWPJFcd-tIOR
4AZohNPi-26RO,Education,B,4200,10.37,0,0.08,4AZohNPi-26RO
dmya66ri-6yz1,Venture,D,4400,15.62,1,0.08,dmya66ri-6yz1
WaNzLtPI-7w8J,Education,A,20000,6.17,0,0.33,WaNzLtPI-7w8J
BldAdx3r-PA8T,Debtconsolidation,A,1800,5.42,0,0.05,BldAdx3r-PA8T
7y3RL7la-RwQh,Personal,A,12000,7.88,0,0.13,7y3RL7la-RwQh
vanxjNZ8-gDET,Venture,B,1800,11.89,0,0.07,vanxjNZ8-gDET
j5FFY0Ys-Nrhp,Education,B,5000,11.49,0,0.07,j5FFY0Ys-Nrhp
lt5kL9DB-Wj8c,Medical,A,8000,7.14,NULL,0.11,lt5kL9DB-Wj8c
SHhU0zKc-8Pvv,Personal,D,5000,14.96,0,0.06,SHhU0zKc-8Pvv
rexKO1Fs-lZn3,Venture,B,5000,9.99,1,0.26,rexKO1Fs-lZn3
LcyTyBEe-KFfM,Medical,B,4800,11.36,0,0.1,LcyTyBEe-KFfM
RI5pFqCE-Z6al,Medical,C,6000,13.49,0,0.08,RI5pFqCE-Z6al
JiTqJTYt-o0n4,Venture,C,10000,13.35,0,0.26,JiTqJTYt-o0n4
dNjsUkRp-I8Cf,Medical,B,2400,NULL,0,0.06,dNjsUkRp-I8Cf
a42Q9YUI-ZnQ2,Debtconsolidation,B,4000,12.18,0,0.2,a42Q9YUI-ZnQ2
JYkcsTr8-GQA7,Education,A,14125,8.9,1,0.39,JYkcsTr8-GQA7
4idM5N4j-2SQd,Venture,A,7200,6.92,0,0.05,4idM5N4j-2SQd
QwlQUhy4-MDNN,Venture,B,10000,9.99,0,0.19,QwlQUhy4-MDNN
A1qHasL2-1Py6,Venture,D,1800,15.21,0,0.04,A1qHasL2-1Py6
Z0xZENU1-LvFl,Medical,A,3250,6.99,0,0.1,Z0xZENU1-LvFl
TUc3riHb-ws6A,Debtconsolidation,B,7500,10.71,0,0.09,TUc3riHb-ws6A
1evDQLN0-j9Zm,Education,,2800,13.61,0,0.06,1evDQLN0-j9Zm
4cmUaZTm-WHaj,Education,B,10000,10,0,0.11,4cmUaZTm-WHaj
6mZ7aH6N-40ut,Medical,A,15000,6.17,0,0.13,6mZ7aH6N-40ut
w6ZUOWMC-wIpM,Personal,A,8650,8.94,0,0.29,w6ZUOWMC-wIpM
IUUMkXHp-TwMH,Personal,D,8000,NULL,1,0.14,IUUMkXHp-TwMH
3BQpg2p6-pN16,Medical,B,11000,NULL,0,0.22,3BQpg2p6-pN16
qU5mImIm-dziN,Medical,B,14150,12.69,1,0.35,qU5mImIm-dziN
eB0cOTtm-bfWm,Personal,B,3200,NULL,0,0.07,eB0cOTtm-bfWm
Rd6LtZIw-z2wP,Venture,C,12500,11.72,1,0.35,Rd6LtZIw-z2wP
5Rv6nZzk-3B6o,Debtconsolidation,A,6000,NULL,0,0.1,5Rv6nZzk-3B6o
w0tXcxso-azMf,Medical,B,12000,9.91,0,0.3,w0tXcxso-azMf
srLkIHkH-cbAd,Medical,C,8000,13.49,0,0.08,srLkIHkH-cbAd
AuxZrFMa-dMwY,Venture,D,15250,15.31,0,0.1,AuxZrFMa-dMwY
8H5stHO9-rhtR,Personal,D,5000,15.21,1,0.05,8H5stHO9-rhtR
2mOMJvzW-ZvAA,Personal,C,12000,12.61,0,0.19,2mOMJvzW-ZvAA
9blmWLPH-a9O3,Debtconsolidation,C,7000,13.11,0,0.14,9blmWLPH-a9O3
4f8lu3gl-rilY,Medical,A,4000,5.42,0,0.03,4f8lu3gl-rilY
oojM7BWn-tbMB,Personal,A,1300,9.07,0,0.03,oojM7BWn-tbMB
jgWhZaoz-tn6J,Education,B,2500,9.76,0,0.07,jgWhZaoz-tn6J
wuR7HHdx-kqyq,Medical,A,10000,7.51,0,0.1,wuR7HHdx-kqyq
2IGcLxuR-mZ6B,Personal,C,7000,13.85,0,0.28,2IGcLxuR-mZ6B
jg7KOifU-2ByL,Debtconsolidation,A,6500,9.38,0,0.13,jg7KOifU-2ByL
OylqgXqS-0tUv,Venture,A,5500,7.51,0,0.1,OylqgXqS-0tUv
Q4L3vglR-w9ev,Debtconsolidation,B,12700,11.71,1,0.24,Q4L3vglR-w9ev
RkHW8dbl-mWCY,Debtconsolidation,C,16000,13.57,0,0.17,RkHW8dbl-mWCY
ALkPZmEi-a9yW,Personal,B,2925,10.71,0,0.11,ALkPZmEi-a9yW
va2s6TDG-JBee,Personal,A,9200,6.03,0,0.11,va2s6TDG-JBee
H0vOZyyk-JC8H,Personal,C,2000,13.47,0,0.1,H0vOZyyk-JC8H
AlEhzykk-O5Q1,Debtconsolidation,C,10000,14.22,0,0.25,AlEhzykk-O5Q1
FueDGdbZ-LKjs,Personal,B,11000,11.71,0,0.26,FueDGdbZ-LKjs
aqa8iNYi-3HoN,Debtconsolidation,C,4000,14.35,0,0.1,aqa8iNYi-3HoN
gKbs72Ny-Qlr2,Debtconsolidation,A,10000,8.59,0,0.14,gKbs72Ny-Qlr2
OSQTqCrP-jn9O,Education,B,5000,10.38,0,0.04,OSQTqCrP-jn9O
BwffvDI9-Csvh,Personal,B,1000,12.69,0,0.01,BwffvDI9-Csvh
PbA4rBjq-ooxH,Venture,B,28000,9.91,1,0.32,PbA4rBjq-ooxH
a09yPbS1-eAem,Medical,C,1800,12.53,0,0.05,a09yPbS1-eAem
9RtGSaak-hp6d,Venture,B,5000,10.36,0,0.17,9RtGSaak-hp6d
r4lsUMaj-IDAo,Medical,A,5000,7.14,0,0.08,r4lsUMaj-IDAo
zKGgs47C-4PBh,Venture,B,12000,11.58,0,0.24,zKGgs47C-4PBh
1piqn2Oo-5ot7,Personal,A,15000,7.51,0,0.33,1piqn2Oo-5ot7
2Cp3ZADa-wkv3,Medical,A,4800,5.99,0,0.04,2Cp3ZADa-wkv3
vLYEqwbt-D5dm,Venture,A,4000,8.9,0,0.06,vLYEqwbt-D5dm
3kfFIc42-4X4L,Education,A,12000,6.91,0,0.11,3kfFIc42-4X4L
2YfWLDHG-XqfX,Debtconsolidation,A,6000,6.03,0,0.07,2YfWLDHG-XqfX
ujq95Jh7-xqKb,Venture,B,10000,12.69,0,0.23,ujq95Jh7-xqKb
SzPsDaQ3-srgP,Education,D,18000,15.95,0,0.25,SzPsDaQ3-srgP
R3x88FdN-uYA5,Personal,C,10200,12.73,0,0.19,R3x88FdN-uYA5
I8EcCrX7-rHa9,Debtconsolidation,C,4000,14.27,0,0.05,I8EcCrX7-rHa9
3dGvtmSv-zFuE,,C,NULL,9.63,1,0.18,3dGvtmSv-zFuE
MKU0SEn0-fH4q,Medical,B,14400,9.62,0,0.23,MKU0SEn0-fH4q
BLutavhJ-4zEH,Personal,A,5000,7.14,0,0.08,BLutavhJ-4zEH
oDWrZSO9-niyy,Homeimprovement,C,3000,13.99,0,0.08,oDWrZSO9-niyy
WFOa9DCw-mMos,Personal,A,4800,8.9,1,0.07,WFOa9DCw-mMos
krqGKQhR-R8JW,Medical,C,1800,12.99,0,0.01,krqGKQhR-R8JW
nfB9x5wn-3I5o,Medical,B,18000,12.42,1,0.36,nfB9x5wn-3I5o
BxbbE7WH-CdlL,Personal,B,15000,9.63,1,0.15,BxbbE7WH-CdlL
lmg7ywOU-8iE5,Venture,A,5000,8.49,0,0.05,lmg7ywOU-8iE5
I1c4yNF4-mTBy,Education,A,10625,6.03,0,0.15,I1c4yNF4-mTBy
doSW96xE-AdL3,Homeimprovement,A,6000,5.79,0,0.2,doSW96xE-AdL3
KgtN6k9F-c13w,Education,A,3625,7.9,0,0.07,KgtN6k9F-c13w
6nTmnbb2-4EOH,Venture,C,7000,12.87,0,0.11,6nTmnbb2-4EOH
h9YG94EH-dfmw,Homeimprovement,E,18000,16.45,0,0.06,h9YG94EH-dfmw
D0erl2ZZ-g2bx,Debtconsolidation,B,3000,9.91,0,0.08,D0erl2ZZ-g2bx
NE1dWHqf-3SfJ,Medical,B,7000,9.62,0,0.18,NE1dWHqf-3SfJ
rUuBZnop-TJ2p,Education,C,5250,12.87,0,0.09,rUuBZnop-TJ2p
XgLOB0CY-LNIR,Personal,B,16000,10.75,0,0.14,XgLOB0CY-LNIR
B8oraff1-e5Ai,Medical,A,8000,5.42,0,0.27,B8oraff1-e5Ai
8ImsZY00-lKwZ,Medical,B,19800,11.48,0,0.17,8ImsZY00-lKwZ
DLbYGfGG-CfjX,Venture,C,1325,14.79,0,0.03,DLbYGfGG-CfjX
8Y0fIQLb-WrPK,Medical,A,12000,8.94,0,0.13,8Y0fIQLb-WrPK
Widj4IOW-PoY5,Venture,A,5600,7.49,0,0.09,Widj4IOW-PoY5
DNBkQqI0-o8jd,Venture,B,8000,12.53,0,0.13,DNBkQqI0-o8jd
Qbcv7rXq-P4ed,Venture,A,10000,NULL,0,0.11,Qbcv7rXq-P4ed
4C6pGX4n-t1ra,Debtconsolidation,B,4000,12.69,0,0.05,4C6pGX4n-t1ra
6MyqOmf4-p6A3,Venture,C,5000,13.49,0,0.15,6MyqOmf4-p6A3
z5Ckufuo-RakR,Homeimprovement,D,30000,15.99,0,0.44,z5Ckufuo-RakR
YqBK62yv-Y6SB,Debtconsolidation,C,12000,12.73,0,0.2,YqBK62yv-Y6SB
cY2bknRO-9xNY,Personal,B,7200,10.38,1,0.14,cY2bknRO-9xNY
RDLaOJW9-obgL,Debtconsolidation,B,NULL,NULL,0,0.2,RDLaOJW9-obgL
y6DWltlt-2BN4,Venture,C,5000,14.65,1,0.21,y6DWltlt-2BN4
hOouoYhT-XXTL,Venture,C,10000,NULL,0,0.2,hOouoYhT-XXTL
mKIEOSo1-8eQI,Homeimprovement,B,20000,NULL,0,0.24,mKIEOSo1-8eQI
psvoc0Zh-8yfE,Personal,A,11000,9.32,0,0.17,psvoc0Zh-8yfE
IW875FFU-YGNx,Medical,A,1200,6.76,0,0.04,IW875FFU-YGNx
ysyf0pnD-kkCg,Education,C,8125,12.68,0,0.27,ysyf0pnD-kkCg
ayfWMQYp-ckNJ,Venture,A,15000,6.17,0,0.31,ayfWMQYp-ckNJ
PDdxbHE3-W41k,Debtconsolidation,A,8000,7.66,0,0.11,PDdxbHE3-W41k
MrZKBaj1-gQNK,Medical,A,10000,7.88,0,0.17,MrZKBaj1-gQNK
EWT9r6Gg-34QN,Debtconsolidation,A,24000,5.99,0,0.34,EWT9r6Gg-34QN
9tFJfW1k-iSea,Personal,D,1000,14.11,0,0.01,9tFJfW1k-iSea
KYTpFaa1-I8ji,Education,A,15000,NULL,0,0.31,KYTpFaa1-I8ji
fudpj6X7-xgKE,Education,C,5000,12.98,0,0.1,fudpj6X7-xgKE
lQCKAFkh-STdW,Personal,C,10000,13.57,0,0.09,lQCKAFkh-STdW
iJQDYuAp-Q0N7,Medical,B,12000,11.83,0,0.12,iJQDYuAp-Q0N7
57FElPXJ-NC5j,Medical,B,10000,NULL,1,0.14,57FElPXJ-NC5j
BUOhoH5p-j9QZ,Debtconsolidation,A,9000,6.92,0,0.16,BUOhoH5p-j9QZ
Uh64Hahm-IpQd,Venture,D,14000,17.58,0,0.16,Uh64Hahm-IpQd
ucEzzNzE-y0W1,Education,A,14000,6.54,1,0.39,ucEzzNzE-y0W1
X3ExYapC-Cimf,Venture,C,2800,13.47,0,0.05,X3ExYapC-Cimf
iBw3zR0E-6tLQ,Venture,B,25000,10.36,0,0.29,iBw3zR0E-6tLQ
UGJAOC0g-RvlI,Homeimprovement,C,3000,13.48,0,0.09,UGJAOC0g-RvlI
0Ao72EKm-p8JQ,Debtconsolidation,B,6200,NULL,0,0.25,0Ao72EKm-p8JQ
iPRm65Pz-dZum,Medical,A,6500,6.17,0,0.2,iPRm65Pz-dZum
dUko7Zzs-c8wo,Education,D,3600,14.91,0,0.04,dUko7Zzs-c8wo
MQ6igkfS-IQxg,Education,C,4000,12.87,1,0.22,MQ6igkfS-IQxg
zZtOQIKp-j8v1,Medical,A,10800,7.88,0,0.21,zZtOQIKp-j8v1
oZczKbKW-2dW4,Personal,B,2500,11.71,0,0.09,oZczKbKW-2dW4
p2rWwheC-LtDT,Venture,C,6000,13.16,0,0.09,p2rWwheC-LtDT
aL2QUHkB-ILQx,Homeimprovement,,12000,9.63,NULL,0.16,aL2QUHkB-ILQx
BLMwEwOt-xEDa,Venture,B,4800,10.65,0,0.15,BLMwEwOt-xEDa
NWJHLU4i-dCL7,Homeimprovement,D,16000,16,0,0.27,NWJHLU4i-dCL7
D03Ls5Nn-FOgI,Venture,D,25000,15.21,0,0.19,D03Ls5Nn-FOgI
2yMk1NDW-RXfZ,Education,C,17000,14.27,0,0.23,2yMk1NDW-RXfZ
LjMstY2m-zAJE,Medical,A,25000,NULL,0,NULL,LjMstY2m-zAJE
raxiq0eK-N9oY,Medical,B,9000,11.86,0,0.14,raxiq0eK-N9oY
yOfiHA4p-9SIU,Debtconsolidation,A,5400,5.42,NULL,0.16,yOfiHA4p-9SIU
EhKjNhCc-RoLa,Debtconsolidation,A,10000,7.88,0,0.09,EhKjNhCc-RoLa
a5Lq3bJU-mkK9,Venture,D,5400,16,1,0.12,a5Lq3bJU-mkK9
QH4TYjUC-2u5I,Personal,D,15000,14.09,0,0.27,QH4TYjUC-2u5I
rjwd6qLX-yrso,Debtconsolidation,C,7500,13.47,1,0.29,rjwd6qLX-yrso
FBQdGc6o-fP7l,Medical,C,4000,12.87,0,0.06,FBQdGc6o-fP7l
YqR6gp8a-OK9g,Education,C,23000,11.03,0,0.19,YqR6gp8a-OK9g
6WZsQnwa-kdyG,Personal,E,12000,16,0,0.33,6WZsQnwa-kdyG
HSoSZfqJ-5CZ2,Education,B,24000,9.91,0,0.2,HSoSZfqJ-5CZ2
y1qJW9sN-WlRp,Medical,A,6600,8.59,0,0.19,y1qJW9sN-WlRp
8ZUfcx0T-IzNW,Venture,A,12000,6.17,0,0.18,8ZUfcx0T-IzNW
uiO56TzZ-uCXH,Education,B,10250,11.48,1,0.14,uiO56TzZ-uCXH
uQGcCSue-SJJz,Personal,C,19000,NULL,0,0.23,uQGcCSue-SJJz
CbvXO7mw-tT5t,Medical,B,5000,10.65,0,0.14,CbvXO7mw-tT5t
CxYpgGh6-KKrF,Medical,B,10000,9.91,0,0.22,CxYpgGh6-KKrF
cHil8Pm5-tP4u,Medical,C,7000,13.06,0,0.11,cHil8Pm5-tP4u
WbI3Cehx-9A66,Venture,D,25000,16.32,1,0.32,WbI3Cehx-9A66
CGkFLpKP-9gyL,Debtconsolidation,A,5000,5.99,0,0.07,CGkFLpKP-9gyL
xdD2RvSl-nQOL,Personal,A,7200,NULL,0,0.08,xdD2RvSl-nQOL
YCpM1miR-vF9B,Medical,A,1300,7.9,0,0.03,YCpM1miR-vF9B
1TbB5m9W-dh3T,Debtconsolidation,C,8000,12.04,0,0.18,1TbB5m9W-dh3T
NXmbqj5w-08mb,Venture,D,15000,15.99,1,0.44,NXmbqj5w-08mb
uu5RJimM-8Taf,Debtconsolidation,A,4400,5.99,0,0.09,uu5RJimM-8Taf
BnuHCmjF-vmTg,Personal,C,4000,13.8,1,0.33,BnuHCmjF-vmTg
50uYvp8h-v9eF,Medical,A,12000,7.51,1,0.38,50uYvp8h-v9eF
LwdHLn2b-jJ4h,Personal,C,12000,13.61,0,0.15,LwdHLn2b-jJ4h
DNStrBOE-m7Rv,Education,A,10000,6.92,0,0.27,DNStrBOE-m7Rv
FWco6CyJ-qrcj,Medical,A,2000,6.91,0,0.06,FWco6CyJ-qrcj
U2j9x2LS-CI2c,Personal,C,5200,14.65,0,0.05,U2j9x2LS-CI2c
2vLdpgZ4-zgSs,Homeimprovement,C,7500,13.92,0,0.06,2vLdpgZ4-zgSs
jQHwNDDL-FXNR,Personal,B,16000,11.71,0,0.18,jQHwNDDL-FXNR
ZdGK1FZG-2G9q,Venture,B,2000,10.65,1,0.17,ZdGK1FZG-2G9q
qbvc29nj-3WpO,Venture,A,22650,NULL,1,0.33,qbvc29nj-3WpO
76m88tSq-NgMM,Homeimprovement,E,7500,NULL,0,0.14,76m88tSq-NgMM
M7bBFK0t-YDfs,Education,B,25000,11.58,0,0.11,M7bBFK0t-YDfs
3Br7weTp-vOwB,Education,D,5000,14.61,0,0.14,3Br7weTp-vOwB
gbEYf0U6-Bp4u,,A,15000,13.79,0,NULL,gbEYf0U6-Bp4u
gW2HhgGg-PZps,Education,A,5000,6.62,0,0.09,gW2HhgGg-PZps
KY4b8e0G-fS2K,Homeimprovement,B,15000,11.11,1,0.34,KY4b8e0G-fS2K
hixM7nYN-4am2,Education,A,7000,7.49,1,0.14,hixM7nYN-4am2
Dq7qQy2T-vSe8,Personal,B,20000,9.45,0,0.21,Dq7qQy2T-vSe8
ZgS3N8MO-E8QB,Medical,D,10000,9.88,0,0.23,ZgS3N8MO-E8QB
0vdEJz8I-gP4m,Debtconsolidation,B,7800,NULL,0,0.18,0vdEJz8I-gP4m
BSgud3AP-fz07,Debtconsolidation,C,15000,13.49,0,0.25,BSgud3AP-fz07
9mT4cjye-2LDX,Personal,B,6000,8.88,0,0.12,9mT4cjye-2LDX
PcXHcbuQ-FgJy,Personal,A,16000,7.88,0,0.25,PcXHcbuQ-FgJy
sohnmMgo-9vYy,Education,B,15000,10.99,1,0.54,sohnmMgo-9vYy
lp2lJwSd-fPLa,Debtconsolidation,A,15000,6.91,1,0.39,lp2lJwSd-fPLa
p65XFt9D-BckD,Education,C,10000,13.22,1,0.12,p65XFt9D-BckD
EHMMEouU-mY0s,Education,C,25000,12.73,1,0.4,EHMMEouU-mY0s
WNWavzdJ-32T3,Education,B,17600,10.74,0,0.27,WNWavzdJ-32T3
JZUwT5vk-NjBp,Education,A,2800,6.92,0,0.06,JZUwT5vk-NjBp
OrGdLQSq-F9ZM,Medical,B,1000,11.99,1,0.03,OrGdLQSq-F9ZM
xsdhzuOx-4phl,Medical,A,6000,8.59,0,0.23,xsdhzuOx-4phl
rI1CWiKm-OFHS,Personal,,2200,8.49,0,0.06,rI1CWiKm-OFHS
9JpmNgAc-vBgn,Education,A,10000,7.49,0,0.13,9JpmNgAc-vBgn
JWcMAdxO-2Mo1,Education,A,8000,6.03,0,0.23,JWcMAdxO-2Mo1
H4fYFY3q-Rd1u,Education,C,5000,12.61,0,0.06,H4fYFY3q-Rd1u
TAhdM8I6-QF24,Medical,D,24000,15.99,1,0.25,TAhdM8I6-QF24
hMeq7m1U-kJlv,Personal,B,2500,10.37,0,0.04,hMeq7m1U-kJlv
BkBIUFCb-pAfS,Education,A,3500,6.76,0,0.05,BkBIUFCb-pAfS
6ATyzcJZ-OfUa,Debtconsolidation,B,2000,11.71,1,0.09,6ATyzcJZ-OfUa
UIgGHjz4-T6Nu,Education,B,9600,11.99,0,0.13,UIgGHjz4-T6Nu
YiNJcI5e-8dS0,Debtconsolidation,B,4600,NULL,0,0.11,YiNJcI5e-8dS0
LggsfLZE-Sr6d,Homeimprovement,B,24000,7.49,0,0.16,LggsfLZE-Sr6d
KDsxyRdr-ebjK,Venture,B,10000,11.71,0,0.11,KDsxyRdr-ebjK
dQNBqxsQ-M6Np,Personal,B,20000,11.48,0,0.1,dQNBqxsQ-M6Np
YFZD5QvO-XtjP,Venture,E,9000,17.93,0,0.1,YFZD5QvO-XtjP
ns2WuwOl-LAa1,Medical,D,2000,16.59,0,0.08,ns2WuwOl-LAa1
joxHtDO7-Wh8p,Education,B,4000,9.88,0,0.04,joxHtDO7-Wh8p
LyPPAGdH-Ge9c,Medical,A,8000,6.17,0,0.21,LyPPAGdH-Ge9c
lm54PJKM-DOSa,Homeimprovement,C,6800,13.61,0,0.07,lm54PJKM-DOSa
7um0XT5G-czDC,Venture,E,16000,15.95,0,0.22,7um0XT5G-czDC
QLhskQAK-biaN,Education,A,8500,7.88,0,0.14,QLhskQAK-biaN
icnPNWbr-zBW3,Venture,C,10000,13.23,1,0.31,icnPNWbr-zBW3
lJhWNcj4-8bXc,Homeimprovement,A,10000,9.63,0,0.2,lJhWNcj4-8bXc
v3gNZzhv-wFRy,Venture,A,4000,7.51,0,0.15,v3gNZzhv-wFRy
OtlsjZ26-n40j,Venture,D,24000,15.31,1,0.36,OtlsjZ26-n40j
fDsmbZCW-E8F7,Venture,C,6000,12.87,0,0.14,fDsmbZCW-E8F7
M4QZy3m7-hCBs,Medical,C,20000,14.22,0,0.2,M4QZy3m7-hCBs
Y4wKCm1s-nhoX,Homeimprovement,B,17000,10,0,0.18,Y4wKCm1s-nhoX
tXR256ku-z8ay,Personal,A,2000,7.66,0,0.04,tXR256ku-z8ay
XQCJ56Xd-iIHg,Debtconsolidation,C,10200,12.73,0,0.19,XQCJ56Xd-iIHg
5NYI2j4U-Zmpf,Personal,A,8000,NULL,0,0.15,5NYI2j4U-Zmpf
qaJQSU35-WUed,Debtconsolidation,D,25000,15.33,1,0.19,qaJQSU35-WUed
UYfqmOyZ-tumk,Personal,C,21000,13.92,0,0.31,UYfqmOyZ-tumk
ig8zPIKr-l1pv,Venture,B,12000,NULL,0,0.11,ig8zPIKr-l1pv
ZhXPQeJa-LB2i,Personal,A,1500,12.42,0,NULL,ZhXPQeJa-LB2i
b0IPxFrY-4m83,,F,NULL,6.03,0,0.17,b0IPxFrY-4m83
fU7mu7bD-nKTt,Homeimprovement,A,8100,NULL,0,0.1,fU7mu7bD-nKTt
iU6Kvpfa-9Wx6,Medical,B,12000,10.75,0,0.1,iU6Kvpfa-9Wx6
Al2qm3Dn-x81l,Debtconsolidation,C,20000,13.11,1,0.34,Al2qm3Dn-x81l
qzBL9Wem-ieXT,Education,A,6000,NULL,0,0.05,qzBL9Wem-ieXT
p2KoGWEF-nv51,Medical,D,2500,NULL,0,0.1,p2KoGWEF-nv51
S4DxZyFS-FkGw,Debtconsolidation,B,11000,12.18,0,0.27,S4DxZyFS-FkGw
xdKk8bNB-HxPW,Debtconsolidation,A,3000,NULL,NULL,0.06,xdKk8bNB-HxPW
AggZqfcb-aMBO,Debtconsolidation,C,5000,13.49,1,0.25,AggZqfcb-aMBO
EM27KFOI-3CCU,Debtconsolidation,C,5000,12.99,1,0.2,EM27KFOI-3CCU
a7xo85ut-xbUk,Venture,A,10000,9.32,0,0.17,a7xo85ut-xbUk
7y968J7E-zLAY,Venture,B,3300,11.71,0,0.04,7y968J7E-zLAY
JxAjPXc3-bRNq,Venture,B,12000,11.36,0,0.22,JxAjPXc3-bRNq
N4psyZaD-TY0i,Homeimprovement,C,20000,13.92,0,0.24,N4psyZaD-TY0i
FkyQ2p0o-dFB3,Education,D,4800,14.54,1,0.08,FkyQ2p0o-dFB3
StHvGfN3-OFmt,Education,C,4800,12.87,0,0.17,StHvGfN3-OFmt
MbpaF3GS-OyCu,Debtconsolidation,B,5100,11.86,0,0.11,MbpaF3GS-OyCu
tzPtIlK7-hKun,Medical,A,10000,7.66,0,0.08,tzPtIlK7-hKun
FxwcjBAa-qFAG,Personal,B,10625,NULL,0,0.27,FxwcjBAa-qFAG
tszePmzY-kWy1,Venture,B,5000,9.99,0,0.14,tszePmzY-kWy1
C940475L-zWeH,Venture,B,2000,11.49,0,0.04,C940475L-zWeH
DdcCKyc6-2DOB,Homeimprovement,C,19125,13.99,0,0.34,DdcCKyc6-2DOB
RdOjXoa2-TKLm,Homeimprovement,C,6300,14.65,1,0.12,RdOjXoa2-TKLm
aiQkuxaA-0fK4,Personal,A,5000,8,0,0.13,aiQkuxaA-0fK4
c2Pquwhe-jzrF,Homeimprovement,A,15000,NULL,0,0.11,c2Pquwhe-jzrF
HDw9G4OQ-lYw7,Venture,B,12000,10.37,0,0.09,HDw9G4OQ-lYw7
1iqQ5tIk-SgOp,Education,A,13125,NULL,NULL,0.09,1iqQ5tIk-SgOp
q9lNg24r-yaYf,Medical,A,10000,NULL,1,0.07,q9lNg24r-yaYf
fJRR5kcv-qtf6,Personal,C,4750,14.72,1,0.46,fJRR5kcv-qtf6
Fw0x65BA-yNSv,Education,A,3000,6.39,0,0.04,Fw0x65BA-yNSv
69aK4mIg-vOE8,Debtconsolidation,B,12000,11.99,0,0.11,69aK4mIg-vOE8
Fn8ZoQo7-uJ56,Debtconsolidation,F,16000,19.41,1,0.22,Fn8ZoQo7-uJ56
tUnKYyBh-isdR,Debtconsolidation,C,7550,14.79,1,0.37,tUnKYyBh-isdR
znKB7aEl-fj2Q,Venture,A,25000,7.51,0,0.15,znKB7aEl-fj2Q
5jWoCg8p-kJzr,Debtconsolidation,D,25000,13.99,1,0.23,5jWoCg8p-kJzr
nkMQJwOL-eIZj,Medical,B,12000,10.37,0,0.26,nkMQJwOL-eIZj
znepUziH-WlZP,Debtconsolidation,A,10000,8.49,0,0.08,znepUziH-WlZP
hxM3G6qx-G26p,Medical,B,4800,10.36,0,0.05,hxM3G6qx-G26p
W0TTMFMK-LAtr,Debtconsolidation,C,3500,14.27,0,0.1,W0TTMFMK-LAtr
B0sDyopL-ldnl,Venture,B,7000,12.42,0,0.09,B0sDyopL-ldnl
hSCG5wKg-HSpa,Homeimprovement,B,10000,NULL,0,0.09,hSCG5wKg-HSpa
Blhx4MHb-vjqk,Personal,B,6000,11.99,1,0.31,Blhx4MHb-vjqk
0wNHtYYu-zldO,Debtconsolidation,A,3000,NULL,0,0.03,0wNHtYYu-zldO
4SfuJFIu-D0Yo,Education,C,8000,12.68,0,0.08,4SfuJFIu-D0Yo
EhrfXDYj-g2Yo,Debtconsolidation,B,24250,NULL,0,0.19,EhrfXDYj-g2Yo
JACb283o-xGmE,Education,C,4975,NULL,1,0.28,JACb283o-xGmE
i9nWYavE-mR9M,Debtconsolidation,C,3500,13.16,0,0.07,i9nWYavE-mR9M
qxoHhCfv-1LX1,Education,A,12000,7.9,0,0.16,qxoHhCfv-1LX1
fBoYeFBs-iv3T,Education,A,1200,6.03,0,0.02,fBoYeFBs-iv3T
haBtnmK8-5wct,Education,A,2000,NULL,0,0.03,haBtnmK8-5wct
djbXIqBK-XHU3,Education,B,14000,NULL,0,0.07,djbXIqBK-XHU3
PfaS50d2-AocS,Personal,B,5000,9.64,0,0.04,PfaS50d2-AocS
LOjs16CX-6xti,Venture,C,12800,12.84,0,0.21,LOjs16CX-6xti
BHox4zMj-2FmS,Education,A,8000,7.51,0,0.17,BHox4zMj-2FmS
IckPo2MW-nYuD,Debtconsolidation,B,21000,11.71,1,0.25,IckPo2MW-nYuD
Ft9xjJhE-GEj8,Personal,A,10200,8.9,0,0.11,Ft9xjJhE-GEj8
oQfwRjzJ-BjIH,Personal,A,20000,6.91,0,0.17,oQfwRjzJ-BjIH
ZOKuXkoj-BI4e,Education,B,12000,11.89,0,0.3,ZOKuXkoj-BI4e
GRalMh4B-0f3q,Personal,A,5000,7.49,0,0.12,GRalMh4B-0f3q
1ZAq6del-9PaZ,Education,A,6000,7.49,0,0.17,1ZAq6del-9PaZ
eDwFLrf3-RGRO,Education,E,25000,17.99,0,0.35,eDwFLrf3-RGRO
Sfc3Od8e-Cemb,Personal,B,8000,11.49,0,0.08,Sfc3Od8e-Cemb
ljuQP5ld-5Y5T,Debtconsolidation,A,2500,7.49,1,0.08,ljuQP5ld-5Y5T
rzS1pIqF-rd42,Medical,B,20000,11.11,0,0.21,rzS1pIqF-rd42
