id_cliente,idade,salario,tipo_imovel,tempo_trabalhando,id_emprestimo,motivo_emprestimo,grupo,valor_emprestimo,juros,RISCO_INADIMPLENCIA,emp_sal,id_historico,INADIMPLENCIA,tempo_cliente
4ZbeLO59-TdyP,23,25000,Rent,2,DIKKRsW8-URBJ,Education,A,8500,6.03,1,0.34,w46JZWUw-cJpa,N,3
kFU3YMiw-4mEI,26,52800,Mortgage,10,7OimoIXH-xSpN,Medical,A,1925,6.76,0,0.04,r8ulk12v-vWxG,N,4
cgCtE19M-vdLh,21,15000,Own,0,qpjv4ivZ-uLWi,Homeimprovement,A,6200,7.9,1,0.41,YLUKcBZv-ehaa,N,2
PkJ78Djs-6qNY,30,135000,Mortgage,8,7KNkUohj-IbSr,Debtconsolidation,A,32000,7.9,0,0.24,dI3ih0cL-KDYL,N,9
mNRdE4hf-fWoP,27,75000,Own,11,7CCQuYgZ-11bs,Homeimprovement,C,6000,13.47,0,0.08,vdtrnAME-F9c7,N,7
8sN0qNSD-TKSu,29,44991,Mortgage,13,9j0W89ab-NcMo,Medical,C,5000,14.72,0,0.11,JzOJiaRD-XJrJ,Y,8
0qywOpR7-riu2,29,60000,Rent,6,QgSfOfZq-QmIm,Medical,A,4200,8.63,0,0.07,9yX0q5tm-dM7p,N,10
ZPjSQS4r-DJeS,26,30000,Rent,4,prOeLLPc-6paB,Medical,C,8000,13.98,0,0.27,3rWE2Njs-1F96,N,2
MDcFQcFS-mm21,24,70000,Own,4,2hDoHSta-u6en,Venture,D,8000,15.95,0,0.11,XDFywD9b-N4Jo,Y,2
d2vxqGgC-I9wd,44,57600,Rent,12,Wqbvwc6W-bPFR,Personal,A,7000,7.4,0,0.12,nivLRWgP-wfCk,N,11
WB9YiD35-9yL6,28,58650,Rent,13,GJY59Lsb-zGMG,Medical,B,20000,10.59,1,0.29,yKLtaZ9x-hp5s,N,8
JFwaQiWY-WLW6,31,37000,Rent,5,hnHgfjly-Z9Bj,Personal,C,7500,15.23,0,0.2,j32AN0Pi-DJHF,N,6
Ptphxb4L-j9ZC,28,100000,Mortgage,3,6daMW8QB-OmdG,Medical,C,8000,13.98,0,0.08,2FZFuBgo-4gUZ,Y,6
ILYPREKu-cmP9,24,55800,Mortgage,0,8jOPzj4k-bEPo,Venture,A,3200,7.68,0,0.06,bC7S00pK-DnjX,N,3
Xeyjzgfu-fcqY,22,21600,Rent,2,ZlLURbB7-oxio,Education,C,3000,13.49,0,0.14,9Ypd1eyh-8bPc,N,3
rj7HFf7Z-pXvJ,30,49777,Mortgage,7,xcBl6JpG-xXiF,Medical,D,6000,14.54,1,0.12,t187UAzn-QLYd,N,6
KBIJt9Md-32Tg,34,36500,,4,yCFjPNKB-NMb7,Debtconsolidation,,10750,15.2,1,0.45,WQWyZ2Wp-k1On,Y,2
MdFlTRQ3-n901,32,60000,Mortgage,15,61S8DJ8c-tWca,Debtconsolidation,A,6000,7.14,0,0.1,QFD2uCdz-ld9P,N,9
r1wPuyik-DbOz,30,219300,Mortgage,7,xhwq5DBA-GC8T,Medical,E,35000,19.69,1,0.14,wsJSLFiv-8Loc,N,9
bTjnA4G5-gt17,23,50004,Rent,5,BbTrXXii-MOxp,Medical,C,8000,12.73,0,0.16,TqLonHJO-kYbC,N,4
ybBHkY09-T7uX,34,90000,Mortgage,4,5TFu0hrH-ske3,Debtconsolidation,A,9900,5.99,0,0.11,l4pNB5r7-u8na,N,5
38qzfB2h-aqvZ,47,244000,Rent,10,j0LGcuAW-P3tB,Homeimprovement,C,9000,13.61,0,0.04,qvh8pSFD-fumA,N,11
iQthEPzQ-fceq,25,36000,Mortgage,3,x5yxK06S-CBzs,,C,5000,9.99,0,0.09,4tUBBMCx-rRGk,,3
fTHO28fS-tBEE,22,65000,Mortgage,2,Lq2ipAXO-ndAG,Personal,C,13000,14.35,0,0.2,J58kDHT6-vrLq,Y,4
3B2XUi2e-87qR,44,24000,Own,5,bPAb0kiN-WTc8,Education,D,5000,14.74,0,0.21,5zp11r8u-sqFy,Y,15
hJi5IyXr-7b7v,24,72444,Mortgage,7,M0LU54EI-7Qb5,Homeimprovement,B,25000,10.74,0,0.35,SCo9uJUx-1Z8Y,N,4
hK8NCwr2-CD2v,27,100500,Mortgage,11,LtFLs1uf-OG1E,Education,C,15000,14.65,0,0.15,ebUOuvzC-UZkx,N,6
1MSwMBPk-Dw6i,22,64000,Mortgage,4,5ZmYSrwk-rJ5d,Personal,C,14000,13.23,0,0.22,bLLBpN3q-1GRm,Y,3
dNNFjGOB-4zcI,35,192000,Mortgage,11,FzdRYAhj-Htvt,Homeimprovement,B,10000,11.99,0,0.05,h47g2Uwz-5BNd,N,9
G3eEFtx4-UBFe,29,50004,Mortgage,3,3daDPSmn-9bwJ,Debtconsolidation,B,20000,11.58,0,0.4,YpRu6vsX-A5SZ,N,7
0YyZ2in9-2r6G,32,120000,Mortgage,16,TGKYMywt-rfnN,Homeimprovement,D,6000,12.17,0,0.05,scBeuN1l-PGsu,N,8
12ULvE09-q2F0,23,138000,Rent,1,Mdepm25m-eKKk,Debtconsolidation,D,5000,14.91,1,0.04,srnfTGbu-fbpQ,N,4
9u5CeavS-RTBo,26,30000,Rent,2,aMDDmMFq-rc2W,Venture,B,1200,10.14,0,0.04,M1rSBg9f-XYXo,N,4
YLZPiLeD-pUXb,27,48000,Rent,3,hW3FUiWf-YjW5,Debtconsolidation,B,5000,11.71,0,0.1,t41RN7kd-HRiK,N,7
7GGcbp7Y-TZUT,31,83000,Mortgage,3,yX0eqAr6-bKyS,Education,A,7500,7.66,0,0.09,CWFA5HrI-GZN6,N,10
LPuCqbuO-LNHm,38,18000,Rent,4,rs492bhP-25yy,Education,C,3000,13.23,1,0.17,QszmRdAr-nzP2,Y,14
PWZcNkv9-uTSp,22,51996,Own,7,x1HmANIW-WQdH,Venture,B,6000,10.75,0,0.12,Y5EYWdGy-fDN6,N,2
PAZR0gBF-f2HX,35,148000,Mortgage,19,67gbFM8A-39Qq,Debtconsolidation,D,25000,14.62,1,0.17,qZsRJeG8-qbJc,Y,10
YypM7O6v-2YMN,42,14000,Rent,0,BPYGAJYz-aQBj,Education,C,1700,13.16,0,0.12,cuAXmLZB-ayhn,Y,13
vuLFuFvi-2nQW,33,42000,Rent,3,K5fCTfSA-k851,Medical,C,12000,13.57,0,0.29,y92xYSTP-HL7C,Y,6
vyCqvfmr-62lQ,23,52000,Rent,3,5tDj5QiB-7z6O,Medical,C,7000,13.85,1,0.13,QMOwSRix-KoWP,N,4
YhHTJDUq-hBa9,23,33500,Rent,2,spmfTGYU-BXqv,Medical,E,2500,15.68,1,0.07,DNhgk3UW-sMl8,Y,4
zz90npEm-MMjF,24,39996,Rent,8,Ymqv4HcM-0ejc,Debtconsolidation,B,12000,12.69,0,0.3,QLzNZTHh-oiZb,N,3
J1F9WUy9-LX4z,27,65000,Rent,5,OLNxg1mJ-39CA,,B,1500,12.86,1,0.05,UPrQMZmG-AZ1v,,10
vaNkyB6C-3cO1,23,58000,Rent,4,fec1iEoh-4QZK,Education,B,8000,10.37,0,0.14,uIyfuulY-Hnsw,N,4
cqMivKA7-oc0a,28,17573,Rent,1,owg01qdO-icds,Medical,A,3000,7.37,1,0.17,E0Id9M1s-d3XE,N,8
J53QCRGH-eQ9L,22,105000,Mortgage,6,gEt5ppU1-4Y82,Medical,A,12000,6.62,0,0.11,JBBCmaiw-t6PW,N,4
xgCwpX3c-W1Jp,22,25000,Own,1,Xk4grJIf-PBg1,Education,A,11100,9.63,0,0.44,adI0QMSv-Yd74,N,3
PQzQNjKm-8kDl,40,275004,Mortgage,2,SoKXiYfv-yBwE,Medical,B,24500,10.99,0,0.09,ppoJKdR5-lPiY,N,13
Z3QpbeSo-SOcO,23,93600,Rent,3,1jwrtuex-jIxp,Venture,D,25000,15.21,0,0.27,GLJM3aW1-PR4d,N,4
Bhbq0KSQ-FJ1m,25,36000,Rent,2,fQXK3GTy-uXI4,Education,C,3600,15.23,0,0.1,ZEnAiCBz-zepq,N,4
bh6s4XEq-Znv6,23,35000,Mortgage,7,4l67wgDj-rM7Z,Medical,C,5000,12.98,1,0.14,kbpehlKX-liAc,N,2
nTCOm1co-sIAC,44,80000,Mortgage,14,ORJd0Und-xju7,Medical,A,10000,6.03,0,0.13,Pj80wpCw-QMTK,N,15
80bnRmhP-laTG,32,54996,Mortgage,1,4PFPXELq-UBBQ,Medical,A,7000,6.92,0,0.13,bx5wyhGJ-8dn4,N,8
pOJ6H1Zi-cjCH,22,75000,Rent,6,FOrzq2h6-Jw3M,Education,C,3200,10.28,0,0.04,dBIizGml-rPJ7,N,4
Ur93nzt8-p75L,26,25000,Rent,4,a7nvWUC6-M8wC,Medical,D,6500,14.09,1,0.26,ktcISBhJ-LgEm,Y,2
KmACOkja-Y0Hs,27,40800,Mortgage,6,5hDKQZJr-5PIQ,Homeimprovement,B,8000,12.69,0,0.2,tMiJi9zF-yUp3,N,6
zf1s7Hvc-t2J7,23,42000,Rent,2,nlIjGa6x-5gcw,Education,A,7000,7.88,0,0.17,hmCyzHCf-SzAT,N,3
RdvMi0WX-PXKf,22,60000,Rent,5,qOKsv7Ym-ktyo,Education,B,6000,11.49,0,0.1,9rPQ7x7h-Elyj,N,4
9FhIPOnW-oFYX,25,55000,Rent,0,ZCBN58ye-atbW,Venture,B,20000,9.88,1,0.36,oYu2AnbW-hUaR,N,4
e1L8zJkK-e1kc,23,37000,Mortgage,3,DSmOK6QO-SQ69,Personal,B,6400,11.71,0,0.17,2n1WDq8J-PqTt,N,3
iXdoqNfR-0oCE,24,100000,Mortgage,8,T7Tg4dpT-LvDi,Homeimprovement,D,12000,15.33,0,0.12,veC41vZI-lgG6,N,4
X4BzQYhp-h2oT,25,74004,Rent,2,lDXQTwJU-0bZW,Personal,E,20000,15.95,1,0.27,lbTRydoE-bQs5,Y,4
W4ma3EM3-wwdB,26,68000,Own,8,b1rhIas7-TIA7,Personal,B,24250,12.18,0,0.36,x3cZLFTT-BN4M,N,4
Bwh3u24D-bzBI,34,44000,Rent,1,kWv9aQNG-zCeN,Education,C,11000,13.79,0,0.25,2sUKSXoF-T5wf,Y,6
adjNxyq2-T50w,36,74000,Mortgage,4,znliU0Ld-3QtU,Personal,C,10000,11.03,1,0.14,yGTgzi9A-9No4,N,15
nGvWhhCA-ds5m,22,50000,Mortgage,0,WjsB3A5U-M9yz,Personal,A,6250,7.88,0,0.13,lRMPqCm8-s26y,N,2
7CxpOLaP-WHt3,22,47004,Rent,2,8x4cNcwd-qDDp,Venture,A,5550,7.49,0,0.12,zPmLg43v-8elD,N,4
wGv27KJw-GBa2,23,60000,Mortgage,5,skP63ctz-n2sF,Debtconsolidation,C,5600,14.22,1,0.09,DOntQYw2-ihcY,Y,4
sjltS0DC-NA0t,22,12000,Rent,1,IH4XK4N5-WUxq,Venture,A,1500,6.99,0,0.13,c9RwuofF-vkku,N,2
3AKW6Jgf-GdEq,27,82000,Mortgage,0,G3aq4WAY-mw7U,Venture,B,14000,10,0,0.17,Fmt75Jhl-upTq,N,7
x9Rh5k3M-dnHC,26,36000,Mortgage,10,TSSYdYFe-qX7c,Venture,A,9000,5.42,0,0.25,oPUJmq78-aP1G,N,4
CsDIKxbI-c0OY,53,92000,Mortgage,7,FNlLdYpm-CWw0,Personal,B,15000,11.12,0,0.16,b6PRr2Mb-L5r7,N,22
zwu5J8Cp-QZAe,25,76000,Mortgage,3,E99o5nU7-tJ33,Personal,A,20000,6.54,0,0.26,vaK8CRYJ-q3d9,N,4
D43vKY6k-G8Ml,23,98000,Mortgage,4,ACbsSuDz-a72w,Education,A,14500,8.94,0,0.15,W6RrxE9z-DChg,N,3
9bHPvykt-RBR8,26,120000,Mortgage,1,4AW5jQ9h-Ps4m,Homeimprovement,E,20000,17.74,0,0.17,tRBciePg-YjuN,Y,3
qcviCl00-dFCp,23,60000,Mortgage,7,1ngmwLaX-LA4F,Medical,A,7000,7.9,0,0.12,qeb2FUW3-bc8c,N,4
8jIhBchB-iR9z,32,75000,Mortgage,5,PS2Cj89a-ugJ2,Venture,C,16000,13.49,0,0.21,QEsQO6MH-JEqZ,N,8
c2cH2pK6-jDDO,26,80000,Mortgage,10,bJohWEy8-i2nw,Homeimprovement,A,7000,6.03,0,0.09,yW5nIjcM-BFeO,N,4
ax97Temz-YkZ3,26,30000,Rent,5,qAjfqnhd-Rpz1,Personal,C,8000,12.99,0,0.27,7g2UmJZx-ciNw,N,2
NJ903Y34-caMh,61,10636,Rent,3,XdeHhHtH-kvkm,Personal,B,4000,12.21,1,0.38,lYP79YfE-0O7f,N,25
cLwCC1Of-jpKj,23,60000,Rent,4,rgprifkn-n7vx,Personal,C,11400,15.23,0,0.19,JXL9jMeA-2ALB,Y,4
jp5DR2Id-2b4S,31,30000,Rent,5,FqogJp8F-ykNi,Medical,B,1000,9.25,0,0.03,17uZh38o-nNGm,N,6
2fZ4sOaf-tXML,34,60000,Mortgage,6,8sBGshg1-p7Zg,Medical,C,2500,14.72,0,0.04,FQKQ6W1E-L0nN,N,5
TvFLlPq4-d6Ut,38,47000,Mortgage,5,tIhAcJpJ-TrR1,Debtconsolidation,A,11000,8.9,0,0.23,KGYuwe7D-gzzC,N,16
o5mHlbiS-99Cz,43,30000,Rent,0,E0UYqqBE-vSCZ,Personal,C,11525,13.57,1,0.38,1OkwG7KL-7gkY,Y,17
PhHg4WYW-R1bw,30,55000,Mortgage,2,mm5iRX6P-hhKf,Education,A,11500,7.9,0,0.21,0HnIFbxw-P5Qk,N,9
N8NNp3av-pRS8,26,70000,Mortgage,10,HqELlHY3-yekS,Homeimprovement,A,12000,8.94,0,0.17,scqnbWg8-i9W3,N,2
r3rIpkA3-DYLy,21,11520,Own,5,lmDr2yPJ-NF82,Medical,B,2000,11.12,1,0.17,TjDGqIHR-xSEL,N,3
J2j33nxU-Zzd0,24,30000,Mortgage,0,3CHfk6Er-oq3q,Venture,C,6000,13.22,0,0.2,SzwDfiOR-4cJa,N,3
FTk4qdt4-LLGH,24,50000,Rent,0,FUszURXC-pozK,Homeimprovement,A,9600,7.51,0,0.19,LhYjNaGe-qz7v,N,3
7etOP8RE-G7NX,22,65000,Rent,0,4ckgwlC0-REXD,Debtconsolidation,C,7000,12.99,0,0.11,qfyMejcY-yBmE,N,2
fZoJr5Hy-1f7R,34,30412,Rent,4,REGKWLpE-PoZj,Medical,B,12000,10.38,1,0.39,MUtRNwp1-ARF3,N,5
PkrfKuok-ye5z,24,120000,Mortgage,8,EOMvbwZb-xRSu,Debtconsolidation,C,8400,13.72,0,0.07,oKIZhQiE-zPfG,Y,2
EB92CvMf-Dzpc,28,75000,Rent,6,X2LvjUDE-jM3t,Venture,A,10000,7.9,0,0.13,WPlzDpGs-HUnx,N,5
pQCIwHwj-3Ptz,23,73000,Rent,0,9Sqkna8b-ZH7R,Debtconsolidation,B,6825,10.99,0,0.09,6zR6amEl-Brgt,N,3
5ODcEKAe-Y7CC,24,75000,Mortgage,8,Z6BK94WH-rKB3,Debtconsolidation,A,7000,7.9,0,0.09,8xWThDsy-Wy2p,N,4
0MBDRUUe-OqOy,23,16000,Mortgage,1,Y1lcrfh3-7nCU,Debtconsolidation,C,5600,12.84,1,0.35,gqOKzlLb-0Wa4,Y,2
hov8QZB8-DGt5,23,69000,Mortgage,1,hsxhhImC-EYih,Venture,B,19000,9.51,0,0.28,Yjb2NXMw-1c13,N,2
zvTjcE0K-NKYz,21,20004,Rent,4,pUKrfCIG-1Kxd,Medical,A,4500,8,0,0.22,gAemc5Mk-pFLl,N,2
cIHTt7nZ-37Rc,21,32000,Rent,5,rljXLDiA-brnI,Education,A,7200,5.42,0,0.23,pzJgPuxN-JFXr,N,4
4hkpHCCa-byyf,26,97188,Rent,7,vfxOWUPy-1cpG,Venture,D,16000,12.8,0,0.16,1sqM2mGB-tuWv,N,3
A9YeKs5Y-M2sa,25,96720,Mortgage,9,wOQ2h5tx-YeUC,Education,A,18000,7.9,0,0.19,A266Lop7-gLk1,N,4
wGOHpYfr-Ho1s,25,69000,Mortgage,10,sG1126TZ-ggJa,Debtconsolidation,D,15000,14.54,1,0.22,FPupAvlz-wCFO,Y,3
5WECujSl-Pxtj,24,55000,Rent,5,XetMnL0B-WU21,Homeimprovement,A,10000,5.42,0,0.18,5JufbWSu-xKeN,N,2
C7hCLs3g-fxXN,26,90000,Mortgage,10,H4reyE28-GJik,Homeimprovement,B,5175,11.99,0,0.06,SuNFYmKp-MvKz,N,2
k18gE0aF-96Wr,40,16800,Rent,8,ULb5U7ID-6c3s,Personal,A,5000,8.94,1,0.3,7sL3ifbd-jSLI,N,17
6QiuqKda-lMLt,39,23000,Own,6,nbYNrmAX-HEQu,Medical,A,6400,8.9,0,0.28,HCJMl4Wm-fM9a,N,14
YFG75cCf-TvrB,34,27000,Rent,3,rMpfMsnv-4zFg,Venture,B,2525,12.21,0,0.09,YgcjQRZt-7QLQ,N,7
bf1RpZXq-SeGd,22,65000,Own,6,oddwqEgM-UPqN,Medical,C,3000,13.92,0,0.05,xqUoQWw4-WqK6,Y,4
spUwXlwI-JjIS,31,44000,Mortgage,0,POG3SmcF-Zr9G,Education,C,12000,12.53,1,0.27,kyYlp05p-ygrI,Y,6
edYZjLNT-kSrC,33,100000,Mortgage,8,2AWdv6eo-ybyp,Debtconsolidation,A,6400,7.29,0,0.06,GQ1IG8sz-dNDf,N,9
zafdEcvK-ZYgu,26,110000,Rent,10,wkYooKDz-zylX,Education,A,28000,8.9,0,0.25,HqCxQMKB-pGeD,N,2
Euhmwog2-g9T1,25,62903,Mortgage,9,2oCTzsAE-Trqj,Medical,B,3000,10.65,1,0.04,DTTtSWx0-OScF,N,2
M3cDOtFg-x1ek,32,77000,Mortgage,9,Fa8lLjny-UxzA,Education,D,10000,16.77,0,0.13,iWpKerSG-YdUd,Y,8
Iia6Ajro-7Boo,28,95000,Mortgage,5,tqXmZj8U-cXWO,Education,C,12000,13.11,0,0.13,jkULcGTO-WpQC,N,9
yEXjvpH5-c6GH,33,18000,Rent,0,uS2J8J1t-rq6y,Venture,C,2700,12.61,0,0.15,602tWEru-0Wbx,Y,9
oidDMt6T-MN7S,21,45000,Mortgage,5,1n1qftJn-BcG9,Debtconsolidation,A,8000,7.51,0,0.18,J2AJDGch-NWzk,N,4
rhGbgb4J-dAkh,30,54000,Mortgage,3,Lo5fMZBw-4BTl,Medical,D,15250,14.42,1,0.28,zCgoJir5-BDcY,Y,8
3lY0AGLA-z7Qh,21,49000,Rent,4,GBhA6Pan-HKnW,Education,B,25000,10.99,1,0.51,YrXN5SlQ-Zns4,N,2
P7AKXbTp-KFKt,35,55000,Mortgage,4,XvnGTQFd-U1a7,Education,A,8500,7.88,0,0.15,fg7yAeUC-PHG9,N,8
CItUaPht-qQDS,24,40000,Rent,5,Xm206UXZ-TtEp,Education,B,8000,9.88,1,0.2,pCtJ8HG0-x68T,N,2
WWBvXxN6-vqov,23,74000,Rent,7,jkCMxBvG-XWXl,Debtconsolidation,B,24000,10.99,1,0.32,e23dM55p-U4K3,N,2
nruxQkb9-4hi1,28,80569,Mortgage,2,JlwQOxno-ePHy,Education,B,4000,9.63,0,0.05,Rx0hMGdf-Y5yh,N,7
DxuKlnOO-SDyz,21,27600,Rent,4,xeNOuDfr-Fr7N,Education,A,7500,6.76,0,0.27,eZwbMLC7-OCnK,N,4
UQfPA80A-Zy5T,37,100000,Mortgage,13,IqT3fiBq-5htE,Venture,A,18400,5.99,0,0.18,4O9QDnAh-i90H,N,15
Y5BPjLqA-JPnu,33,124000,Mortgage,6,AReULqFq-J1iA,Debtconsolidation,A,14000,6.03,0,0.11,9NIIaDks-3MM3,N,10
Sb9fbJZD-heDt,42,85000,Rent,3,x5awtb1n-ZpBY,Medical,C,5750,12.99,0,0.07,lb43vU2c-NM4b,Y,14
aOljNTEY-cBxA,30,52000,Mortgage,2,YfnYks4a-bNlA,Personal,C,18500,10.91,0,0.36,AUTSI1mg-M0sc,N,7
I3jsKZqN-Hp5D,22,54000,Rent,6,aBHxtkkE-gahk,Venture,A,12000,8.49,0,0.22,yA4Gb40J-GMgU,N,4
qbL93Ctd-MX2A,32,48000,Rent,9,rPhKKo4s-aZZZ,Personal,A,5000,6.92,0,0.1,dmpb2w2E-Aor2,N,10
7dFrMmKm-cCWw,26,40000,Own,0,YkdUOvrB-ZwfO,Education,B,15000,9.64,0,0.38,y9vCgboE-MJAj,N,4
0mg5QCvx-Xuza,21,27996,Mortgage,5,Q5ax8QZv-4qmA,Education,A,10000,9.63,0,0.36,GmeWoilv-AyW5,N,4
oh6P4WhY-oWlC,26,40272,Mortgage,3,O0eLB2L1-SpMS,Education,B,10000,11.86,0,0.25,EjDNRRnR-TiH9,N,3
8QH2ejgc-wwOT,23,48000,Mortgage,8,GLTEE8Nz-E2uh,Medical,D,1400,14.83,1,0.03,h9uuzwBv-EPC2,Y,2
6JCYQXDX-dXXy,35,280000,Mortgage,19,zrQXdSRO-TNT5,Homeimprovement,C,21600,12.99,0,0.08,BTtZTpmc-FcAB,N,8
gyiHz9AO-X50v,31,72000,Rent,6,m7kAqJOZ-GHXI,Debtconsolidation,B,21000,11.99,1,0.29,LprJBFXc-tgIs,N,6
A6NiXOwg-wMPU,22,42000,Rent,3,jqNfeMZi-LqwS,Medical,C,8400,14.35,0,0.2,EibWDyuJ-FeWS,N,4
z0uuAuYx-auN0,22,74000,Mortgage,4,IOhUXgXb-fdZG,Personal,D,15000,15.05,1,0.2,8qt2bxQK-pjPs,N,3
l42nRj7M-0A7F,23,90000,Mortgage,1,Dw2yyCPm-9msB,Education,B,12000,12.18,0,0.13,3Bd6ZlsN-vFiH,N,4
OclYfiFY-v0ch,24,60000,Own,7,hUSTcFFR-QpJu,Personal,B,10000,10.37,0,0.17,Y6mjjLUh-7kzT,N,4
Fqmwm8TO-1ogf,24,60000,Rent,0,0myiNKtk-FLXf,Personal,B,20000,11.14,1,0.33,cn4pDCd6-CzkG,N,2
dNUifRil-8ffP,33,153000,Mortgage,1,0TwdYJbs-pz5l,Homeimprovement,D,23100,14.74,1,0.15,ehyvgD41-Ow6k,Y,9
2IAJAQTy-M4ZP,40,48000,Rent,1,9pXZ2ci5-7cJL,Venture,B,6000,10.08,0,0.13,pFlEz4UA-Uuvu,N,13
ACWShBwD-HNN7,21,83000,Mortgage,4,FLNZcE7Z-FDfY,Medical,A,8500,8,0,0.1,flJs7Oww-zHFm,N,4
qoU7CdlK-0GEn,30,65000,Mortgage,1,APMxYIDo-bxOM,Personal,D,25000,15.65,0,0.38,PPwdxQvq-L40m,Y,5
mHJsSmPm-So4r,27,107000,Mortgage,11,3BXtkWjv-iXwa,Venture,B,35000,9.63,0,0.33,ENKWqUKj-TfSb,N,7
40tdPxsw-6RIZ,24,80004,Own,3,BHIUR2gL-Tc9W,Homeimprovement,C,2425,15.27,0,0.03,ugsPOpz8-2Edo,Y,4
BxlavJQA-2mJd,28,75000,Mortgage,2,UE6bO7yM-XMhH,Personal,C,15000,14.65,0,0.2,IFgfDS9M-8j9l,Y,7
ddGZGS1z-qIra,23,40000,Mortgage,5,9wjbCJL6-uv3y,Education,B,18000,9.91,0,0.45,AFXnwcKK-tmgD,N,2
TnLq7oFD-FPfT,21,25000,Own,0,KsySSo68-ChDm,Medical,B,8800,9.33,0,0.35,WqBBHztP-clsb,N,3
DvBntHXX-CL5r,26,64000,Rent,0,6o0nF6z3-ND2L,Venture,E,10000,16.4,1,0.16,IDyEYnAr-bWbW,N,3
YqqXR0af-hExk,28,31150,Rent,4,0N4Wl6W5-CMOb,Medical,B,4000,11.49,0,0.13,0vklG0YQ-c3Qh,N,7
C85EJtN0-9RYM,25,19200,Rent,0,0oMR0Gug-IUJ9,Debtconsolidation,C,3800,14.35,1,0.2,IzxaT0nq-7n62,Y,4
2XySxSMJ-NTtP,28,36000,Rent,1,Li76HStX-R5X4,Medical,C,4800,12.61,0,0.13,tk0uklLa-6CWl,N,9
1PycETDW-geLt,35,83234,Mortgage,19,qFE7Qgpw-nwst,Debtconsolidation,D,10000,18.25,1,0.12,2J4wSLYc-ceWJ,Y,9
YP23hfBg-3Gdi,40,100300,Mortgage,2,mk4RDQCc-vBWk,Medical,D,25000,14.83,1,0.21,hAXDvLjQ-cfJx,N,16
oH3kuqEs-AFSb,30,26000,Own,4,JAQuc2AL-2JQN,Personal,B,1200,10.99,0,0.05,orF34oLz-F1Fa,N,6
0Q3m8xtN-JvWU,48,59000,Rent,2,ybeza8rm-cCyz,Education,A,6000,5.99,0,0.1,iKwkSy1O-oWPC,N,12
FZMTfDYF-7NZR,28,38000,Rent,12,086n0eNK-Lqpd,Personal,A,3200,9.63,0,0.08,bCSFcFpq-L3tG,N,6
D01rNTHr-hZgD,31,20400,Own,0,yKM17hTd-Llu9,Medical,C,11000,11.03,0,0.54,m9wJFt1X-wHC1,Y,10
puns5iqo-IDq9,23,75000,Mortgage,2,jvZHNtMW-4wMu,Venture,E,19600,15.13,0,0.26,6q7UoGFU-W3EY,N,3
s2qLKi4j-CKLE,29,40000,Mortgage,5,aqa8iNYi-3HoN,Debtconsolidation,C,4000,14.35,0,0.1,HYnCHtki-rPqz,Y,6
23aDTOwa-DMGT,24,95610,Mortgage,8,BgY0nEhj-Rm3u,Venture,B,6000,10.99,0,0.06,iCrK2O5n-KDrC,N,4
T1Jk72Eu-bPZX,29,45204,Rent,8,cF4UxebC-wH8Y,Medical,B,4000,11.48,0,0.09,nxrCb6ME-BM3q,N,7
tHIDP6G8-zhTf,27,200000,Mortgage,9,1H5bxB0t-xPhJ,Personal,A,7000,6.03,0,0.04,DlJeuh6W-ROvQ,N,10
zL5lg9iZ-fTP2,25,39000,Rent,3,8IMaFS2j-iN9Y,Medical,E,18000,17.19,1,0.46,uL1BDjKs-Fc5K,N,3
1skNHxEB-WQ6S,38,200000,Mortgage,0,hYkASGrG-Ra9T,Personal,B,20000,11.48,0,0.1,G1D5OiGF-10jC,N,15
cTgPNN14-1cmc,36,24000,Rent,20,uE3WIvsY-tivq,Debtconsolidation,B,10000,11.86,1,0.42,PgKX0hM0-Hhgh,N,15
62EPPhJx-5wyd,52,22500,Mortgage,2,H6EA7Whf-ZL6Z,Personal,C,6000,13.49,0,0.27,xy5K2TDU-gu7Q,N,21
Kh4ElJUO-bIj5,25,145000,Mortgage,3,ZTxzXgZ8-ltSo,Debtconsolidation,B,25000,11.36,0,0.17,Aa4h4xFp-ibl9,N,3
O5o3ulEs-Jjqj,31,42000,Mortgage,0,mfaFaOAm-idwH,Education,D,21000,12.36,1,0.5,AfoHjXDG-sJ4p,N,7
djafbgdp-uh1a,24,32000,Mortgage,6,Sfi2UZGi-tgNy,Education,A,12250,8.94,0,0.38,1atQGyYe-7Abo,N,4
xMdGxT2l-WQ2R,22,35400,Own,6,u5fKyLb0-GE5Q,Education,A,8000,6.03,0,0.23,feQuiFus-9sFf,N,2
dotSRWdt-qcZ7,22,66996,Own,3,mHEr0m20-tvOz,Venture,C,7000,14.72,0,0.1,1475mwGX-OiZ5,Y,3
oxUPZdls-Sgey,23,88000,Mortgage,7,IB5RlK1z-JgO4,Venture,A,12475,6.03,0,0.14,sjoOMppM-Rt9K,N,4
ywEYH5lH-klsL,24,62100,Mortgage,8,Uw8ushrZ-vJ3K,Education,C,6000,12.53,0,0.1,Iw4QiqgL-s66A,N,2
Ri7dkYYb-Ifgv,25,26780,Rent,0,iZU8MNdg-nMBP,Debtconsolidation,B,6000,9.25,0,0.22,INwhpUnL-dKoc,N,4
IDogsZoo-ke6n,23,36000,Rent,0,4GWOyXFE-6k4U,Venture,C,5000,13.22,1,0.14,PtsPZ7g6-59XN,N,4
