loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,person_id,loan_id,cb_id
gmJWO1wo-kMfS,Homeimprovement,B,20400,11.49,0,0.28,tflJsM8p-G51T,gmJWO1wo-kMfS,Mez4SQcR-c8AC
NyYc9IJt-mJ5y,Medical,E,10000,16.77,1,0.12,dqe4LvOJ-5q0u,NyYc9IJt-mJ5y,4U8r0TFG-O5wn
aC7G4QSt-pTER,Debtconsolidation,A,7000,8.59,0,0.08,3e8rqisu-12N0,aC7G4QSt-pTER,cUkiD1zi-RzAN
2zuGd8TZ-TiI1,Education,C,5000,12.98,0,0.12,8cwUM4sM-bcAp,2zuGd8TZ-TiI1,zEzD9Xvz-3EKn
M4QZy3m7-hCBs,Medical,C,20000,14.22,0,0.2,sGvScSlw-Obmx,M4QZy3m7-hCBs,RjlqOZyA-zHXl
ng1luWu7-rOP1,Venture,A,12000,5.79,1,0.4,bZxooth5-gOGE,ng1luWu7-rOP1,y0ufS0WX-0Qrx
gyko2pRG-EYK7,Personal,B,10000,10,0,0.13,HupewJg0-F9XS,gyko2pRG-EYK7,Uxx3KToD-kNxX
1gkianqA-mnh7,Medical,A,10000,7.29,0,0.09,gsaujmUi-KEsJ,1gkianqA-mnh7,7mSftD0H-FDIl
gCkbCtEf-HNA8,Personal,C,15000,NULL,0,0.21,tMox9rcU-G9Gq,gCkbCtEf-HNA8,AN7b6TFJ-wgSC
GB0x5o3Y-8sCi,Personal,C,9000,13.47,0,0.26,3iA13IL3-cSCQ,GB0x5o3Y-8sCi,ZlIZJUtT-FWMy
dYiQrGSy-I1WZ,Personal,C,6000,13.98,0,0.08,5At2X1zE-fjAu,dYiQrGSy-I1WZ,KCvtP26l-Rabt
8eLSEufk-124e,Debtconsolidation,B,5000,9.01,0,0.07,W1KWkevm-73Ye,8eLSEufk-124e,Qcrhb3pw-sQZ0
YdIcvUnZ-afrp,Debtconsolidation,B,5000,11.71,0,0.07,yRamW5jl-ks7X,YdIcvUnZ-afrp,rzFFnFwp-Jpch
9GHTT5YZ-6jQG,Venture,A,7500,7.05,0,0.1,caoNPaSM-Khgs,9GHTT5YZ-6jQG,pLFvElCn-oqf7
BNhLzcEB-YtK3,Medical,B,7500,10.37,1,0.34,8966GK5r-cPxX,BNhLzcEB-YtK3,I48PlXTA-5b6z
B5ihrqec-Mv55,Venture,A,11000,NULL,0,0.18,xdXIaUjX-NtfC,B5ihrqec-Mv55,6Xqm1vfy-3Zvl
pjIQHvjD-pwhq,Personal,A,3000,8.9,1,0.13,G5R6skmX-nma2,pjIQHvjD-pwhq,q9mdY6Ks-dTqM
LsnylSam-OW8L,Debtconsolidation,D,8000,15.99,1,0.06,FQzT0n22-24Y3,LsnylSam-OW8L,nH4ORCsj-zif4
zlAs6F1J-fnYW,Homeimprovement,C,11000,12.68,1,0.24,ZPTO4Obs-Udx5,zlAs6F1J-fnYW,KXltbWgv-7PhY
OZY98sSS-YSEy,Education,A,6000,8,0,0.04,Eg0OrdDw-36AJ,OZY98sSS-YSEy,7ChxFaCJ-HzZf
6HUXsT7Q-so82,Homeimprovement,B,25000,11.12,0,0.15,yYYSZyJf-7Yf4,6HUXsT7Q-so82,v1XKTFoJ-9Czj
sOMvCKN5-zxZX,Personal,A,14500,5.42,1,0.23,87f8whFn-GaAC,sOMvCKN5-zxZX,yKDAb74m-lUXG
PpF3AZJa-PTJn,Medical,C,7350,13.43,0,0.23,A7yLtWyg-G5kw,PpF3AZJa-PTJn,Dt1e64NZ-UuKL
hOmCBQvK-dcrP,Venture,C,24000,13.49,1,0.31,nuglv7ye-xSoF,hOmCBQvK-dcrP,9sZBQxPq-zMIR
6whJpSSb-6scB,Venture,A,10000,8.59,0,0.1,N4qa5leh-BTgH,6whJpSSb-6scB,BlfEMnFQ-runy
u0kHLL4n-WoTn,Medical,C,15000,14.27,0,0.21,fnh0e2jW-UoWH,u0kHLL4n-WoTn,QuH7dZbx-D4OZ
R1mqJv72-rWhB,Venture,B,8875,11.99,0,0.12,qWbCJuDq-mHT5,R1mqJv72-rWhB,JXsXnOie-lgZw
1BrW345B-NusT,Venture,D,2500,14.74,0,0.14,Ylg6uedx-Mk7e,1BrW345B-NusT,zZQZHmUi-KQLo
dvU6Xtpa-S7k0,Medical,C,16000,13.85,1,0.31,FlW5l8cl-Hjj2,dvU6Xtpa-S7k0,lMZo6qk6-942F
loWRXSkl-rEH2,Medical,A,10000,5.42,0,0.08,CseU73qi-Kdjs,loWRXSkl-rEH2,ibXKRcbH-7TqG
StHvGfN3-OFmt,Education,C,4800,12.87,0,0.17,SiegbD9b-IuPf,StHvGfN3-OFmt,Trx8FXyL-2Bdy
drsFk5hz-3jSr,Debtconsolidation,D,6200,NULL,1,0.13,FZvgLP8q-ipYK,drsFk5hz-3jSr,4ykPkrYm-0uax
kw0xDi0F-Oask,Homeimprovement,B,9000,10.25,0,0.15,kqTmPGru-gqIs,kw0xDi0F-Oask,ZEA4eIgK-Mj7G
HE5ORPfF-iqU8,Homeimprovement,C,9800,12.23,1,0.39,HwRj0yKx-rgoU,HE5ORPfF-iqU8,ocgzjGpX-w1Cm
IqWEkFCB-c0FA,Homeimprovement,A,9225,NULL,0,0.2,9mtz68EU-5Ws9,IqWEkFCB-c0FA,w9JFqbOE-5l2P
hZlqnNNt-STn7,Education,B,7800,11.99,0,0.08,4U2C77gJ-cSE8,hZlqnNNt-STn7,huPj1Kms-1zCF
uNGdkJvz-BNxC,Homeimprovement,C,2600,NULL,1,0.16,m5WnSjxe-gYEf,uNGdkJvz-BNxC,tBSUq4S5-WtKE
GYPZSmfH-CwAN,Education,B,8000,12.42,0,0.05,TEmYeTZK-tNYn,GYPZSmfH-CwAN,ZOw8WB8j-9pNs
a5rsqarL-moJg,Medical,E,2500,16.45,1,0.08,lLdbLqX4-d2kG,a5rsqarL-moJg,wQ6HWFAF-uuTb
TA2HlFQp-xeKY,Venture,B,15000,11.12,0,0.25,7PS6LDFb-CiwA,TA2HlFQp-xeKY,o5PhJZBB-pB6Y
3t1DPYLJ-ZanH,Homeimprovement,B,4500,11.14,1,0.14,lKINOb1n-DwOu,3t1DPYLJ-ZanH,OiQ87b0r-KPgl
PPo7FqBh-4ACt,Medical,A,6500,7.51,0,0.23,E31Tnx1g-af9S,PPo7FqBh-4ACt,4a40nmh0-EWxd
8jHaic0l-AYFr,Medical,A,30000,8.9,0,0.15,YBzivrof-ps2T,8jHaic0l-AYFr,WUcsEKJh-dcmR
KmKdmoyy-jJ9f,Personal,B,10000,12.21,1,0.48,0BlibH5r-epYQ,KmKdmoyy-jJ9f,AkDD8dyj-q313
rC7LmK8z-orix,Education,B,4000,10.08,1,0.27,mlxUTDkT-v0Xe,rC7LmK8z-orix,mEXwF5LG-HTGy
iHbgmUfb-lspS,Medical,C,3000,14.22,0,0.07,dhuszB1X-Nd9O,iHbgmUfb-lspS,OZi1WDcm-nHcf
7PRoPuAi-hqJf,Education,C,15000,14.65,0,0.21,iRICwcu3-cjZv,7PRoPuAi-hqJf,GnNd3xuT-5gba
TtDS4A5b-iBDU,Homeimprovement,D,8000,14.84,0,0.11,0Xl5KtRZ-KFHn,TtDS4A5b-iBDU,SYgcU162-5X5C
39bBL83f-Fgx1,Personal,A,12000,8.94,0,0.11,ukwUTxqL-hOYI,39bBL83f-Fgx1,FU5pT6bi-mZHh
D9kwxPjp-tIvN,Debtconsolidation,B,12000,10.99,0,0.16,nQS0C3DU-OOfU,D9kwxPjp-tIvN,8yrvjG06-FTs0
meSzynBs-tofT,Homeimprovement,B,26375,9.91,0,0.25,X0y7Nkn1-CGKK,meSzynBs-tofT,JdD9up2G-kpWD
i94iycqm-omNS,Education,A,7000,7.51,0,0.18,1mHBR04x-Emhe,i94iycqm-omNS,S0wq5EE6-Ctdr
SRnarnqG-KubN,Education,A,8500,7.51,0,0.24,6IYUgZ8n-tbjh,SRnarnqG-KubN,kEwDNxvy-mBxq
oR39dzWl-Rz7W,Personal,C,15000,NULL,0,0.22,3CRW64Y0-cSBo,oR39dzWl-Rz7W,MpQFq1fw-eMZC
fbOQIPIl-TY5T,Medical,D,9750,18.25,1,0.39,ThauvGZs-D0nR,fbOQIPIl-TY5T,TrrWmGSt-x72Q
W9JirQJo-lS70,Debtconsolidation,A,1550,7.49,1,0.07,9I6maspM-WojA,W9JirQJo-lS70,zNNvlRHa-84vi
DfWyTQmP-LNW7,Venture,D,5000,14.59,0,0.18,m6DGkUaP-iHXK,DfWyTQmP-LNW7,0vz2S8uA-dvl5
rLxGQ6dl-834h,Education,C,4550,13.72,0,0.22,54DKPDRv-5qBX,rLxGQ6dl-834h,1DZicLp2-ATre
bbtFjKvQ-xzgj,Homeimprovement,A,9000,8.94,0,0.23,ImoeuoF0-B4cF,bbtFjKvQ-xzgj,wQvofUEu-LCgp
yykWPIAJ-j7v7,Education,C,7200,14.79,0,0.17,rjAsGPji-Um5O,yykWPIAJ-j7v7,EIXR1d7Z-EaZL
LKsRGGwj-QW3S,Debtconsolidation,A,5000,7.66,0,0.17,0AYDMI7I-XmGq,LKsRGGwj-QW3S,raYC1kMS-RkKa
gT3etrDL-I83U,Education,E,10000,16.32,0,0.06,J1btoIMs-aeLY,gT3etrDL-I83U,Q4hghHoC-OcwI
qQKtAYzC-bMa7,Debtconsolidation,D,6000,14.96,1,0.08,r8JCFKjk-my4t,qQKtAYzC-bMa7,ZB100wzj-vohD
emMQhr2C-Unec,Personal,F,14725,19.41,0,0.07,H1iNdR9C-0z6L,emMQhr2C-Unec,qFYstgNQ-aTYX
AE3GiKvu-6arc,Debtconsolidation,A,10000,NULL,0,0.11,J7kM7Mov-Tv8P,AE3GiKvu-6arc,z21EsCxB-gbE4
8a3kMSBX-9OSk,Venture,F,25000,17.46,1,0.25,1MOsHXyM-4Kzh,8a3kMSBX-9OSk,7rKcUXMC-oxZX
xlN7U0dD-NzA4,Education,A,10000,NULL,0,0.12,PaggyMao-IAXF,xlN7U0dD-NzA4,x4bv6sKr-9c7r
bMXhHJt4-UYI4,Venture,A,5000,7.51,0,0.07,J2porJnf-klGc,bMXhHJt4-UYI4,lMMgk8or-rTj7
pcXrO4Sg-Qy0n,Debtconsolidation,C,17000,14.72,1,0.38,O97jQ6RM-sY9p,pcXrO4Sg-Qy0n,g3Ne1pBC-Bew2
HcR43bPN-raeh,Debtconsolidation,D,8400,16.77,1,0.26,Cyqwu1vZ-pM7D,HcR43bPN-raeh,8CsF1mrX-NLq0
lICivqYr-oheY,Homeimprovement,B,1450,9.76,0,0.02,ubvpZ0qJ-Eh1n,lICivqYr-oheY,lqKHGalP-WelB
6FNHJZXk-zMqR,,A,15000,12.73,0,0.12,zEOpHppC-Wt6B,6FNHJZXk-zMqR,YE9Wotuf-rIo1
HCOnqAfG-PWft,Medical,A,5625,6.99,0,0.06,WXpGxcsQ-4RjG,HCOnqAfG-PWft,F6aAMaIq-i2P9
WUKfk7JD-lqW7,Venture,A,6000,8.59,0,0.12,vCnMAgsK-SXYt,WUKfk7JD-lqW7,3w9t5k4z-AafS
rftihkpe-YL06,Personal,B,16000,11.49,1,0.44,2JwMLoTK-cCSD,rftihkpe-YL06,sF2hKZCB-WnKL
TH7TgJNT-4Ute,Venture,B,3675,NULL,0,0.08,4TCTldvw-Lnx7,TH7TgJNT-4Ute,jxlKjh9Z-PegI
tKDjfQxT-qMqU,Homeimprovement,B,7000,9.91,0,0.13,ic6g1Br4-NAnE,tKDjfQxT-qMqU,KCNxwLg3-3Rms
o4U3X4D0-0iJq,Medical,C,12000,14.65,0,0.13,6icIoPbX-Yn2Y,o4U3X4D0-0iJq,o68CpAf4-PaZh
tN4Adyro-o1ii,Homeimprovement,B,25000,11.58,0,0.28,e7uXCPQ4-9Uvh,tN4Adyro-o1ii,XQxaTXvx-07j5
knaxEvTZ-sjcr,Personal,A,6000,11.46,0,NULL,ml8IeiNg-GSs8,knaxEvTZ-sjcr,4dynkSfO-ogCm
2ORwDJg4-Cgmv,Debtconsolidation,F,13750,18.43,1,0.28,f5GqfWpu-P9MI,2ORwDJg4-Cgmv,Hkkt4TTa-hHi8
enIXygLW-iUTG,Education,B,5000,10.74,0,0.08,T9lfRi2k-FCuL,enIXygLW-iUTG,y9lj5bqp-wCu4
i5HFOpUe-tXuk,Education,B,14000,10.99,0,0.18,qqDw6fox-8Mst,i5HFOpUe-tXuk,ZeUP5aUO-TJ7k
Mn3QaC8I-ilNn,Homeimprovement,E,10000,15.45,1,0.2,LoFaXAou-i0zB,Mn3QaC8I-ilNn,BRL3HI85-Jy7U
xh58ftCM-eLsP,Venture,B,4000,10.99,0,0.11,UcansjcW-9nek,xh58ftCM-eLsP,H8z6RIjH-Jvz7
T3X69NA5-Nn46,Homeimprovement,B,16000,11.89,0,0.19,0IXeH294-6BJv,T3X69NA5-Nn46,pvClCbNh-Qe8O
Hv5AZqxE-CLGE,Education,B,12000,10.99,1,0.31,LwhI13sB-uaLS,Hv5AZqxE-CLGE,c1KQBvc5-lAuv
S1eznh5G-1lUb,Venture,C,8000,15.27,0,0.07,Y7L6u8xr-8KlT,S1eznh5G-1lUb,jG9dHm38-YkPY
BbTrXXii-MOxp,Medical,C,8000,12.73,0,0.16,bTjnA4G5-gt17,BbTrXXii-MOxp,TqLonHJO-kYbC
lOxuh4Hr-JmqS,Education,B,10000,11.49,0,0.12,Zks7XdT5-Thw8,lOxuh4Hr-JmqS,rruNF8wb-hgQQ
cCPUmtDB-tvvY,Personal,A,6000,7.9,0,0.2,oebebWeF-KaNF,cCPUmtDB-tvvY,WCRrMhT5-Ojj4
lqNKqlkt-KwNW,Personal,A,13500,7.51,0,0.23,6LFMoMsw-M6gn,lqNKqlkt-KwNW,uFX9K4fA-o5Bt
emr2SneM-HAPe,Education,A,12000,6.62,1,0.22,E7pFsMKl-z9Kw,emr2SneM-HAPe,aO4fJInY-SH2I
5sJRCdzz-QB9W,Personal,B,6000,10.62,0,0.05,zKC8Nlt6-uzp1,5sJRCdzz-QB9W,absjTWKg-Q9a9
BumW5pYj-hgly,Education,B,3000,10.99,0,0.11,Ozae59Rb-7jlX,BumW5pYj-hgly,wwvYLJZA-j2f0
lkdLskH8-zkyR,Homeimprovement,A,5000,7.29,0,0.09,TDPtg2gN-nitC,lkdLskH8-zkyR,K4AlMy8E-rauy
L1ZLwbad-vpjy,Venture,A,12000,5.99,0,0.23,uckINlmG-cI0M,L1ZLwbad-vpjy,NMUFyl1z-vsRR
J4hcc3Os-5LuQ,Venture,A,12000,NULL,0,0.07,MSrucDAw-4X7U,J4hcc3Os-5LuQ,ubl4puQG-pT0g
RzMs9qWI-Lx4Y,Medical,C,12000,NULL,0,0.16,WwbbmXqU-BSvY,RzMs9qWI-Lx4Y,mdOLkLTZ-b85Y
xzjjqMoT-yq9l,Debtconsolidation,A,3800,6.62,0,0.06,hRtgNqpK-dQMk,xzjjqMoT-yq9l,1oTk6YcT-GYmO
aeDRZcKt-xlqu,Education,A,17000,6.03,0,0.35,MhDkKBg2-azag,aeDRZcKt-xlqu,ZLkJDWwe-UDAG
jAwe97MN-Izw7,Education,A,14000,7.88,0,0.17,LUqEtuYn-gUYY,jAwe97MN-Izw7,uxorNF6l-dKsv
IjSaKA1Y-bRdJ,Personal,C,7500,11.66,0,0.13,8KeGO6EQ-UR0v,IjSaKA1Y-bRdJ,MGWzaKHZ-RIrp
DCZtS24n-PHql,Venture,B,10000,10.95,0,0.15,a1WeBHvc-m76g,DCZtS24n-PHql,ypzaKtT7-xbwg
6yMmFGB0-4wLl,Education,A,6000,8,0,0.13,E1yGYHic-YRja,6yMmFGB0-4wLl,mrP1heQn-mB2w
hHj6ZUga-lIfs,Medical,D,5400,15.21,1,0.09,BmtBcaur-5evK,hHj6ZUga-lIfs,Ntwe1lSc-mNH9
y6DWltlt-2BN4,Venture,C,5000,14.65,1,0.21,s9bcgNfR-vnf6,y6DWltlt-2BN4,mL21UkYp-0X9J
bQ65cHU9-ubWi,Debtconsolidation,C,10000,NULL,1,0.24,SZeU9Kgm-n4UU,bQ65cHU9-ubWi,lam9kQQQ-nB07
1MfoMjAh-wrPE,Debtconsolidation,A,3600,7.51,0,0.04,wgZtBixt-8hsp,1MfoMjAh-wrPE,91CYao2B-RF3M
bs29RWxE-iEiI,Medical,B,1000,12.42,0,0.03,Fqi8Fd3e-dyMr,bs29RWxE-iEiI,6vzgktEa-TcC5
m6giyUGm-nAte,Medical,F,5000,18.43,1,0.25,NkSH4Tei-2wAR,m6giyUGm-nAte,OrHor0eG-5jJs
JSWwLIbM-t0qB,Debtconsolidation,B,35000,12.69,0,0.25,t0p5ph8e-4xFA,JSWwLIbM-t0qB,O80zTzyR-UKKR
NFlmBvd6-68Ik,Education,D,9000,14.59,0,0.14,kcLibJwZ-dQRm,NFlmBvd6-68Ik,xgns1JOI-j6qG
guhnRlob-2TxT,Debtconsolidation,A,9600,6.92,0,0.06,KFgcJxW0-nAKa,guhnRlob-2TxT,Fbqk7iyI-SMB2
tvzfcArA-Ikkk,Medical,C,7000,7.88,0,0.11,IZ2J26wO-xOZg,tvzfcArA-Ikkk,ZSeqxGND-QPOv
3D9a6Kk8-AARH,Education,E,5000,16.32,0,0.03,IDUZp9By-w9KQ,3D9a6Kk8-AARH,QocRkve7-F3nR
Ic2DnXX0-8NLa,Education,C,6000,13.57,0,0.16,QmOf3ULk-oh43,Ic2DnXX0-8NLa,Tqm0UGi4-b1CD
i1gc6cEc-tlve,Debtconsolidation,A,10400,NULL,0,0.2,piqsviho-mISP,i1gc6cEc-tlve,U2DCHccw-Ltnu
K67IShQ7-uyCm,Personal,B,12500,11.11,0,0.3,wWvFnbkK-NXzS,K67IShQ7-uyCm,xweJ3Aw6-7kQS
TEpSRKZi-tjC0,Personal,A,25000,NULL,0,0.28,fy8tSuaE-2RIJ,TEpSRKZi-tjC0,4a7Kyh3Q-c9v7
gKA3APLJ-3NDZ,Education,A,10000,7.29,0,0.13,GBfY6kx3-EsNn,gKA3APLJ-3NDZ,MmlvwGi6-kqEJ
2u0ROmJG-hLCG,Education,D,13500,14.96,0,0.14,ydGLEabG-sgyR,2u0ROmJG-hLCG,0AaYCfij-Ns42
f2DvNzIt-vGWx,Personal,A,12000,7.29,1,0.33,rkEE6fL5-YeRh,f2DvNzIt-vGWx,elWHYxRj-DpYN
tkGvSr0z-UUoB,Medical,C,7000,13.23,0,0.15,qed6Cy7h-2qdS,tkGvSr0z-UUoB,RnEzOToa-rUxa
oPrSsW9K-khts,Medical,B,3000,10.14,0,0.06,Mjvd94OY-X7qF,oPrSsW9K-khts,rcm6PBNW-LJ9j
SUyJ8SPN-JLpr,Debtconsolidation,A,3600,5.42,0,0.06,ZXWekUe8-227a,SUyJ8SPN-JLpr,JvOeEyDK-6fG5
9r5x3TZ5-Ncgn,Venture,A,7000,7.49,0,0.09,1oaTsthG-whDm,9r5x3TZ5-Ncgn,EQhF9kP7-oHa4
9uaorwjb-aUR3,Education,A,8000,7.49,0,0.08,rYlS88vs-5L0t,9uaorwjb-aUR3,2NdBEZyK-IKm8
cTdSANTh-glr6,Personal,A,6000,7.49,0,0.04,o4EjOcm3-8WXy,cTdSANTh-glr6,n89L6MBr-9Scn
mvTWklvp-XiB3,Education,C,4550,15.23,0,0.11,3hNtI8mY-SG6L,mvTWklvp-XiB3,ZLbgc3c1-HG4P
DIuq313r-09q1,Homeimprovement,B,10000,11.83,0,0.21,Wow72pfO-gnKn,DIuq313r-09q1,nkWZKoqb-cOl0
RxXvHrub-ldbO,Venture,A,7750,6.91,0,0.38,fXAezK2e-fO0r,RxXvHrub-ldbO,IJ43s0k6-Ue56
dWEL0Dpd-NRh9,Venture,B,12000,9.91,0,0.3,kjKumxln-4TQo,dWEL0Dpd-NRh9,snCMpEsh-HqPP
NuXkwZLB-pwWD,Personal,A,3000,7.05,0,0.07,uINh1ob7-BlgT,NuXkwZLB-pwWD,xGt8jxYm-wPnW
48O8Brde-aQxC,Education,C,9750,14.65,0,0.14,M2a1z6av-MzEi,48O8Brde-aQxC,kr16x6wU-xXyX
Lh799932-5OlU,Debtconsolidation,C,13000,15.96,0,0.17,MWItfl6H-fvdQ,Lh799932-5OlU,RHovGUbd-BXcf
qHTLfIU9-BceL,Venture,C,35000,NULL,1,0.51,KfctaeZN-cXt3,qHTLfIU9-BceL,QsiFiJGu-jOqT
NF1QguUn-zo2u,Education,A,5300,NULL,0,NULL,Opn7Croa-05WB,NF1QguUn-zo2u,4XlOpqU8-fQlR
tN4mdnj4-HWOB,Debtconsolidation,B,9625,10.74,0,0.08,9k8dfFNm-1cei,tN4mdnj4-HWOB,GXFn7dWN-fbxF
qxj8qE65-4uFN,Personal,B,12000,9.62,0,0.18,4dh3qs20-fN4d,qxj8qE65-4uFN,zRZrfYiA-TSnG
nuEPQc1p-1wGL,Medical,B,10000,10.59,0,0.1,dgsnGIye-EabE,nuEPQc1p-1wGL,7KrjvH5s-vQ3E
iddsLnoa-gjKs,Medical,B,2375,10,1,0.25,WDupyvOG-1SXZ,iddsLnoa-gjKs,5p7D4YjH-f4sD
s3sUMPke-4tIx,Homeimprovement,B,17600,10.62,0,0.25,8OCLP1Dv-khCs,s3sUMPke-4tIx,GLrLxdP3-QEWL
3gsc6fRw-GNHf,Medical,A,14400,6.99,0,0.16,R1eIWsrh-DcMg,3gsc6fRw-GNHf,zYSmLN8u-ApNG
12GRyfoK-N6KF,Personal,B,21850,12.42,0,0.44,CxFTs4MD-GxF1,12GRyfoK-N6KF,d4wPt3Hi-ahhD
6k0HldTC-bxpW,Personal,A,6250,7.49,0,0.18,Ge475RBL-tUyC,6k0HldTC-bxpW,wuInKR7Q-uoLP
nnvg63py-tZxc,Medical,B,5500,11.11,1,0.12,qqap403T-Tesx,nnvg63py-tZxc,bfMYLqKA-y8Dw
Ij18gBE4-1G56,Debtconsolidation,B,20000,11.11,0,0.17,WJagmios-2oIh,Ij18gBE4-1G56,1Ore98MT-fbqv
njs1dsvT-0fcf,Personal,B,6000,11.71,0,0.04,rP9FlRvf-IUwA,njs1dsvT-0fcf,CaqZ3qgu-rEdr
A9FCFMHc-HQkc,Debtconsolidation,D,10000,15.95,1,0.15,E2OcAuzp-dA2o,A9FCFMHc-HQkc,6ZTILaFz-4DGN
eHjOJOoL-HSfD,Medical,A,9600,7.29,0,0.11,awcCaEkJ-SmUx,eHjOJOoL-HSfD,KUzIpNJc-GM3m
D5w2Y5DW-dZ3C,Medical,A,5600,7.9,0,0.16,v9ppTEWK-REsD,D5w2Y5DW-dZ3C,8s1BNMd6-1ZbQ
GWqtzSNo-4j5m,Venture,B,9000,NULL,0,0.36,vIOM3PLc-8SAE,GWqtzSNo-4j5m,RYPCI9OQ-uQrW
c761KpPt-e2ng,Personal,B,8000,11.49,0,0.09,aHUdyajU-khaI,c761KpPt-e2ng,FPDWkkT7-pgja
3cymcf6E-Fjdh,Medical,C,8500,12.53,1,0.23,0YGyY19v-MNWm,3cymcf6E-Fjdh,bTOZcuMb-fLKO
MRPYqrrm-hNvO,Medical,A,3500,7.14,0,0.14,WEqdlh5R-tHTv,MRPYqrrm-hNvO,M9mNCA0E-UvZj
Q6dRZxAb-2say,Debtconsolidation,D,16000,14.54,1,0.26,T1d4tj1b-Htg3,Q6dRZxAb-2say,L5mXU1ft-OwMX
vYZ68M0C-3PAi,Debtconsolidation,B,14000,9.99,0,0.22,1e0YllUD-LUPT,vYZ68M0C-3PAi,dwx5d1ZA-8myY
WTi5geRz-9XMs,Medical,A,18500,7.51,1,0.18,a5qWAeq5-0Cn8,WTi5geRz-9XMs,ArWsGozr-m4WI
RRxCmnJv-5afD,Debtconsolidation,E,24000,19.69,1,0.41,QZpROr1u-h1Dt,RRxCmnJv-5afD,D2J1YGTP-RBKL
c6q9Di9D-qjaM,Debtconsolidation,B,6250,10.99,0,0.22,fWTaO4S5-BCHd,c6q9Di9D-qjaM,3SB5xtTW-fpbJ
FAtTI9lx-FggO,Medical,B,2000,NULL,0,0.05,rWBrqNPM-yzTa,FAtTI9lx-FggO,ou4S9Orx-LSgD
C4HLRnDC-Hyxz,Debtconsolidation,B,1400,10.59,0,0.03,Odhz23fY-vfNi,C4HLRnDC-Hyxz,BoCNn5Cw-Csyu
jHPCaxPc-A0AU,Venture,B,6000,11.86,0,0.07,qUxdSbtB-0sEt,jHPCaxPc-A0AU,TgzPgRcj-87nf
MWEDQChF-jhmf,Personal,A,9000,8.94,0,0.13,lAxqsTWn-1PZ6,MWEDQChF-jhmf,SpJilBE0-G2B3
il4LfTyn-hAvg,Venture,A,11500,NULL,0,0.17,hedNEZsP-yJB2,il4LfTyn-hAvg,qFWTQ4MY-dhU4
xoWhFQPD-OPBQ,Debtconsolidation,A,3000,7.51,0,0.05,iYsyGZ3Q-0TD5,xoWhFQPD-OPBQ,5rQ78nRf-HUSE
nN2i1OMm-DThK,Personal,C,2500,14.35,0,0.12,SZc9s1G1-3wf2,nN2i1OMm-DThK,hgelZXQ3-rY2b
Un4h7IPH-qchf,Medical,C,10000,12.87,0,0.22,FS8WpMJb-ta3M,Un4h7IPH-qchf,kHZnZcEr-jYCp
WsFPpH3Z-a5r6,Education,B,17000,8.7,0,0.3,8xB4zxru-qsNt,WsFPpH3Z-a5r6,3L89NQ6r-srWI
d3I4WE6o-JcRa,Venture,C,6500,14.35,0,0.15,Uu5kN0TS-7zWO,d3I4WE6o-JcRa,yEyd5SZc-S2dW
AKKhIW1Z-fBI8,Education,D,25000,14.84,0,0.4,1IJv5H2P-HOSA,AKKhIW1Z-fBI8,waseKIN7-7OZq
i8elX5h4-EFal,Education,C,6000,11.97,1,0.11,m7ioeCy0-gLrU,i8elX5h4-EFal,WkJtQoy2-IGF6
pHqsYLbP-h7IG,Education,C,3000,13.16,0,0.06,sxXeiHOP-ACzq,pHqsYLbP-h7IG,kGbJGqTB-1fQd
gg50Nfna-CaHa,Venture,A,4500,6.92,0,0.15,cAeogJKF-4pbT,gg50Nfna-CaHa,e2Jalvnn-LsFR
0KezeJyO-GHqd,Homeimprovement,D,5500,15.21,1,0.18,iZ44YSqG-j7CC,0KezeJyO-GHqd,Rib8WBoe-4in2
IfdlAXZ3-kPgx,Medical,B,14000,10.65,0,0.16,BksDLm8A-YBTH,IfdlAXZ3-kPgx,gkWRhQEb-UjnJ
8bnPHFqd-EUPv,Education,A,7500,6.91,1,0.36,1NPt8W4z-0gs8,8bnPHFqd-EUPv,8p41wAcZ-6RPy
xdKd73p1-4Ke4,Personal,B,3000,11.14,0,0.1,7OGfyYxn-S9OW,xdKd73p1-4Ke4,fGpv6m2G-EYz6
tmSUzhMZ-vBLu,Education,B,12000,NULL,0,0.13,WILmNznU-wOvZ,tmSUzhMZ-vBLu,sPE0cmFe-ctkb
X2rCr6XG-BkaP,Personal,A,8500,7.9,1,0.35,afyduNck-oQpG,X2rCr6XG-BkaP,RWKh54t6-TeUe
MmOoSn54-Gf8A,Personal,D,7500,14.84,0,0.17,QQEtd08c-WUw3,MmOoSn54-Gf8A,Ktbw9tp1-Ft7l
IGCXASi7-M6ax,Homeimprovement,B,6000,9.91,0,0.11,uBCXALCW-9olu,IGCXASi7-M6ax,haz4H4jk-S0v0
4zAKYp0Y-uHIS,Debtconsolidation,A,3000,NULL,0,0.06,IF0TeThl-2fzO,4zAKYp0Y-uHIS,IP5bwMSE-hpcN
cHC7iHM9-sk9u,Personal,D,15000,14.42,1,0.19,4ekzgUd7-8f4s,cHC7iHM9-sk9u,HxNmib4A-oEEr
2SYEWT3G-gj3X,Education,B,8000,11.49,0,0.2,qeHlgSc1-teKc,2SYEWT3G-gj3X,gFnR1nvz-DHiJ
