id_cliente,id_emprestimo,id_historico,tipo_imovel,motivo_emprestimo,grupo,idade,salario,tempo_trabalhando,valor_emprestimo,juros,emp_sal,tempo_cliente,INADIMPLENCIA,RISCO_INADIMPLENCIA
Qn6tEPLQ-qqO4,0nzn0QRk-m2Ww,O437RuYF-QKdq,alugado,saude,B,22,30000,0,12600,11.99,0.42,4,0.0,1
w2aRpjKb-CFFk,0eczOUWL-3RoA,URO2zFDg-Girr,alugado,quitar,D,27,36000,2,12000,14.09,0.33,10,1.0,1
1H053sDf-frW4,BUdpMBoy-5jZv,tm5a7nbG-oUxd,alugado,ensino,D,23,39000,1,6000,15.99,0.15,3,0.0,1
ZT5SlsHt-EpTN,W0ReToAs-1vv8,LGB2lrnI-aNWc,financiado,ensino,B,22,45000,1,3300,10.99,0.07,3,0.0,0
Y6eBIEbW-qY9I,0yujMc6U-EDXU,25I2wYMF-xXP0,proprio,pessoal,D,31,38000,1,13750,15.21,0.36,5,0.0,0
AJq6iu4q-f4DT,SjsLRL46-1Pt0,LRbTPOyw-43o0,alugado,ensino,B,22,56755,5,12000,10.99,0.21,2,0.0,0
ZLHyZ2sa-IcGp,pJ34Rmmj-gQrG,vhQx00pJ-Dhm8,financiado,saude,A,23,130992,6,6000,7.51,0.05,4,0.0,0
WWbNnPqB-N4XU,meS5sd0L-c6Ne,q7E4vaGY-LnyQ,proprio,reforma,A,25,42240,10,8000,6.62,0.19,4,0.0,0
wie3Liyc-878H,Ao94Ip5G-hXFb,fHqFDrET-t70C,alugado,quitar,D,31,30000,4,10000,14.42,0.33,9,0.0,1
YQSPRnMp-mlKs,tWeO8aS1-phFZ,H27xlEfQ-4BaU,alugado,pessoal,E,23,75000,3,23575,14.5,0.31,4,0.0,1
cTIgbHDa-uX4M,d4AtsaHR-Ht8j,lUQnMcrY-WBPq,financiado,saude,D,25,221850,9,25000,15.7,0.1,2,0.0,1
E5GlkUhO-JTXO,ZvnRLGLR-QiyA,12UWhT8t-v694,financiado,quitar,B,37,145000,0,21000,11.99,0.14,15,0.0,0
y19HwvHo-G6qt,PyfLTHCR-H7Jw,S92wL3IS-MR7S,financiado,ensino,A,25,33000,4,4400,8.0,0.13,3,0.0,0
2MAOUQzl-9xt3,RdJxOR3K-Pu3W,WyL4f0nG-0vsY,financiado,risco,D,22,103000,7,15000,15.99,0.15,2,1.0,0
DgPTT57k-NPqD,TRXBuCOm-LanS,sF45D5gI-BD5s,financiado,quitar,A,26,51996,8,18000,8.49,0.35,3,0.0,0
KX9nurGm-G1C5,9cpMlCU6-H6ie,nqJjNbwI-Oarb,financiado,ensino,E,25,59600,5,6000,16.45,0.1,4,0.0,1
YUNvS6o7-G0hl,buFzi7wG-cBOC,OM9sbMFS-Mlj9,financiado,pessoal,A,29,100000,5,10000,7.49,0.1,6,0.0,0
0T6PIW9F-mLbs,QP9K8JTc-tIzF,bwo1feLB-RXfx,alugado,saude,C,27,34000,7,7000,15.96,0.21,10,1.0,0
lfbMEJX7-73jd,X4lKa88s-nTqE,SSu4OzzH-PcrP,alugado,quitar,A,21,42000,5,8500,7.51,0.2,4,0.0,0
ynlqlrFk-4SOX,E1jWYTl5-7Atv,GOMLBQMo-nN3o,alugado,ensino,B,24,90000,2,11000,11.14,0.12,3,0.0,0
8bzOAsZe-NK7Z,D8Qxl7sf-Tndq,JnSdLx4D-0vYt,financiado,pessoal,C,31,29000,5,1500,12.29,0.05,6,0.0,0
j3rKAwwK-duzx,NoNbA3Ih-E5wn,xqYnSE1U-kxmh,alugado,pessoal,D,21,44000,6,10000,14.74,0.23,4,0.0,0
aWMz3joR-drQf,G8lDDGwZ-Frdf,gwfBem8o-4z2X,alugado,risco,C,22,35000,0,2000,12.99,0.06,2,1.0,0
Uq1wZoMr-GGMD,kSto3r9Y-G3dt,ozMNJLwk-F7Je,alugado,reforma,B,22,18000,1,7000,10.65,0.39,2,0.0,1
osNGNvAl-yuqk,aiP6SEFg-oQ6p,cMEF8NLw-A2Mi,alugado,pessoal,B,29,70000,0,4000,10.99,0.06,5,0.0,0
STpPOROv-OiaN,dpWj0BWB-npgt,5c5eM18Q-6JHS,alugado,quitar,B,34,45600,6,15000,11.48,0.33,9,0.0,1
6te9agvz-qrGj,WIPD3eps-egfQ,S1foYnlg-H6jD,alugado,ensino,A,31,30000,5,6000,8.49,0.2,7,0.0,0
dqe4LvOJ-5q0u,NyYc9IJt-mJ5y,4U8r0TFG-O5wn,alugado,saude,E,25,70550,6,10000,16.77,0.12,3,0.0,1
MlDDnIW4-csKU,ad3s5qDh-gJg5,ahtJgHrM-T0j4,alugado,ensino,A,35,36000,1,3000,5.42,0.08,5,0.0,0
eMMn44dI-1vH7,m2IlPCg3-odDw,0KoK1fvW-hSZo,alugado,pessoal,B,29,200000,14,16000,12.69,0.08,7,0.0,0
56CnLvfJ-fEO2,xGwSfGiT-orPU,ZwYhiK9H-bwQW,financiado,quitar,A,24,72000,2,6000,7.49,0.08,4,0.0,0
6FQuYOFi-CE5l,mXjJ1bD0-EUtd,dLY01qDB-2Wdp,financiado,saude,C,36,50000,2,16000,13.48,0.32,15,0.0,0
5NwQUzrw-aHgQ,wy1hLZiL-BBh2,UGoxoANd-H3l8,alugado,reforma,B,22,13200,0,2500,9.91,0.19,3,0.0,1
2DYBhjLz-rzYp,Nd1041IF-hIoH,FCm54ZbT-XIfG,alugado,saude,A,27,26400,2,2000,6.54,0.08,10,0.0,0
holAvgFg-4CD5,ptQxskzs-ZXYI,CrWnjg8I-8F3r,financiado,reforma,B,26,85000,10,11000,11.99,0.13,4,0.0,0
CCbU2SId-cCeW,STLfWaUP-Q8UJ,XENe8kyG-1ooJ,financiado,risco,B,22,48000,3,8000,12.53,0.17,4,0.0,0
h77OFQxP-Z4gR,IPAabAPN-elZY,pbkyIuuZ-2I8U,financiado,pessoal,B,23,56004,7,15000,11.26,0.27,2,0.0,1
599IKz8T-ReKs,5tJIZppS-e78K,5amljlOS-ffJ7,alugado,quitar,B,46,60000,12,11000,9.91,0.18,13,0.0,0
oAOmHUUg-BiAB,ZtkAcbcU-44TF,SdfMsEB3-Hhx3,financiado,quitar,C,29,32400,0,4000,12.98,0.12,6,1.0,0
1DNNPY2K-UCJ9,DOUnIDaz-TJQa,28Ix1u2Y-hZnk,financiado,risco,C,26,55000,10,2800,13.49,0.05,2,0.0,0
gcONsQkI-uKYT,9AhEzcYH-pemz,YL1nCxyt-8cGZ,alugado,saude,A,25,55000,0,3000,6.39,0.05,4,0.0,0
Ejximamm-Sjhx,mZKurHKe-uTLi,09Q6fXon-htZI,alugado,saude,B,33,28800,5,4000,9.88,0.14,5,0.0,0
ZhGOE9Kf-geO6,oQxAUb85-q9vL,RS0AYc5I-I60R,alugado,pessoal,A,24,38112,2,6800,7.68,0.18,3,0.0,0
K5Ud7Oy5-cKT2,9z8g7esA-9Nr0,dYZMg9YA-XPfM,alugado,reforma,C,34,93000,11,11000,12.53,0.12,10,1.0,0
bak23jbt-K2Fy,F4tWGpml-Ro6H,WxeJwyZ8-LaAX,alugado,quitar,A,23,60000,6,5000,6.99,0.08,3,0.0,0
CnI5yP3q-QOoG,sMqWjD4G-Pj9O,wCOfSTGT-LE0F,alugado,pessoal,A,21,64424,3,5000,6.03,0.08,4,0.0,0
N6qLj4Gp-FF1o,TvRj4mfA-zNSq,garH3Pe1-S0bN,alugado,ensino,A,27,25000,1,5600,7.9,0.22,8,0.0,0
D5Lp8F6X-7i0q,6sMc8GIT-Uzi7,5CFNnFDf-mAE1,alugado,ensino,B,23,40992,7,5000,10.99,0.12,2,0.0,0
efb439NG-ktkC,QrawyTww-ox3E,AOIvlJnH-otwK,alugado,risco,A,27,50100,11,6600,8.0,0.13,7,0.0,0
J97jsu3o-Ucyd,l7phFaAA-aBGS,CSNLAghW-1CiQ,financiado,saude,A,27,115000,2,1000,5.99,0.01,8,0.0,0
hPe9wEmG-LYrH,fpv3Nor3-s90O,MDzai06Y-3wME,alugado,ensino,C,22,54996,0,5000,12.54,0.09,3,1.0,0
tKIRSqCJ-TelG,L1fH0gwQ-WkqT,wxwYpsT1-0eJb,financiado,ensino,A,36,65000,3,6500,5.79,0.1,12,0.0,0
xgCl7xCv-8Sxf,9u6PmRu6-tF7l,e9FE3e2v-yFJU,alugado,reforma,A,26,75000,4,10000,6.17,0.13,4,0.0,0
FZrwNM7P-Cxz4,u1KoXPyQ-g3kp,Hv09H8SG-EpWS,proprio,reforma,A,28,27600,2,6000,8.9,0.22,8,0.0,0
2o48RU8R-Pwik,Be9oLfxM-qsoM,kj5ELyDl-5KDx,alugado,risco,B,25,60000,9,10000,9.91,0.17,3,0.0,0
KbYH0lXw-5Zb0,Maj165ul-skGh,JWQuP1A9-DmeM,alugado,ensino,B,23,50000,7,4800,10.37,0.1,3,0.0,0
U597woYv-PFFE,lKfm69iR-vxYt,O7Tu11tP-UiJ8,alugado,reforma,B,25,135000,6,7200,9.91,0.05,3,0.0,0
y5tN9Wsk-kShA,Nd9a7yOC-Q2Lv,qMqyr1D9-j5ur,financiado,saude,A,23,55000,7,8000,7.49,0.15,4,0.0,0
GXNXql0e-C0ry,Ftm4n26B-rcCW,11sOyt6e-xLLC,alugado,risco,B,27,50600,9,12000,9.91,0.24,7,0.0,0
8WfC0w98-KPHx,ZFphCUCi-g3fb,0pceoiK2-0BO6,proprio,ensino,A,23,34000,7,10950,7.29,0.32,2,0.0,0
1NPIX0rX-WNRH,W72bsmMT-dIx2,Xp65UY3A-BBIN,alugado,quitar,C,23,90000,0,20000,13.57,0.22,4,0.0,0
6sdpZFiA-rx4q,HrgmkFJF-QwZl,tpJ9037K-3GIL,alugado,ensino,B,23,30159,0,5000,11.12,0.17,2,0.0,0
6nY5PYPM-STKm,WNQdsutA-JW9T,QU8lGmPo-eWNb,proprio,ensino,D,27,50000,8,4500,14.61,0.09,6,0.0,0
6T7PDSF4-PEFI,cYbgIEuq-pCbM,rd9jRxlJ-PUYO,alugado,ensino,A,28,75000,4,6000,6.92,0.08,6,0.0,0
lcCcAjev-IgC4,gwrPu4MG-z3pH,3fhHS96A-u0KK,proprio,saude,D,29,45000,0,10000,17.58,0.22,6,1.0,0
uFYdh9Zw-riPD,ZP24icOv-pzD3,cabK56Lv-9irw,alugado,risco,B,23,60000,4,15000,11.83,0.25,3,0.0,0
PcgLiDX9-MKO1,DWtRSk5p-MGll,bo4poE0A-Uh23,financiado,risco,A,30,144000,2,6000,6.91,0.04,6,0.0,0
8TKwFB53-9Eky,jXccqaw9-jQ33,NlsFnSLp-B3dk,alugado,saude,A,24,60000,5,12000,9.63,0.2,2,0.0,0
6OhvN063-oBPp,KTPFLP1M-fNqq,RkgBz4qt-l7vQ,financiado,reforma,B,26,226000,4,20000,11.49,0.09,4,0.0,0
n0MOK4Ai-zA66,4JstsrLD-DEde,vIAqwl44-yNXl,alugado,quitar,B,27,170000,3,12075,12.42,0.07,9,0.0,0
zwp8MdAM-hYyh,idwA6dQ5-Hww5,mKc1HiaN-9g7P,alugado,risco,A,25,42000,0,3500,5.42,0.08,4,0.0,0
aNHk8MRj-aDch,qGaQETox-YJ8D,vH0T8ekj-J4XT,financiado,pessoal,A,40,125000,3,10200,7.49,0.08,13,0.0,0
J8c51rkw-HhRn,XB66eb77-wNlZ,0SdOtu6O-5cpN,alugado,saude,B,21,30028,5,7500,10.75,0.25,4,0.0,0
eMExs5CR-9IJF,D9UxftAZ-HGmJ,bBg26y5I-AFlT,alugado,risco,C,24,33996,1,7000,13.16,0.21,4,0.0,1
jQdQWzjj-gbwd,fRduJCI9-HY6C,PCYRzGC7-uPxs,alugado,ensino,F,22,73700,3,8800,18.21,0.12,3,1.0,0
M8qn2N8N-63Zt,H8K41ETo-B9gY,H8tefrkX-mUB8,alugado,reforma,E,29,150000,9,15000,16.32,0.1,5,1.0,0
ywZ41Y1K-UvHn,q8PeqIlC-tQJZ,AjHwiqrz-zZbD,alugado,ensino,D,23,65074,0,6000,14.42,0.09,3,1.0,1
diOTQDRY-m6Jc,15J8E5gW-PUNR,PRnK3Bl6-b4ci,financiado,reforma,A,28,75000,3,15000,8.9,0.2,9,0.0,0
YjTzcLKe-KwWq,Ypzfd2lx-cEzl,DQtwv9Pt-BoUF,financiado,reforma,A,32,140000,0,18000,6.17,0.13,5,0.0,0
toPmYF5M-ea3i,a0Xo6sig-3JB2,uHN9Kp0t-xTZF,financiado,risco,A,28,55000,4,20000,6.62,0.36,6,0.0,0
UO86gvQN-qbdb,rtCRwsNk-HhtZ,ZNJFbxN9-abfX,alugado,saude,A,24,84000,1,12000,6.91,0.14,2,0.0,0
zfhcWhg9-YOBw,cY0FWfrT-Trxn,boEnazHy-HDGB,alugado,saude,B,26,71000,0,11600,10.99,0.16,2,0.0,0
jK1zq3L6-iUjS,9CtTUi1P-qISb,JLwbk8sA-juGA,proprio,pessoal,A,33,135000,0,6275,6.91,0.05,7,0.0,0
G3rvRYSF-OaUp,cDzCnbrJ-Ibae,hilETOvL-rNDh,alugado,reforma,A,28,51000,3,10000,6.92,0.2,8,0.0,0
8vTC618f-5yzi,mWnyi3Bn-YbLq,NWpglqFG-hOrH,proprio,saude,A,22,32000,2,3000,6.99,0.09,4,0.0,0
aCtlo1Qq-x5Zm,oYaMy7NR-5ZbG,ESUQ3c2l-tK5M,alugado,risco,C,23,56000,7,4000,15.23,0.07,4,1.0,0
EEbgaqpZ-9WHu,pRvT79GO-HjYf,JaOqM7ud-L4K8,alugado,pessoal,A,23,39520,8,11000,5.42,0.28,2,0.0,0
YzGanFDn-7UU5,cHB5BXEl-ivF4,jFHSj6MN-YFEn,alugado,pessoal,D,29,103000,0,7500,16.77,0.07,7,1.0,1
vweeusyz-Hutg,uxWHghu0-SHCD,YbXFbENj-fiAh,alugado,quitar,C,32,40000,1,9600,13.48,0.24,5,1.0,0
RbgJQGpt-QBfb,mmMwqgnx-0MXk,mcxDFpbs-vZFI,alugado,saude,E,22,34560,2,1200,19.29,0.03,4,0.0,1
UKugP9b4-bxk3,86zTCgLe-rDRM,lES4fgEy-QIc7,alugado,quitar,C,23,40000,4,10000,12.84,0.25,4,0.0,0
XycJKRvG-vYag,ugyzg5t5-5JAu,Dmnldz7j-EDuW,alugado,pessoal,E,28,29004,0,4000,16.45,0.14,10,0.0,1
2yA9Fdkq-2Dda,4ayi93kc-fUD4,zG0jtg81-NRWv,financiado,ensino,A,26,44000,6,10000,5.42,0.23,4,0.0,1
QHJnlYLc-oZIK,UHXk0PRZ-mCYF,24sNP7QX-x88A,financiado,reforma,A,25,60000,9,6500,5.79,0.11,4,0.0,0
Yjt4H72T-xDAY,fD3564jW-pTKs,gPFZUUH8-n9tj,alugado,ensino,B,25,70000,0,12000,11.99,0.17,2,0.0,0
MIxneXaj-Kbl6,AdSA8MmF-XvKS,8OaCO6vE-mKkB,alugado,ensino,C,24,56000,2,18000,13.48,0.32,3,0.0,1
RcpqvcKX-Cuum,WCo2nblw-8Pmb,mTm7q4JG-S4SY,alugado,pessoal,A,24,46000,0,4800,8.9,0.1,2,0.0,0
j768MTf9-1dco,1PhyAyme-8MkA,mKoH0Agz-P7i0,alugado,pessoal,E,38,17600,0,4000,16.0,0.23,11,0.0,1
0IBHY6Xq-cW9J,3gLLnu7J-3OgK,zbPPt3Mc-Adky,financiado,reforma,C,38,30000,8,10000,11.22,0.33,14,1.0,0
beou9dZz-R00a,yhyPWqP1-QDdO,TcHAY8a1-T6Kt,alugado,quitar,A,32,25000,0,3600,8.94,0.14,8,0.0,0
IPqik4jT-7qlM,WYSXM92s-kdMf,Q1YrwbZk-mRim,financiado,reforma,D,26,51500,3,9600,15.21,0.19,4,1.0,0
F1xctR79-4bPW,YWK97SRo-AkX9,lrl5xgSf-ERPA,alugado,risco,E,23,20000,0,3200,16.0,0.16,2,0.0,1
fubfxUxz-7mtx,xmq9ajgr-FJyX,PZWWhZ69-K3zK,alugado,reforma,B,37,63000,6,5000,10.2,0.08,16,0.0,0
kjdyUWww-3O8L,mlCGfqaN-JwyI,19lJKMPc-ylAh,financiado,saude,A,29,39000,6,7100,8.32,0.18,5,0.0,0
UutQoMzH-rY2p,ioUNKQ76-PJL6,DFhJICO3-jrgE,financiado,risco,A,22,33600,6,5000,7.14,0.15,3,0.0,0
K81ZNHpp-UY6P,pr2BE8gT-IdbL,nUqvlo0A-hLdn,financiado,pessoal,C,22,44004,0,6300,12.29,0.14,3,1.0,0
g6gfeARE-fHMk,ESCmEfeC-0h7W,285yN7JD-Ik1Y,alugado,ensino,B,35,130000,17,12000,10.75,0.09,6,0.0,0
ssUjhjAU-ZEpM,SZG6n6LZ-uX9a,0bR5uOoL-g95Z,financiado,risco,A,27,33000,6,12000,7.51,0.36,7,0.0,0
bA8WK9hb-KUhz,QG88nhwL-986E,tEGJC5Oz-MHuc,alugado,quitar,C,23,49270,7,17500,13.85,0.36,4,0.0,1
vioYoPJS-qMUw,il80rCJn-DTAY,PtoZvbCI-PGja,alugado,quitar,A,35,32000,4,14500,6.17,0.45,5,0.0,1
W0hPRXyM-0TuX,p2hs4qcT-6BJE,0ZqUPxB2-xD7q,alugado,risco,C,24,35000,3,8400,12.87,0.24,4,1.0,0
ApXxEe3l-Xtes,qe3ENUaN-d36i,bBxdAMwY-Hu6t,alugado,quitar,C,23,34000,5,12000,12.84,0.35,4,0.0,1
cW25x3z7-eFRr,RR0a3sRi-urf2,Tr55HWaf-0sui,alugado,ensino,A,22,60000,1,6850,7.14,0.11,2,0.0,0
IhfhMcfQ-PT0Y,SDYvhCQC-L7hw,2RMXzgA4-Evj3,alugado,pessoal,B,31,36000,3,10000,10.65,0.28,5,0.0,0
aAubQioK-ZSTK,armH4Pim-ApM0,7xQYsAl3-1cET,alugado,reforma,A,24,100000,5,12000,7.9,0.12,2,0.0,0
ofQJS9g5-ha4J,cznEJaBH-qBY0,H5ZK2ZFr-6y5L,alugado,ensino,A,24,75000,0,12000,6.62,0.16,3,0.0,0
5asn2XfO-jrM7,EMza0lL0-Slv8,QiFwJoQ3-wGhJ,financiado,risco,C,25,75000,9,5000,13.79,0.07,4,1.0,0
1dM8xRAR-kSXx,nt1srfks-PLTQ,FjFGF7WN-79ef,financiado,ensino,A,27,85000,11,12000,6.62,0.14,10,0.0,0
a81iHzX4-56GG,o6yjp1qT-cmi6,FZunzTlq-Ithj,financiado,pessoal,B,23,168000,6,15750,10.75,0.09,2,0.0,0
QuiPAlrI-vrOq,3o8jzpKM-2sb8,HJgXHxgq-b30z,financiado,risco,A,34,65200,13,8000,6.92,0.12,7,0.0,0
MQz9iZRy-Pkdm,SaL4X07B-0qxg,WBdE2ZGo-mufB,financiado,reforma,D,27,116000,4,25000,13.36,0.22,7,1.0,1
Mk0yPSGn-wdbZ,vwQIIw8E-NNPl,Fu2quze2-PA9f,alugado,pessoal,B,31,72000,6,21000,11.99,0.29,6,0.0,1
wc3CyOCP-eR40,kAPaHDue-GoxY,f50FFH3q-8AyZ,alugado,risco,C,23,69996,7,5600,13.11,0.08,2,1.0,0
Ce9zwKP1-m9Kr,qIMGrEq1-1Fur,ox6KghtD-gt5Y,financiado,quitar,A,27,45600,3,1450,8.49,0.03,9,0.0,0
B0SKDK0C-3G4k,s0GwBXFU-PPl8,4rHPlrNy-uQO6,alugado,quitar,A,35,37000,5,14000,7.88,0.38,8,0.0,1
GfNhEsG5-S4I7,Cg0HtPrC-Smpy,xLlIIDii-d9pB,alugado,quitar,D,26,44000,4,11000,15.31,0.25,2,0.0,1
suYQ6NU7-9mz7,LQOmStzU-IUKv,YJxjQSOF-WuTK,alugado,ensino,D,23,55000,4,25000,15.65,0.45,3,1.0,1
4UuOpd05-ogtN,pINqJzEJ-KBw0,c5ZkW8Ar-gIRO,alugado,quitar,B,29,27048,5,3500,11.99,0.13,7,0.0,0
GBfY6kx3-EsNn,gKA3APLJ-3NDZ,MmlvwGi6-kqEJ,financiado,ensino,A,35,75000,9,10000,7.29,0.13,9,0.0,0
H6JGffYb-JgNt,nS4tYFIX-z08f,4ZLHG7Je-xqF6,alugado,ensino,B,36,33600,3,12000,11.36,0.36,13,0.0,1
hgXKIb8B-aIi0,QiRU0nfF-AEa9,KXnSDGzx-shWr,financiado,quitar,A,26,50000,3,8000,6.62,0.16,4,0.0,0
Uw6KUpDu-Nqot,mOrJlwWZ-fC6m,DYdjN3nQ-kLdq,alugado,saude,B,25,40000,6,10000,10.0,0.25,4,0.0,0
atbwXEE3-SIba,INJuoZzu-pkrI,W9BETi1y-T9MG,financiado,quitar,B,29,193086,3,11125,10.59,0.06,6,0.0,0
XRi7mZkz-FYuw,cd6CiQlL-o3hW,gTOP6BEQ-mURQ,alugado,ensino,B,36,84996,2,25000,11.86,0.29,11,0.0,0
BhZCh61N-MS0R,3xdbCwFj-em0m,RCkSBW4D-3QEZ,alugado,risco,B,31,35000,1,4000,10.65,0.11,5,0.0,0
FUfCI13E-WdCu,y7izPF9K-viIM,xil5NNn8-Ctct,financiado,saude,A,23,66996,7,10000,9.32,0.15,3,0.0,0
AtNusT4q-nac2,dwb3MpRt-oRYM,4iwk4ANU-blUX,financiado,saude,A,22,65004,6,5500,6.03,0.08,2,0.0,0
GjMHKQzN-HMfb,xASU9xcC-PJRy,j7tXizmW-yrt4,alugado,reforma,B,24,70000,1,18000,9.88,0.26,2,0.0,0
1sORjg4w-YHMI,EH32Y7wE-LNM5,NqPZHDZG-7U2B,alugado,saude,B,28,55000,2,3900,11.99,0.07,10,0.0,0
S31GaJX2-NeLb,stBNYEnk-2HuE,bC0rKab9-ddO8,financiado,quitar,C,29,130000,7,18000,13.22,0.14,8,1.0,0
SdrbDlJ3-juLu,po8e0zvP-1iCr,8eRUyqd8-Ly1G,financiado,quitar,B,28,60000,6,15000,11.99,0.25,6,0.0,0
BNiIxtdv-g0Ki,RN8oaJ1b-K1K2,EQcXEPqj-LdSJ,proprio,reforma,A,24,53000,3,9800,7.51,0.18,4,0.0,0
iCBZlZms-2rHt,fnzZgoTu-DHLk,rrhWHbd9-RH4s,alugado,ensino,C,33,55000,3,6000,13.35,0.11,5,1.0,0
rXNq8wtX-F6CM,N6iAitQB-97oy,cQQWy2Zz-dUbe,financiado,ensino,B,27,106000,11,4000,11.71,0.04,8,0.0,0
DFMhTyl2-zuob,hACqX5AQ-4KMh,dRi1aosi-jimA,financiado,reforma,C,33,43000,4,10000,13.35,0.23,10,1.0,0
oIXFoFUb-vI0t,1XefZGeT-AFDp,SEStr493-eBAw,proprio,saude,C,23,58000,4,6400,13.48,0.11,3,1.0,0
K0jcWzUK-7pfe,RmaGclD9-oF1o,dPoqdxXm-gfAI,financiado,quitar,A,27,72000,3,15000,5.42,0.21,5,0.0,0
mbxeYjED-qMSl,OSgqo1jY-f620,JD2Q9ltF-OmXz,alugado,pessoal,C,22,41196,6,6800,11.59,0.17,2,1.0,0
lbUOf0kK-zU57,6Qp79QnD-xBZD,ONumajzD-0W3d,alugado,saude,A,23,65000,0,15000,7.88,0.23,3,0.0,0
5deB5DeT-OKAp,vwZi6gb8-h0ve,s2fQ68Mw-HuT3,alugado,quitar,B,33,54000,15,10000,10.99,0.19,8,0.0,0
BkwG4v3H-syPJ,1NBqE8er-TFyL,wQz1Tehh-oBtB,proprio,saude,B,23,22300,1,7500,11.12,0.34,4,0.0,0
e71wTIPj-vgEB,dzwLmgxR-c549,qJx4CrxQ-J8rh,alugado,pessoal,C,41,58000,16,7500,11.03,0.13,16,1.0,0
hMsJq6Nr-GZQj,uSIARNh6-9mIW,rUCebfmp-D8DW,alugado,saude,D,32,76500,12,10000,13.24,0.11,9,1.0,1
3YxLO4tP-bBmu,Hl4xsJ70-v1ZL,OJIzP6FY-iFpL,alugado,reforma,D,27,69996,3,10800,14.91,0.15,6,0.0,0
CsrwlL5i-kRLQ,mrItYthx-mfYs,tDSFSyQL-7QdH,financiado,quitar,A,25,77000,9,3000,7.49,0.04,4,0.0,0
cEjbZaRO-oiW9,MOKcAEjr-OFIP,molmRgFr-3NBJ,financiado,pessoal,A,31,68000,15,13600,7.88,0.2,9,0.0,0
PirpzsTk-l3k5,CanYJiBo-fwh9,c7EWcU1A-D3oB,alugado,reforma,B,21,44004,2,7000,11.46,0.16,2,0.0,1
7sHqQ43a-fblI,SNFPz7up-hTxP,JHbJbdcI-gEL3,alugado,quitar,A,36,100000,14,5000,7.66,0.05,11,0.0,0
IkLfOAsN-7aLs,DX2CbLdW-ZGAe,ZxTaW5XR-7AzU,alugado,ensino,A,25,42000,2,3150,5.79,0.07,4,0.0,0
pGEitIhB-FFhj,9ftPQv3W-XJjZ,rvzwmPyi-UdF9,alugado,saude,A,24,32000,1,12000,7.29,0.38,2,0.0,1
QAwpKaiy-Ug12,RkD3YFuc-FpGu,UqSCEL8J-r6Sv,alugado,quitar,A,28,25000,0,3000,5.42,0.12,6,0.0,0
YNLmu30t-vfSN,XrF9RSPt-iN1F,paxJuUNM-XNUq,financiado,ensino,A,30,120000,15,11000,6.03,0.09,5,0.0,0
KDMgDRRc-4lI8,pup4FxGI-BH6P,SeCR8OZG-JchQ,alugado,saude,B,22,24500,3,4800,10.65,0.2,2,0.0,0
OAsTH6oq-Lm5F,GPbBRu04-agFk,9nf6LdTm-edlH,financiado,risco,A,26,45000,6,5000,6.99,0.11,2,0.0,0
w8RzXCz7-nckH,jyi6vw9K-HH5r,qJuIbBgY-vFKZ,alugado,ensino,A,28,42996,4,3000,7.68,0.07,6,0.0,0
WBjZHLin-mxl5,SyUoCGMQ-CGKm,csrA4Sxa-BOXP,financiado,risco,A,33,75000,6,6000,7.51,0.08,5,0.0,0
ZbPUrAa2-zRYn,PPHll27k-Uzzd,zfgEMGU4-4c4B,alugado,quitar,B,28,64000,1,18000,11.58,0.28,6,0.0,1
s5XZSlFN-ApIF,I1c4yNF4-mTBy,WINmaO3Y-4tnT,financiado,ensino,A,26,73000,10,10625,6.03,0.15,4,0.0,0
02gjGL3N-jyLr,ybY2QACb-DbsB,0AvQtU25-8oDI,alugado,pessoal,C,31,30000,5,6000,13.23,0.2,5,0.0,0
hrfdRHkj-jli6,pvKmta9B-0Clt,0f1oUnU4-FXGJ,alugado,saude,C,39,42000,4,6500,13.99,0.15,14,1.0,0
B7x0O7lG-KYWH,OaDbgjk5-KONo,4Xa6gScX-7Sj7,financiado,reforma,A,38,55550,1,22500,7.49,0.41,12,0.0,0
QkNMgKz8-C6Xh,y06rgmAs-KaOk,Eq0cyof8-n9ED,financiado,quitar,B,35,63600,5,4800,12.42,0.08,6,0.0,1
SM7mRznr-9TuH,wm2XDbNJ-ihqO,tSOI0I1S-t0Yj,alugado,saude,C,30,33736,5,13600,13.57,0.4,9,1.0,1
a2ixGEy8-ZMXw,aZiOed5G-xaUI,iaJGmvqE-Zpb4,financiado,quitar,B,23,40000,2,2000,10.99,0.05,4,0.0,0
iCCYXS2Q-32Ck,TjGPcAlN-hKEl,nBMB6pec-1EJf,financiado,risco,B,27,150000,11,8000,12.21,0.05,5,0.0,0
XZo1rW69-Oaul,GrQEHU21-28EQ,89PM0OKN-3GM9,financiado,reforma,C,27,148000,1,28000,12.99,0.19,6,1.0,1
QWvUCH7U-78dG,HLEv055N-CAoN,ln7K83MP-SNi6,alugado,quitar,D,26,48996,8,2500,14.59,0.05,2,0.0,1
gYxgjHsM-vLRi,FXhKSjBi-n7NF,P5kqtNl4-Q4AU,alugado,quitar,A,38,64777,5,8500,7.51,0.13,13,0.0,0
v34LnHUs-by6s,edkP84oF-9PIA,TDJ9nLRz-1m1X,alugado,ensino,B,30,72000,2,23000,12.18,0.32,6,0.0,1
7QhxfaMJ-s7IU,yHFSdpHZ-Mus4,M1PZnsBJ-eWkR,alugado,saude,B,22,32000,0,2400,11.99,0.07,3,0.0,0
