person_id,person_age,person_income,person_home_ownership,person_emp_length,person_id,loan_id,cb_id
pnNPL24Z-GxPQ,22,40000,Rent,2,pnNPL24Z-GxPQ,GcEBx4u0-3yDO,7sffy7pA-GC6a
TAS04XM6-yWTf,29,35000,Rent,12,TAS04XM6-yWTf,ggxx2WgX-tzuL,zxniYAQ5-vowi
yTkHAUU3-icTq,23,45000,Rent,4,yTkHAUU3-icTq,xIvAmuui-kxTI,9MLpOmOL-0rAh
54DKPDRv-5qBX,23,20664,Rent,4,54DKPDRv-5qBX,rLxGQ6dl-834h,1DZicLp2-ATre
zeQcKQvU-0mSK,36,68848,Rent,5,zeQcKQvU-0mSK,hH8p8ed4-SrGD,Hg7CQxka-CPX8
P2nyUngi-F1PT,23,51000,Mortgage,7,P2nyUngi-F1PT,BdNGntCr-qvL7,O2BxjQKr-9aAu
KdKcOfBc-Lxpz,23,53000,Mortgage,6,KdKcOfBc-Lxpz,Wf2SOTnN-FDXt,C5HT5pY1-zxBl
gpOJE30Q-Acwi,33,60000,Mortgage,2,gpOJE30Q-Acwi,QBzkvNpg-mJl1,azes2cda-ub9P
zjDWr4eY-zzW7,28,35004,Rent,2,zjDWr4eY-zzW7,8BRvX4kj-xzpK,wpfJukvj-ZQcQ
UoexlniI-LdCI,21,71232,Rent,5,UoexlniI-LdCI,CrJnOLjs-hLCF,IddCkj5H-RWXq
RGw8LpkX-g4Oo,24,42000,Mortgage,3,RGw8LpkX-g4Oo,yARg2cMX-DFc8,ll3dZrhI-Y20c
9NYbydDU-EDOW,23,30000,Mortgage,3,9NYbydDU-EDOW,g1PPWuWA-FFR8,cFKDZFdI-Cdol
SiXQbMtx-Uk2c,24,108000,Mortgage,1,SiXQbMtx-Uk2c,5jWoCg8p-kJzr,JRY62NuY-so8l
3NftGASv-LHFH,36,55000,Own,6,3NftGASv-LHFH,lg37xYTq-1gXr,WKgsGhA6-jRHY
4D84DWwp-3lyZ,22,43200,Own,6,4D84DWwp-3lyZ,4XDCBpkk-ckEF,kQRvu2ha-68H5
holAvgFg-4CD5,26,85000,Mortgage,10,holAvgFg-4CD5,ptQxskzs-ZXYI,CrWnjg8I-8F3r
2ksUhCCf-615j,24,48000,Own,8,2ksUhCCf-615j,hkcewIQd-B0YK,deQOXCfE-hbyi
i6WD0EJx-0tsP,37,110000,Rent,12,i6WD0EJx-0tsP,s2Ie2wR1-ttiQ,6Dfyc2AU-IpfN
sIO1yO18-p4C1,42,55308,Own,8,sIO1yO18-p4C1,C940475L-zWeH,wpsBJBm4-HK4y
tgqDm8dC-dirP,38,22000,,2,tgqDm8dC-dirP,9kbfXZw4-Zpu8,0Fn8LtfN-jgvy
KGxRBYrC-MEqh,30,60000,Mortgage,14,KGxRBYrC-MEqh,cSMYfHj2-Tady,kqSUfDYk-TqSk
krrxJbN8-bnjb,25,33000,Rent,3,krrxJbN8-bnjb,d1c6xP4m-q0Px,8ThRyHJe-7KOg
9isSw4wP-Iv6f,21,33000,Own,NULL,9isSw4wP-Iv6f,HMQqB8Av-F3Qg,zuqrOr00-fwu4
8FIjI8t8-leTY,25,39000,Rent,3,8FIjI8t8-leTY,ROaZt9j1-LRLe,kd14OJWh-JF3N
OOL6hHyd-ALzq,23,54000,Rent,7,OOL6hHyd-ALzq,0goe9syS-oZ2H,TWlH4f0L-jnm0
GgwfeF3I-6fNi,26,37000,Rent,0,GgwfeF3I-6fNi,tO05MvFa-8phP,512TteZI-jpiW
UiQNTnYf-Errq,25,200000,Mortgage,9,UiQNTnYf-Errq,yzeXD62N-4DPI,st0Fxnt5-vru9
7xRo3WlC-L27x,29,22080,Own,3,7xRo3WlC-L27x,6TW5ODMJ-Ntxr,jekhEpz3-Rqpr
YsybLsW3-3FIo,31,30000,Rent,1,YsybLsW3-3FIo,NPIrKbD5-uxit,p0UtKQJI-n3IH
DU8EPHz3-9Xz4,27,183000,Rent,12,DU8EPHz3-9Xz4,qm7WGzJ1-XBQe,781Nqf3b-JDbP
XA3iDwqk-vRFG,31,68000,Own,8,XA3iDwqk-vRFG,C25KEtSy-SK9l,IrCaSzOw-8hQ2
HAxxbnvs-n4PH,30,50000,Own,4,HAxxbnvs-n4PH,HXEBklu1-xHfP,84sI9w31-hH8Y
ANU4aRqh-mveW,34,62000,Rent,1,ANU4aRqh-mveW,6mI3GKr8-waPi,KZE6H8wX-aeqY
kJniPOUI-yrs2,31,14400,Rent,0,kJniPOUI-yrs2,9aqOo9Kk-xSsZ,OrQzj1Z9-NylX
Ap06X6jH-PvKx,21,48000,Rent,5,Ap06X6jH-PvKx,FW5eQB5l-27Jb,C2JYH8Xj-Yxqv
yqR4vYfF-k8B1,24,55000,Mortgage,8,yqR4vYfF-k8B1,9xQKOhnz-LrpZ,JoCZcfDw-wRPD
S3Tfjf03-rET4,30,110000,Mortgage,8,S3Tfjf03-rET4,2Cp3ZADa-wkv3,3L8w3a97-YRo9
uP5yauM7-PJxx,35,76000,Mortgage,6,uP5yauM7-PJxx,jAblaG0M-ux8J,wl6OXlh4-OYet
LDec0YXt-ddS1,36,52000,Own,8,LDec0YXt-ddS1,rYD6oZaP-9GT9,wWqIuTd5-DwaA
wwoeWoU4-Io1i,30,NULL,Mortgage,2,wwoeWoU4-Io1i,Zpe7RfrR-yID1,8L80Wmfm-ZED5
uoPpQnd9-x8zI,30,52000,Mortgage,7,uoPpQnd9-x8zI,hT7dZRPa-lapU,hzsktGTZ-UfP2
NgLXheCh-hsA2,26,78000,Rent,0,NgLXheCh-hsA2,OquIau5Q-CWNT,pi6ZXI1z-wmwd
kjz4LrfG-sGoh,28,56000,Mortgage,5,kjz4LrfG-sGoh,QcO3FZZR-c75g,CBkYkQ6M-ZeRJ
zFC7uZFj-lj1a,26,65000,Mortgage,10,zFC7uZFj-lj1a,ETBUk2Eu-XfHy,dcKsLxIG-0Jzo
dEScL0mM-LpFJ,22,30000,Rent,1,dEScL0mM-LpFJ,D3hH3QIL-2oTE,Fls8iuoF-xCPu
ssncDcdq-ju0g,43,145000,,1,ssncDcdq-ju0g,MDcwdTcF-8m7K,upoO35Sd-cF7U
6MDRZWKk-ZHWy,23,86670,Mortgage,4,6MDRZWKk-ZHWy,3OwGINEv-JFbH,15fUzdlQ-lD10
GiCc6xIw-DWSI,24,39000,Rent,2,GiCc6xIw-DWSI,UNGjXHMI-UDL1,hreu0ZFj-IGdW
GvfxyUoG-ybXM,23,130000,Mortgage,4,GvfxyUoG-ybXM,7xz2htSJ-8tcg,ozzs1Qio-5Q1t
18UJRYaa-ZMs6,22,64312,Mortgage,4,18UJRYaa-ZMs6,oSUPE75N-HwUi,UfosSYa8-hY8Q
ahODCwLm-55uN,23,42000,Rent,7,ahODCwLm-55uN,tUNCmzaZ-nqeF,vu79Qqj7-Ugd2
PjZ9nbx7-OpLA,34,69204,Rent,4,PjZ9nbx7-OpLA,tcpTmJ2q-k2aM,dYyEuRZh-M7Ou
lQIDjmwX-74tF,22,87000,,5,lQIDjmwX-74tF,X5l2p3O4-GDE7,4GOOQixa-FAOg
Q41aZA4t-AfpW,34,50000,Own,NULL,Q41aZA4t-AfpW,22hKzzO0-NBoA,a4S03fTY-QJ4L
3efLjg0g-JUFN,23,57744,Mortgage,7,3efLjg0g-JUFN,d4GAkcBq-7xY0,wTpZzsWx-OS3o
3uYgaoPJ-Yboe,27,72000,Rent,4,3uYgaoPJ-Yboe,YkFg1Yda-bAKv,0WFhfJpT-XqrI
17qeHwjp-7aRZ,34,58800,Mortgage,3,17qeHwjp-7aRZ,Az4AlUEM-4JSN,u5q4Azde-XZIU
c5AeW0Hw-UgBq,27,54000,Rent,4,c5AeW0Hw-UgBq,QDrFiJKo-jGKa,6hG64aIq-XUJ5
xauZgD3h-CLMS,33,24000,Rent,0,xauZgD3h-CLMS,ikgw7uQI-WfIa,SIrbPMju-YbHC
60cbRYZu-0Zl6,26,53000,Mortgage,3,60cbRYZu-0Zl6,l2mwdv09-yLKK,IOrsawqP-FIuB
Mn8i9KDb-rABr,24,55000,Rent,1,Mn8i9KDb-rABr,NKw4NMHt-9G4C,AYDWW82Q-vQsP
kvw9Tzn4-hufn,37,45600,Rent,2,kvw9Tzn4-hufn,GB0LRFRi-uk93,XY5NoKtL-YoHK
l0LB6sDS-COIw,22,74000,Rent,7,l0LB6sDS-COIw,TuS6rwjT-oYA2,YhcIrRWL-XfOb
OkxcTA7Q-dmLT,34,67014,Mortgage,18,OkxcTA7Q-dmLT,EM7LeHt1-qD4O,dMjUl4Hi-OCnx
H7txeNIL-RjEu,22,30000,Mortgage,2,H7txeNIL-RjEu,ExZrJzp8-eSD7,o8lRNkT2-2s17
tG8SS5Mm-UwrJ,22,53500,Rent,2,tG8SS5Mm-UwrJ,v0h45JPk-a2LD,8xcgc18d-Kn01
4dM10HX0-ugmu,32,65000,Mortgage,16,4dM10HX0-ugmu,gGoNXsLZ-2kdC,9g9TXe1h-N9N1
c51GMH47-wN6i,32,140900,Rent,1,c51GMH47-wN6i,TZQBZHHG-1TfM,H8lLns07-0ytY
X9ddngMR-meDK,34,40800,Rent,2,X9ddngMR-meDK,IkLFxmzh-a4Tu,YK1cqJ7X-mRni
rAYoEJGZ-88wu,22,45600,Rent,6,rAYoEJGZ-88wu,Irttxoze-1fkb,gm1RNckK-0XXg
iYwciHji-yq9x,30,150000,,8,iYwciHji-yq9x,zeoRZyKj-k9RK,XBqj636Z-sC0M
WqHIE6Ub-jASB,26,15000,Rent,0,WqHIE6Ub-jASB,DI7vT5dP-psi0,Azq9hIY1-x23H
EkvELaKQ-1h3e,28,64000,Mortgage,5,EkvELaKQ-1h3e,PxzRC2k6-sGoZ,DLNRDHno-4vAM
SY5fSU42-hLne,23,66215,Rent,1,SY5fSU42-hLne,OwEwxtC4-l9ki,CGWS1s5j-2PET
vWd2ByoH-IYNi,34,28800,Rent,0,vWd2ByoH-IYNi,trbOHWMg-EiTn,8AXRCNXS-Ehn8
v66sCDaz-0UFC,25,20000,Rent,1,v66sCDaz-0UFC,XlzS55yH-tX5r,YgDzyHmi-LneX
F3DB16KG-jyhg,21,28596,Mortgage,3,F3DB16KG-jyhg,CKtgxKwR-vmbD,UiKJUlpU-GYap
HhB6S2Hf-lokT,22,40000,Rent,0,HhB6S2Hf-lokT,1i09bo4y-OkEk,CdtXH2EU-D8W0
YdDufZYz-M475,33,47360,Rent,5,YdDufZYz-M475,ZclyeTDb-uvcY,DxtRISiN-AcsE
58IjL8Pp-TvJi,22,50400,Mortgage,6,58IjL8Pp-TvJi,BCGCC4wF-jygp,oKDoKHYn-3HK1
drOpqk9p-2qj2,47,33888,Mortgage,5,drOpqk9p-2qj2,ID0k9dK9-KddB,wQYRvuqk-YAWs
1W4cm6By-3ASN,25,30000,Own,9,1W4cm6By-3ASN,OxmoKJvn-DsjI,A7egI5uY-dAJ3
bHLFd4cj-DBMQ,39,37800,Rent,5,bHLFd4cj-DBMQ,Pd7799BJ-D9Gi,sbWToHHK-HvUL
vdwzJh5u-IBtb,25,55000,Mortgage,9,vdwzJh5u-IBtb,MUHaCZUH-rZzh,QrZY4z1I-p1Cc
ejuSpYgY-fQ1Q,25,43000,Rent,1,ejuSpYgY-fQ1Q,ObJOttwd-CN6C,qwOBhGIK-oLWD
Q0iejMzi-Rthr,22,80340,Own,2,Q0iejMzi-Rthr,6arwnRrj-SWs9,5gwnZuND-uvEt
xfGQTNqJ-yKgI,30,58000,Mortgage,14,xfGQTNqJ-yKgI,cT2seua6-RlBN,OArjw2Uf-fMXT
JepaoudW-kcXA,32,84000,Rent,NULL,JepaoudW-kcXA,DI84yKZ5-ptiL,tLY1tEhZ-FQlo
tk1LIfSk-ZFFm,27,40800,Mortgage,3,tk1LIfSk-ZFFm,sLpx2dAH-2FaP,eHFpqYF2-FTpn
Ord79OsM-gNNx,23,38000,Rent,0,Ord79OsM-gNNx,38Mt1WaK-ZsMJ,HoXQFLN0-0Fp4
yU4o9N7i-NI4o,28,71000,Rent,0,yU4o9N7i-NI4o,aTxjdE8s-lxeN,Z2vh3pXX-iKbW
O5DMH7vK-Pr8Z,37,37000,Mortgage,7,O5DMH7vK-Pr8Z,7iLfGilj-ATaY,SMekrfiv-zTsm
BlDmMvZf-uORG,33,30000,Mortgage,1,BlDmMvZf-uORG,GlrU7Fuz-IJAf,zM4ef61O-kN8b
ZutikpL2-uIg7,22,21000,Rent,7,ZutikpL2-uIg7,MbuoEE2b-1lx2,hOOWU5Ke-ff07
zLx326LP-WZBx,24,50000,Rent,3,zLx326LP-WZBx,fgxT27pu-ClOq,Lfazixtw-CtwR
0IBHY6Xq-cW9J,38,30000,Mortgage,8,0IBHY6Xq-cW9J,3gLLnu7J-3OgK,zbPPt3Mc-Adky
aftodBCi-ugHQ,66,43000,Rent,17,aftodBCi-ugHQ,hewgOCTN-ZBLm,851FieKi-QwEz
nhp6Ecw7-1n6y,28,200000,Mortgage,2,nhp6Ecw7-1n6y,xSfz0G2B-i1TH,9K96qxde-NZ9i
Koc10Miv-1kiU,25,45500,Rent,3,Koc10Miv-1kiU,Yvkm0sJ9-BSpk,xzRWRgtl-YPfk
PffkLet1-U4Cc,22,54996,Mortgage,3,PffkLet1-U4Cc,6eFaXMed-TY8z,SWKTZyU6-Sr6Y
r3sKNCxl-vBZk,58,20000,Rent,0,r3sKNCxl-vBZk,LNbpoo4u-sTA5,1AqhbzJM-32tU
8jO3L9pE-okJe,22,29000,Rent,0,8jO3L9pE-okJe,8qbMAOpt-aTN3,ETFC4wc3-AQzZ
YYcOgftx-OaCT,29,72000,Rent,4,YYcOgftx-OaCT,luDduPbw-YyvQ,GM6TbF12-EvMG
GLkuwMAR-Pvk4,25,86000,Rent,10,GLkuwMAR-Pvk4,9ztDnOCb-ed5R,SPq9U7RZ-Usl1
IHhqqkbT-lUPN,26,50000,Mortgage,8,IHhqqkbT-lUPN,vx3Ahud5-qdrZ,0Tw2wQjC-TtnF
Ca3IMEYv-lfyt,25,65000,Mortgage,4,Ca3IMEYv-lfyt,CUIiC43Z-LmHG,X7FlhqTx-Gtse
iEfIJ9Dp-wraN,35,53000,Rent,2,iEfIJ9Dp-wraN,aubS888C-0vPQ,wCA33qht-J4zC
2Mo3qdZZ-u3fl,25,32000,Rent,1,2Mo3qdZZ-u3fl,a6mCFZ51-XLIO,DT086uc4-lFd6
BIQQcgP2-ZDM7,22,22800,Rent,3,BIQQcgP2-ZDM7,TFB61B9i-DUzA,GnYjQ8tx-clno
w4l2iJkP-bWsa,31,35000,Mortgage,15,w4l2iJkP-bWsa,2jfDkCqO-aqj6,7rzoQhaF-sacj
7nL2ZiMl-ERcI,24,38000,Own,0,7nL2ZiMl-ERcI,ECKLeRkF-tz9e,lJna5t5O-nGCC
kryym1cH-heh5,26,54000,Mortgage,8,kryym1cH-heh5,BNeCLtE8-FOIz,5dY99y6b-xBfR
tLaBhQcN-APZI,30,80000,Mortgage,1,tLaBhQcN-APZI,CgMAg6jy-ubjy,bX5MmzYB-POir
cn7u37vF-1h3Y,31,27600,Rent,16,cn7u37vF-1h3Y,I6JeZtFP-oGH2,Z3xIOXrt-lzgF
IWaZMICW-BjcL,23,65000,Rent,3,IWaZMICW-BjcL,AwITyYMr-vqlE,CEYSTjms-1n76
BSdJsFZG-nEv9,24,35400,Rent,8,BSdJsFZG-nEv9,E0kk8uGA-B6yv,hyGZW0pr-73CD
gnk65LTI-AvFv,27,60000,Mortgage,0,gnk65LTI-AvFv,ypDZ96cx-4Alq,7nMjWlkM-bdrf
3dSW9MMS-kakd,25,76000,Rent,1,3dSW9MMS-kakd,kJwqfd7c-cijv,q62ODGxO-Q85o
DOMQwfpO-hPlb,39,55000,Rent,2,DOMQwfpO-hPlb,zZJMH1Ak-i6Pl,dRLktcZs-Gi1b
ja33cHcn-3m0C,24,40000,Rent,1,ja33cHcn-3m0C,YhmDv0sy-cky7,NXwrXu6P-fmPE
2rxu5CGM-fZa3,23,100000,Mortgage,7,2rxu5CGM-fZa3,Zx5XrxGs-eemK,8qrPtcOD-cyJC
jg35T4xI-pmAd,23,24000,Mortgage,1,jg35T4xI-pmAd,11rA9T8u-fOcy,2mQ02FqY-Xjzb
QGDsB2vg-1XmT,26,45450,Rent,2,QGDsB2vg-1XmT,onX6Wyj5-OS9p,CptN7Foc-oFTO
xOEsUBSq-pCxW,24,63000,Mortgage,0,xOEsUBSq-pCxW,smtudfMx-ckbS,mB38ww2q-vuD3
2QNqmFlb-Qcda,45,52680,Rent,0,2QNqmFlb-Qcda,gAwDAPns-flOZ,sHAUhpaa-y8iM
rislj512-7UXn,22,36000,Mortgage,NULL,rislj512-7UXn,FuLeuIhJ-iUpJ,e5xs2EMu-ygMm
zwF1Y3hp-g5DI,26,42900,Rent,3,zwF1Y3hp-g5DI,71CDTKEC-RqzR,hxPoB83j-1WYx
oGjWH1Ee-khf7,37,48000,Mortgage,3,oGjWH1Ee-khf7,8YEi82Uq-vXlT,PIceCj5Y-e8Dh
Map0xvhK-KvmH,23,25000,Own,5,Map0xvhK-KvmH,IR1F5if0-XQU1,RKxkbpWC-z2ip
EUwZ2DLq-kKzU,22,19728,Rent,5,EUwZ2DLq-kKzU,sWoQffZT-8373,4tASBuaC-bfHg
m7l57MaM-AG21,29,30000,Rent,5,m7l57MaM-AG21,vUrRYaXm-AcW7,3nibFuxG-xs4I
B61FfrJA-ulFL,23,66000,Mortgage,4,B61FfrJA-ulFL,HzEkrhsK-GiP3,pJrmBWDD-3UmD
R5qj31bD-K3Gd,31,114996,Mortgage,8,R5qj31bD-K3Gd,yP1lft7j-9SrF,F5ME7IMh-zd0l
mZEAPWRJ-m514,26,64500,Rent,1,mZEAPWRJ-m514,xDgLZpad-tTrO,ku5KxS5d-KPhE
hEkdFP3C-Bbxo,23,132000,Mortgage,7,hEkdFP3C-Bbxo,19iTUQep-BTho,jktd9cTO-tYJW
cikxDXAu-Ix6s,28,66725,Rent,3,cikxDXAu-Ix6s,u3qeYCYM-qCwy,GTfuhamB-TbA9
ycCY4FUa-CX8b,30,20000,Rent,2,ycCY4FUa-CX8b,cARPI3Gz-uB5X,KuZsXieS-f8y0
iF5wC3JM-gZiR,25,78000,Mortgage,0,iF5wC3JM-gZiR,XfWtlj9L-E2dB,SQR3DPgw-ETo8
8NKBjLuO-IDcl,22,35000,Rent,0,8NKBjLuO-IDcl,7OfCTDuy-UTqS,Sq1eWQ25-mZUo
gcX483Hd-rxqn,23,46300,Rent,0,gcX483Hd-rxqn,b0wJwXG5-Xnh8,0Od0ok9h-orXI
3Z550PrZ-CtPm,35,58000,Mortgage,8,3Z550PrZ-CtPm,DofM27Tn-z8eM,hK1Sksup-XCan
ccYXfMfg-0PWy,28,63000,Mortgage,5,ccYXfMfg-0PWy,ffHEdkjo-jfj6,C76hblQU-LUsH
Zr07dn1i-vhDa,38,62000,Rent,3,Zr07dn1i-vhDa,67Cc3D9p-98RL,3w12qKk6-69sQ
35H31UEG-0KsD,24,36396,Rent,8,35H31UEG-0KsD,e6m8YlcP-g91n,qYxesURt-0evX
88uAy5y3-taFr,21,53684,Mortgage,5,88uAy5y3-taFr,ZBsjybHY-SxPD,xUE43gNk-W2xg
Tu0nSG6i-MqgS,30,29000,Rent,2,Tu0nSG6i-MqgS,gR6LERhh-Ys4b,FXSgjP6v-3iB3
DOCTBP7g-357F,27,34152,Rent,5,DOCTBP7g-357F,BZUuDRUn-CESP,FxlxPrRQ-1K3d
JSr4kSUw-qmss,23,38000,Rent,5,JSr4kSUw-qmss,IYfpJ1Jv-Yqwn,eBJBgfXX-U8GD
91OdZfWY-iENt,27,77000,Mortgage,11,91OdZfWY-iENt,nJZUPevE-pWtf,uSgQI43k-Uoaa
cuMMQ9sg-Eiao,29,70000,Rent,3,cuMMQ9sg-Eiao,UKHP5lvy-Malv,goWJFXNP-lMY7
LRcKThCw-qri0,30,33000,Mortgage,0,LRcKThCw-qri0,gfvtOPe6-97Bk,OxxpNDOr-OeLe
xo0OabD0-FXYf,21,75000,Mortgage,4,xo0OabD0-FXYf,uvv2QIFD-BL4o,zX58Xp5H-snHP
2EW7JExs-DW9K,23,38000,Rent,7,2EW7JExs-DW9K,7ek8P3bR-g9my,Cwg8u3nF-JySy
qUnk7bRD-rRQ6,32,52000,Own,14,qUnk7bRD-rRQ6,Balr8IdT-KgAw,I4s8jmJ3-yaWL
jTBUztFh-sSKn,34,62100,Rent,1,jTBUztFh-sSKn,avOazC21-YGLG,zggvyTzl-AqPG
XfBoYdSZ-wwax,29,26568,Rent,2,XfBoYdSZ-wwax,fUx2Bvxq-RhoO,hi5UK7hQ-cGYY
RAfjCQbq-We80,36,55500,Mortgage,15,RAfjCQbq-We80,DJKuitiz-rxJQ,8gBQuSEH-zXH7
YqbMumb3-2mhd,22,69000,Mortgage,4,YqbMumb3-2mhd,MEsiOFtM-JZw3,T5zfGKEZ-laRc
ia9YcAMJ-YLG7,22,60000,Rent,2,ia9YcAMJ-YLG7,fAtag6yA-Um6b,tOCsvjXm-bSzH
YBZONpGz-RYe6,22,60000,Own,6,YBZONpGz-RYe6,tb3usOIm-awt0,AZ03E9kU-5gqg
GKef4vtw-NiyP,24,42000,Rent,2,GKef4vtw-NiyP,yNuqXfGJ-3iq6,prrxWkn8-37ny
OTPv1b7b-30e1,23,100000,Other,1,OTPv1b7b-30e1,eTFXYyJQ-srG9,BlHDBRCE-7v6T
4A9f476v-cgKc,24,135000,Rent,6,4A9f476v-cgKc,OArCjs8Y-SK6b,1rhH46vE-hWpb
zLDXO3U3-qz6C,27,122880,Mortgage,3,zLDXO3U3-qz6C,2x5QfuWv-jDEW,IOs9SDjK-S0e5
rCexTwwR-n2lL,59,55000,Mortgage,15,rCexTwwR-n2lL,EeWSZcrl-rXXn,G939GP7k-0WN8
XiIq87SG-fBH7,NULL,60000,Mortgage,6,XiIq87SG-fBH7,PbjXpbMK-SaG7,a7jAXwNb-hGs7
19TutlcN-kIjL,30,31000,Mortgage,3,19TutlcN-kIjL,xKgNS06h-pAOG,S1DI56KK-xekN
r96Rdei7-bZlN,22,58896,Mortgage,6,r96Rdei7-bZlN,fyMUdA38-4BXK,43oHgghu-iH7o
oZFSQcet-lZon,25,30000,Mortgage,4,oZFSQcet-lZon,3C6KrmEe-mebl,WfYepNyd-HSmE
J5cxHsAk-TQFX,21,55692,Rent,5,J5cxHsAk-TQFX,qdDc4ehx-ka00,E2RAGaEC-uS7R
xFFt6OmU-tdSK,22,90000,Rent,2,xFFt6OmU-tdSK,7TkpR6b0-xcli,j9pn9lNO-uDEz
euqlfJQN-dxd6,22,35000,Rent,1,euqlfJQN-dxd6,Ez5skRhm-muHg,YvgrUW1m-S1fk
c2i5iTXv-o1tG,27,26208,Rent,0,c2i5iTXv-o1tG,jN4w3xsA-rt74,WTA4bG77-FSKF
TGC1jeO8-koc3,22,38004,Rent,2,TGC1jeO8-koc3,EOt0dwUm-xNZU,xBRThjcI-AGhr
e8wXfU9n-OHg4,23,47000,Own,4,e8wXfU9n-OHg4,7JvgDP1w-Ns02,6z5mycFm-KM7j
kFwPMjv1-x8B2,23,43000,Rent,1,kFwPMjv1-x8B2,2F40TFFT-pgLn,PKRv1gY1-xv8Y
M4qZJ3RM-A7Fa,22,54600,Rent,6,M4qZJ3RM-A7Fa,hBTXZAeE-40e5,yLpt5iR9-1QIQ
9Jg9N0FK-zJOA,25,30000,Rent,0,9Jg9N0FK-zJOA,jwnPl8Wm-gzzk,JJyDNxmo-mrxQ
hG53OBW9-Ku7j,32,40000,Rent,3,hG53OBW9-Ku7j,oNbjUYgv-vbyk,kweZIeAd-HtJc
uHYtxWGN-JyQD,24,76000,Mortgage,8,uHYtxWGN-JyQD,9Zk4x9IA-dJJO,1Wjc2UUK-zjcm
DQZeNI49-UlW0,34,24000,Own,4,DQZeNI49-UlW0,wWwkc3ex-uY68,3ttYYXhY-XHj4
JU06cW9P-HNgq,30,75000,Mortgage,0,JU06cW9P-HNgq,xDlOiYIo-oEJj,CgO2Wda7-kpxe
T89eRv1g-74rG,31,83300,Mortgage,9,T89eRv1g-74rG,0Qz5bf5b-X8qh,mZyOrsc2-MkQn
afs0jobd-ca1k,25,49500,Rent,6,afs0jobd-ca1k,KB1seBiH-lnkH,9uOFTyjf-DqB6
GOABmkNk-XdQC,21,18000,Own,5,GOABmkNk-XdQC,fT81TpqF-e4Iw,TkdMCWCd-NOhr
wkweF4SD-bJC7,23,48880,Rent,2,wkweF4SD-bJC7,yqe0G8Bv-Wy6t,my0TjmGJ-aXfQ
suXghdLr-DnCy,35,65000,Mortgage,NULL,suXghdLr-DnCy,fAK0uGvJ-Bs9X,ofoL1pe9-CTPu
wztWoEnb-goIW,27,42000,Mortgage,0,wztWoEnb-goIW,68nTNDfm-4fZQ,s3uBxFjh-vnh0
OWDdwt9M-9Lqv,34,36000,Rent,0,OWDdwt9M-9Lqv,sBuwx2QD-74aJ,eZ172jd2-90D9
5nnr4ydR-yrab,24,51000,Rent,3,5nnr4ydR-yrab,TeL2bPNa-SF8u,N5XH9SdX-poJd
2BbIY8ly-tKuF,27,58000,Rent,0,2BbIY8ly-tKuF,RU6Mk6kh-ys7B,hfBfto1S-DKIC
8tlDPMKl-FCF4,25,49000,Rent,3,8tlDPMKl-FCF4,D6sc86SJ-Mgdr,I1o6YWvk-7bLe
XzM9N425-Ss6s,25,57120,Mortgage,NULL,XzM9N425-Ss6s,ZjeRlksN-9YSh,wF90Tv35-qnGx
M0zMttNL-msM9,23,92004,Mortgage,7,M0zMttNL-msM9,x9OnrzYF-tgk9,Dlur9fsv-QAyP
qOriIaFN-40K9,31,50000,Rent,9,qOriIaFN-40K9,n1po9B9Q-Ijsh,JieUZZTl-7eIY
lHSFKl57-BUad,21,17500,Rent,0,lHSFKl57-BUad,ZOCjPFBQ-8qO5,1BDh2DhI-zmCd
xymhgL5C-qnUF,30,60000,Rent,14,xymhgL5C-qnUF,uObo9EJg-hHpO,dX7LMIer-EwlJ
NeOgtJnn-cCvA,28,100000,Mortgage,13,NeOgtJnn-cCvA,I07yTrYN-cD2b,grKFMHQD-HN1S
cjyarGu2-56uU,33,68736,Rent,8,cjyarGu2-56uU,WAsBqp5S-3F0D,TPXA1m0i-8WJW
69MNWwaf-QQ6b,24,60000,Rent,5,69MNWwaf-QQ6b,EKT9uoFa-DHXg,sIATktqz-u9Ne
vDXwgcy3-6cma,23,44004,Own,7,vDXwgcy3-6cma,jLmF4xcT-hTCo,Tr7ZWGSB-euyn
g7Gb49Kg-rpjk,26,24000,Mortgage,5,g7Gb49Kg-rpjk,Ja99JL9g-n91v,1g0De8tR-4oW6
DpwbmfqM-r1xE,22,50000,Rent,6,DpwbmfqM-r1xE,38fjNjAi-wAnX,9oFCsFNi-vATT
M2cdTkaE-SL2f,56,32400,Rent,NULL,M2cdTkaE-SL2f,IbjIze2o-H6rO,ltsa3rxb-4SA1
lyFKcmbW-sXr2,34,39600,Mortgage,16,lyFKcmbW-sXr2,wxGAdBjq-C6hM,TGCg9z5N-BvMZ
94POeyq9-XbJ7,26,43000,Rent,2,94POeyq9-XbJ7,4QOu11RL-8CZY,4Zl30mtn-Xvt7
rO48oIEy-fOiz,25,33000,Rent,0,rO48oIEy-fOiz,poDkQUB8-nP4A,xRpZKINr-McCU
x7Ib1Ffr-OD7e,22,57000,Rent,0,x7Ib1Ffr-OD7e,RFow3jln-B1q2,ERT29WaX-URFh
xXKSzhXQ-1qyp,24,47000,Rent,8,xXKSzhXQ-1qyp,v7xY6n3p-bXyk,szWue6k0-5EDy
kCNxO2fF-kBeo,59,83768,Mortgage,15,kCNxO2fF-kBeo,RTiqcjRS-BdQ3,JGdSU1aX-xJEp
1CqwEqcw-WcCo,23,75000,Mortgage,3,1CqwEqcw-WcCo,mr0cem5a-mkTn,deUxHUU9-m0wl
