cb_id,cb_person_default_on_file,cb_person_cred_hist_length,person_id,loan_id,cb_id
ft7gJT4c-HCpK,N,6,xXnhLp6d-jz2I,doKiIHcO-217y,ft7gJT4c-HCpK
9GesrHuq-vaI3,N,3,Qxzq0bc1-MPWS,t0Pva3af-TocU,9GesrHuq-vaI3
1j4Fe8cT-pxDk,N,8,9RcpchnI-7yKE,nP66Bsg4-sumd,1j4Fe8cT-pxDk
kK7oLsYh-X1j9,Y,10,bY41t01h-dW60,JZnopds8-ZfMp,kK7oLsYh-X1j9
830ZaopE-JEfj,N,13,K6b4pezO-3EHP,kSrIOYTm-CTrH,830ZaopE-JEfj
lJh3BlNw-mgR0,Y,5,5Is2fwPJ-75he,qKref5Jv-OX9w,lJh3BlNw-mgR0
RyIJUaNA-J2gv,N,6,gQAvtxjX-rnUB,xsPorGPJ-4iPt,RyIJUaNA-J2gv
kCQLYgBR-OpBE,N,8,fAw8MBSv-ezMe,AdZKSRey-5KlG,kCQLYgBR-OpBE
T5zfGKEZ-laRc,Y,2,YqbMumb3-2mhd,MEsiOFtM-JZw3,T5zfGKEZ-laRc
8gox9aHE-Hyj8,Y,3,ZZO6gSMT-LPea,7QovuTyg-Gp1Y,8gox9aHE-Hyj8
PQmtpldR-DWtN,N,3,J7KwGwkb-eyoy,1LyTerkU-mFPm,PQmtpldR-DWtN
istTxQIc-gFro,N,4,R8LPOmFi-DKwg,EYzUEaIU-mxPg,istTxQIc-gFro
b8xMfFNU-r40o,N,3,SJHnp2QL-YmFl,B0sDyopL-ldnl,b8xMfFNU-r40o
lm28knnu-G88m,N,2,BobM1zzK-Gm4R,paMstnLI-oIKO,lm28knnu-G88m
dyeW4Fbu-cqb8,N,3,GNw0LBKc-9Gn7,qiThQqrs-Jwop,dyeW4Fbu-cqb8
jzyybrXI-fgod,N,2,1nrygsns-YmJ3,vZ8yGQ04-KES0,jzyybrXI-fgod
2Ah4iSQv-g3kX,Y,2,wTBrY3Cp-opX3,xEKdIH0k-oPuD,2Ah4iSQv-g3kX
OtnLgphP-KKoO,Y,9,zZo1GCF5-9jqg,4gqftJu7-PUyW,OtnLgphP-KKoO
cLtHzfag-yBzj,N,5,Rmyec9j6-8Ast,HaSWKT34-iqbL,cLtHzfag-yBzj
4TQl4psa-nT62,N,15,qvpkvkxp-iczN,qDuS8Xot-epdZ,4TQl4psa-nT62
olTwf1Hs-McAE,N,5,bbN7NJ8X-LKcb,4WDFHkfq-g8v6,olTwf1Hs-McAE
HyHPUgqz-Ok78,N,5,gp1S78oD-eFg8,pxgKUoDL-25Fa,HyHPUgqz-Ok78
9oTxJHT0-LTOB,,3,SLti2SjE-CmRp,lAgZje7J-5oDb,9oTxJHT0-LTOB
0X7HnGQC-B5Oj,Y,10,p0hbdqqm-GtHC,wPolzWub-zy62,0X7HnGQC-B5Oj
Kad2A9tu-NqCk,Y,8,TY3qrqmW-DUio,md4QrYTJ-UyeN,Kad2A9tu-NqCk
kqAkweLX-NawD,Y,8,nPyRQlLe-n9no,Izrbr780-WXj9,kqAkweLX-NawD
4U8r0TFG-O5wn,N,3,dqe4LvOJ-5q0u,NyYc9IJt-mJ5y,4U8r0TFG-O5wn
uB5PMwT6-QLDs,N,4,dPvkEYJE-jBI9,MymxqTRm-3Bvh,uB5PMwT6-QLDs
zUsoGDn6-pkvS,N,2,P6Z487T2-F0dr,NOkDkjGE-RTwR,zUsoGDn6-pkvS
Ww7rD0wS-fkxO,N,2,5W6yr0EB-M1Eu,l4lKJZF9-6Du7,Ww7rD0wS-fkxO
8HFRqMUC-eGDj,N,3,vOpnFrTl-C0Zj,sX5d1xGv-qncS,8HFRqMUC-eGDj
D4GOv834-xCpj,N,2,kKEPzGos-2UjT,uLTpuUG7-p8kF,D4GOv834-xCpj
1qSBwCG9-rHDU,Y,5,j0O7eOFf-x3Ef,AFx38R83-qmKI,1qSBwCG9-rHDU
G8g5i6t8-XyrM,N,8,KnHBoQFe-0Xnz,XYelaaBM-7Mwa,G8g5i6t8-XyrM
CXqCZyKc-XiBU,N,6,Qe8wYX4Y-9aNH,nK6jZX78-Eqbt,CXqCZyKc-XiBU
r7lERiA1-XMmv,N,13,o5rkw1hQ-lG9i,OpdjQ9l3-FvSU,r7lERiA1-XMmv
teuUD6aH-FU8p,N,10,IJIjWvw7-fH2L,MQsO45yz-0dOz,teuUD6aH-FU8p
c78NBhrp-PEnv,N,10,giy948p7-qNU6,UD6QxSR5-EQKs,c78NBhrp-PEnv
7l6HfOPc-gDvg,N,2,NM4rIKyv-BKft,GNcA2p0X-B9Gf,7l6HfOPc-gDvg
UCYraHIz-sa8a,N,4,b5qbB3ZO-bwWH,vTLFQdTU-l8Om,UCYraHIz-sa8a
rwoWHhud-eEkh,N,3,dKzdxtKH-UaOI,kc7a1k4h-v69R,rwoWHhud-eEkh
ekqxM5kx-bI49,N,8,rKahoRpB-aBvT,mD52oiqx-JdYA,ekqxM5kx-bI49
DEZcNZka-4bhG,N,11,DjrWvZEs-9wAB,JXUF90qU-Z3TI,DEZcNZka-4bhG
uDX86t4j-DISZ,N,2,pmYzjAQs-JcRm,DxOs3LJs-eGu7,uDX86t4j-DISZ
zp28lY0j-GL42,N,3,Pg2LIyxG-ER18,UMD6ao4u-lwQs,zp28lY0j-GL42
Fu7bjcbX-HrGd,N,3,Ex8zW3rb-dALo,CrFYH6jS-0hcn,Fu7bjcbX-HrGd
qQxIOK9D-zAhX,N,8,F4WQkZR6-Pn5N,Ld5vSzIG-j2gB,qQxIOK9D-zAhX
W2R88aAj-mFFw,N,4,nCrqwBAi-Uobe,r3mWzX95-SY3R,W2R88aAj-mFFw
NB7Tp7vR-YcLJ,N,2,CNAz2Ek3-IToe,MxEMg7kr-a6Fu,NB7Tp7vR-YcLJ
JkiNLrx9-93gf,N,2,D3260odP-0x5a,Z28e5Xwh-bzaS,JkiNLrx9-93gf
z5Zm7JZm-COio,N,3,owfg2HhJ-KGu7,stnl2oap-NFyb,z5Zm7JZm-COio
sdFvYluF-ewC0,N,9,7vPnMP2K-GIeX,HBS0ZGtX-La2X,sdFvYluF-ewC0
fMurZNSO-fAQb,N,17,Ppkd66Sv-7ElZ,jHsfQ00W-bR1Z,fMurZNSO-fAQb
KDeoZlPY-64b2,N,19,qfJM40S1-dYHU,UYZ17LUY-SKQ9,KDeoZlPY-64b2
bFbfvIkD-5ncB,N,7,iC4kayrt-TEsM,eHt86Ryc-3zBw,bFbfvIkD-5ncB
ppk7BROX-yeat,N,8,4gzKPul9-h9hj,lIhzJux2-KqYx,ppk7BROX-yeat
hgZ7F8fJ-2KMY,N,2,1ZfZsd8O-Ey7Y,mvU3xnJw-RdG9,hgZ7F8fJ-2KMY
Tdpjvwrf-krwG,N,4,DNpDUEOv-gWSi,SxllEOq9-jPpJ,Tdpjvwrf-krwG
5RHLc9x6-fGDX,N,3,iy0ciRWR-ksfs,0xQFkQy9-93Ur,5RHLc9x6-fGDX
WHPtxXnj-B1Rj,N,18,1uWNKTIE-TrgN,t16hB5Xs-wo2A,WHPtxXnj-B1Rj
29TxtHhp-gFZt,Y,5,fJusIWQD-aoSe,waajTdE1-C1jg,29TxtHhp-gFZt
eb2MgipU-BLA2,N,4,R1XSHeFF-ZtOy,WelrLng2-vE3q,eb2MgipU-BLA2
FeAzcw2h-kho5,N,13,G88Iwkqa-KezG,r6xQIbIu-Ye9D,FeAzcw2h-kho5
0mipKxnF-d9Z9,N,3,myqGn0Oj-Y15j,FtKm2m4H-iLQW,0mipKxnF-d9Z9
XDFywD9b-N4Jo,Y,2,MDcFQcFS-mm21,2hDoHSta-u6en,XDFywD9b-N4Jo
hjebbXCu-TUNT,N,12,DlU3QoUr-fIYP,YcbdlpDY-a1TK,hjebbXCu-TUNT
JFpgjquH-eUZu,Y,2,S2FCGwID-iIK1,AlEhzykk-O5Q1,JFpgjquH-eUZu
PkLTgNLg-Xhwa,Y,3,zmGUQwGr-B6yf,FAumT5DX-mjvJ,PkLTgNLg-Xhwa
2Uog6Les-P1mw,N,3,6YA8BCW6-7hIk,T7mfEddC-w0Zs,2Uog6Les-P1mw
K3nnzaLX-vmHz,N,9,4cYMg1s4-t3b7,cbm7jj6M-Dls9,K3nnzaLX-vmHz
zAEM5be1-k8Rw,N,3,CIjMSjRt-rs0y,wGD9e56p-bC6K,zAEM5be1-k8Rw
xTsKQhD6-ewKW,N,2,LRhobcuq-m96u,ZpDRUJez-h0xe,xTsKQhD6-ewKW
KT5uUeQr-6Q5P,N,8,uLlQkD3D-Jzm7,PoZtiGc8-b0T9,KT5uUeQr-6Q5P
K5GAS8SE-g9G5,N,25,RAnNeBIR-9jBt,U2c41rOP-uGl6,K5GAS8SE-g9G5
rJYp1zJ0-LDqr,N,6,PGgSscep-GB9C,SAPTOoTq-7c0N,rJYp1zJ0-LDqr
HfPysMp6-fSGo,N,2,zcZeN2o1-phrL,ctbvDDqm-a7e4,HfPysMp6-fSGo
NrSpknpk-xUPT,Y,4,1t2Z3bkR-7STd,r4cJ5uag-4DRZ,NrSpknpk-xUPT
ILlYjmlM-wLen,N,2,LYgJ8btz-zq13,keTWB4tL-QmKk,ILlYjmlM-wLen
DXopBeZ6-0PSn,N,15,vGsZULvj-NSpt,Xxa9RjpA-dcnA,DXopBeZ6-0PSn
LfBNghnU-wyqZ,N,4,XlqMtpjx-kBBB,BEbrRN3m-hHYr,LfBNghnU-wyqZ
BZd9Wvfc-H8KS,Y,7,fH67ZrvB-UkeT,0QWoKjxZ-k7kQ,BZd9Wvfc-H8KS
olt0Ir5H-vJnO,Y,10,CGK6LaxA-F1X6,9PZZdDSd-q4nn,olt0Ir5H-vJnO
6pq5ghkz-Qpup,Y,5,hjNIIKii-5aq6,50CWY36v-H7hF,6pq5ghkz-Qpup
wKNU7A4M-m0m0,N,3,GacvHnp2-vfl6,FbAWxYN7-mEKM,wKNU7A4M-m0m0
LotmyUwI-uRvv,N,8,mUumgbZ4-L3gH,zsXuroHQ-5vlU,LotmyUwI-uRvv
EpXbi4yc-i80Z,N,5,l10NJ7NY-xfai,GE07JZCZ-zDev,EpXbi4yc-i80Z
2sgAAvQH-Pk5m,N,4,W4eb8BWC-hA7j,lUlhvK71-YAZn,2sgAAvQH-Pk5m
iHyAkelp-Ji2w,N,4,tNx3dZmf-Ra5X,omoAHk7m-7lZf,iHyAkelp-Ji2w
txsnvenE-Xly3,N,3,kCuIzqTc-jUOh,T0zRUDEg-uxBK,txsnvenE-Xly3
WRzcAigF-8TBl,N,3,cTJDmm2K-3kOH,mAH4n2zM-ulim,WRzcAigF-8TBl
e0Uz2uBC-OgMc,N,2,sXKp7Ph8-09qp,m8RDF8Ac-NbOI,e0Uz2uBC-OgMc
1y2yQaMI-8mCa,N,2,0w24F0xp-QIl0,PB7s6EtQ-GrNR,1y2yQaMI-8mCa
LW0HC1yJ-SG0O,N,4,QBIGEjtz-lEpR,Pdrcynqc-XfuC,LW0HC1yJ-SG0O
aiHz8B9B-27bS,N,4,bYDg4jUv-YS9w,UexnpCXA-ljLy,aiHz8B9B-27bS
zwTa0nU6-1Iqk,N,2,DrBNSDWO-Q9qY,Nt4Fk41p-TZ72,zwTa0nU6-1Iqk
dLY01qDB-2Wdp,N,15,6FQuYOFi-CE5l,mXjJ1bD0-EUtd,dLY01qDB-2Wdp
HDjQOQkM-kyag,N,6,wQsGDFci-K2G8,0R65EUJu-5daA,HDjQOQkM-kyag
5Qd1RaEe-66Rg,N,16,SZGimgLB-HCm7,oO5ASQf0-QQ5K,5Qd1RaEe-66Rg
YFKd99rD-rCik,N,7,7dNGcmCv-Pii5,jUpMyy3T-SECK,YFKd99rD-rCik
usyK3e9z-Ujwb,N,3,i3Kj28Mi-eHxk,ivMm8NAx-5yHc,usyK3e9z-Ujwb
PM9f9kkb-sWyL,N,6,zf1DiwR0-ajKm,h2er7Nrw-cwmr,PM9f9kkb-sWyL
onYjyed7-xvA9,Y,7,B1X4yyxw-p28m,BqNifJpS-ukQ4,onYjyed7-xvA9
lmPD7sit-hPmc,N,5,dGhytE8C-T41x,viGRs1vQ-3eOZ,lmPD7sit-hPmc
eFAsvmT1-9ABb,N,4,igJYxx8g-GCLM,0C82XxZB-qGZw,eFAsvmT1-9ABb
BOUlncMR-nbLK,N,3,Yy8dOi9A-byTs,OEWq9ZR1-iQEk,BOUlncMR-nbLK
Su8EMApP-B5FY,N,2,4rxHj4wS-GfLl,NbH2Scfc-0mnb,Su8EMApP-B5FY
8apAD9Lp-C3xB,N,3,o6FWR89W-hmxC,LOpzFbtl-JnWC,8apAD9Lp-C3xB
6lddJx9I-QlbP,Y,3,7fJ4YCfN-B9J7,el3pwP7Y-1OqA,6lddJx9I-QlbP
jMDXpOiU-iDl2,N,2,jDLrSz7q-2KcQ,EbmWXCC6-bxGw,jMDXpOiU-iDl2
wtDkcFua-SXF9,N,9,yG7Ee8Lq-6beX,WsTOnbN2-q9ov,wtDkcFua-SXF9
EJatMsIH-nYNJ,N,5,XOfwMYun-OB8W,ZEdfLyK9-BtFz,EJatMsIH-nYNJ
6gsQifMB-OclG,N,2,0Mj95J3r-3lR2,r9C1vR13-Zv5k,6gsQifMB-OclG
Zk4T602W-01CN,N,2,tP2emnbt-WdzH,KGHcxOj2-usks,Zk4T602W-01CN
JCHjiivT-DCR0,N,14,RLBNNxbF-4PDi,cojsl1RM-DmEg,JCHjiivT-DCR0
AYr72Xw9-QcyH,N,4,sAPazMSq-A20C,ucEzzNzE-y0W1,AYr72Xw9-QcyH
mcSPy4i7-l15w,N,3,5kBjYtHi-5uK9,vmFGR0xD-Z6tE,mcSPy4i7-l15w
AjelkxqH-eBr1,N,3,xbxfKeyw-D4Y2,cZcTLMGL-MYqp,AjelkxqH-eBr1
4iCSR9c7-Lajk,Y,6,pyyyCfLG-l9PS,ES9sGwhX-XthX,4iCSR9c7-Lajk
QWy7T376-i7p7,N,3,sLxJKxDN-t4F8,6MhpXdLS-DdRT,QWy7T376-i7p7
N3kvQz2H-2ld7,N,4,ooxWhAki-DuW2,k4kZBcYu-j1d6,N3kvQz2H-2ld7
vKlm6JbX-1O1p,N,2,O53wj4ax-iCcm,xz4GJd9M-2bCA,vKlm6JbX-1O1p
wxSymbNJ-mndx,N,2,J4iGTMkN-saEH,fWSSes9S-Kbrb,wxSymbNJ-mndx
W5fggL0M-10Yx,Y,28,k5kkCdbw-AawG,KETWYkUD-ftdy,W5fggL0M-10Yx
jLkwyOvr-0hqL,N,13,0zISkUNa-C2xS,ruzjbt3M-LolC,jLkwyOvr-0hqL
dNCvjW4j-XKdK,N,10,ZNkztTU4-ua8A,ARITZi12-Wkce,dNCvjW4j-XKdK
21zRbqbq-Fz6E,N,8,CO9QrnDL-X14Q,LkyabUhM-ru7h,21zRbqbq-Fz6E
c1dzcYyp-CD14,Y,5,uy5WYcXi-K1sW,orbDoCn4-nEwJ,c1dzcYyp-CD14
PBQv8UCN-yWiq,N,4,8Qkkuvzh-tZGD,kX2ywqsJ-QLNb,PBQv8UCN-yWiq
w6BJBdXs-wpzg,N,7,62GDHRtA-2m5n,2ElAbPOL-4X9p,w6BJBdXs-wpzg
EPyK7BKn-yPoO,Y,7,fdb7naaj-0EfB,ZEsBzrWt-mmte,EPyK7BKn-yPoO
SarA2bx0-qnir,N,7,WO5TJi8n-1cBT,OdXjTU3G-XJ3k,SarA2bx0-qnir
uHcStFs5-9O7P,N,2,vWKldMeR-i857,9XmhpdHj-A75U,uHcStFs5-9O7P
YZR1NrB7-SOWi,N,2,Q4ym0G6G-7LqO,lzoh11kW-D2AD,YZR1NrB7-SOWi
RWdbvps0-hWv9,N,3,evdkeXIJ-cwk4,HaRr8bvx-tv7k,RWdbvps0-hWv9
dnsFsJ5X-FLUC,N,16,CkfqusBX-I04s,2LResaAN-YLJm,dnsFsJ5X-FLUC
HNwXWI3F-13tw,N,2,99q7efQj-LKvf,atiZh64B-LUk0,HNwXWI3F-13tw
J314YT8P-52Wo,N,2,h2R2nlh4-xa1U,ekdKNFwr-mwhL,J314YT8P-52Wo
O1Yn8Jxs-1uFk,N,3,oQxX6SIB-tZOv,gQuSd4UA-7sM0,O1Yn8Jxs-1uFk
Dc9KvkYH-CNtQ,N,4,mHJOfNs6-q928,JwUMNUdT-5PKf,Dc9KvkYH-CNtQ
LYfmgO5g-8yxP,N,15,wXlnZy6w-pSk0,qKLPWT5v-qQxD,LYfmgO5g-8yxP
wDSSRaMc-DkjF,Y,4,7Ce3QRlb-Zd1y,mHW90smn-6i6Q,wDSSRaMc-DkjF
W4yEOop1-0zCB,N,5,jKhWE0wQ-HT1R,pmz9Tivu-0v7w,W4yEOop1-0zCB
KXBxeSun-u3KL,N,4,JGBjDgjR-zlhy,x5L8gNy8-W1sK,KXBxeSun-u3KL
WRGUdxlg-eiQz,N,3,YPLPSisn-gIxT,46DMpIoZ-PUBF,WRGUdxlg-eiQz
FZ5RX7zo-kNTW,N,4,2q0RObIB-NfJb,OMofxQLc-xikK,FZ5RX7zo-kNTW
smLt8pyw-BNzZ,N,12,QPPXAsfA-C5jW,DwLJuOqh-Or9G,smLt8pyw-BNzZ
5DHR5rXJ-6TZ6,N,4,JQMmpCCN-zhUg,Ic8aJSqj-eR0R,5DHR5rXJ-6TZ6
bC7S00pK-DnjX,N,3,ILYPREKu-cmP9,8jOPzj4k-bEPo,bC7S00pK-DnjX
ozzs1Qio-5Q1t,N,3,GvfxyUoG-ybXM,7xz2htSJ-8tcg,ozzs1Qio-5Q1t
a6rtI2Yu-iPI8,N,4,g0GeTnfv-Fj6U,jR8ONt7E-uzq3,a6rtI2Yu-iPI8
yrj8Su44-A9Xk,N,4,EbFQcTzD-jtk4,ocmJ9qDW-j8wJ,yrj8Su44-A9Xk
zgOfQ3op-0YaS,N,4,gU5UyXxH-GbmQ,BU8qrZYt-FkPN,zgOfQ3op-0YaS
Px5SOYIe-1taW,N,4,J8eZCufI-035F,3BxaXLiL-Tads,Px5SOYIe-1taW
GM6TbF12-EvMG,N,6,YYcOgftx-OaCT,luDduPbw-YyvQ,GM6TbF12-EvMG
kS85jZm2-Ol2s,N,4,Kw1eJGID-ptWX,mKdgsthz-vjYD,kS85jZm2-Ol2s
tTBqvjDI-xSp4,N,8,WFSN2rHi-XI7i,7aEqXPLc-lWl1,tTBqvjDI-xSp4
qQJ2jftR-qsjc,N,3,qEm5alYq-wSGX,zJ2gg3KD-oobt,qQJ2jftR-qsjc
QKq2M8lt-L4n2,N,12,fm8yZwyq-qjAE,MgTi4Au5-oDTb,QKq2M8lt-L4n2
Y6XuhDsW-Pz2G,N,3,UrIfwapa-ZE5g,HtBnrP2l-TKFB,Y6XuhDsW-Pz2G
ocFXdIpk-G73b,N,8,oyYhnzGQ-sTqs,rFApdRRO-CxOW,ocFXdIpk-G73b
QEaBwth5-kMxE,N,9,Da07Rzse-qx3u,CoTLMroC-WkM0,QEaBwth5-kMxE
xDLJ6H9B-RGoz,N,2,3DaqIkFL-T68i,Ahncdw1e-k6mM,xDLJ6H9B-RGoz
fwa0FdiX-GgWu,Y,4,O7jsmo7t-MheJ,MnDnURo9-Lz1m,fwa0FdiX-GgWu
cyeIT835-Un2g,Y,3,qQDwikPL-gx57,ZIbeGb8B-nc2q,cyeIT835-Un2g
ILUt5EoB-Nlb2,N,3,8ologoYm-pcy4,ZQwjd6Rd-1cD8,ILUt5EoB-Nlb2
SCqWrevS-PE9K,N,3,7jHlgbXD-HIjS,wizftKlc-v4Y0,SCqWrevS-PE9K
GU4NaR31-gJPK,N,5,sNrZg2p1-4jnf,srYP0Itj-pncj,GU4NaR31-gJPK
MO6RrESg-MAXm,N,5,gXU0aRB2-rMFw,260FCAGN-T3G1,MO6RrESg-MAXm
CGmNAqrO-OxxI,N,3,81q1OOmW-WKeW,CqMhGtpD-Jlvg,CGmNAqrO-OxxI
djZhlGOR-MSF6,N,3,hf8Y9BZM-lxm8,AMOwmsdg-5Dva,djZhlGOR-MSF6
8iOTX6ky-BP3h,N,3,yzkxZwtf-1mNI,Yon82ojw-ZZtu,8iOTX6ky-BP3h
L8sutN4G-1ISX,Y,8,OF2rDlZB-mtdc,upuBUFhf-W7MD,L8sutN4G-1ISX
0qHdoCjx-oCl9,N,10,ALhhIFiW-pDC8,xPZzdZL3-682H,0qHdoCjx-oCl9
2cZFvCR1-tPov,N,7,oTWA9ohy-d0bm,fEu2Z16x-5K5w,2cZFvCR1-tPov
ffuGYamJ-NfOY,N,4,OymK6fi6-lI56,eaNY5x96-t9ds,ffuGYamJ-NfOY
kt0ANdkH-Ymmu,N,3,ytpsCOGr-CRC4,v4rA7Tj2-BeNE,kt0ANdkH-Ymmu
zbm4CjkL-6sMW,N,3,WJgYwrgy-GYXC,D7YxN4JR-JK6h,zbm4CjkL-6sMW
Jpdzy6n1-GLcu,Y,4,7d0rvzUL-bQ6p,GuYQBRLK-Eaea,Jpdzy6n1-GLcu
OcKoQxip-40J5,N,9,YOoHXWM3-p6uB,ZRf2g0Tp-vgDf,OcKoQxip-40J5
wibeZ0AP-2hhm,N,3,0Wfjo8hD-xf1F,Kbdw0djx-AT1h,wibeZ0AP-2hhm
dwuWdnKR-WHm8,N,3,pXIZinPZ-kFyR,i5FF1m8A-uw0A,dwuWdnKR-WHm8
x31ucGYA-eN56,N,7,rUYQXaD0-2rYm,ZNuYu2Gv-Tp3X,x31ucGYA-eN56
7Cw48RxH-mihT,N,3,oQxQydKv-wuD3,Guw8Xb6Z-Wh6u,7Cw48RxH-mihT
uZgil4bI-vTPC,N,7,6WvCJ3cq-7jIS,ZlIdBKKa-x5je,uZgil4bI-vTPC
ZXvXY2R5-6Xfz,N,3,bvvESWMp-GGAY,0UBbjXyv-0ed3,ZXvXY2R5-6Xfz
D6wLHxAj-kPSy,N,2,Ke6ylAMb-fvaw,ZIfJ8tLk-6K5z,D6wLHxAj-kPSy
HyiovXrQ-biJY,Y,7,QPCPNIao-tyOH,s1pqQnsf-lxWS,HyiovXrQ-biJY
SdfMsEB3-Hhx3,Y,6,oAOmHUUg-BiAB,ZtkAcbcU-44TF,SdfMsEB3-Hhx3
2ptBob3d-XApY,N,2,T6Fpexwi-NxHj,zUETdgFM-5UkK,2ptBob3d-XApY
3YOOdyaF-iNIJ,Y,6,M9IjgoXm-pvC0,QcvCOm4m-kn9T,3YOOdyaF-iNIJ
Z03SR2Gd-lceC,N,4,GP5x01UI-YCp0,1G6i7q8u-xcNg,Z03SR2Gd-lceC
AKWAyv8t-BhtL,N,10,4TgygJBL-WmXe,UUaOOhqH-nRsF,AKWAyv8t-BhtL
Od9mAr0j-F8mp,N,2,qBbdfu0B-la7h,mFEqQ22P-tkUN,Od9mAr0j-F8mp
pYGCxHsE-XOHK,N,10,KgJviA80-AEKp,MLipGXaq-CDIn,pYGCxHsE-XOHK
QCi0u9hN-2L8j,N,3,tpoQ1Mdq-QZHM,YnHn8dEA-yG7c,QCi0u9hN-2L8j
ggBpbnWy-Tkuz,Y,2,Yh8NMi89-fINf,EjcdpjCl-Hh2r,ggBpbnWy-Tkuz
HqgPgavC-KcQn,N,8,kXNQRev9-lNJH,TIJAYfiT-ZS2q,HqgPgavC-KcQn
JzzETggK-RFJd,N,5,IRtpwqsM-lu0d,ZU3OrMBR-pQKW,JzzETggK-RFJd
1whuSqy7-ftUt,Y,8,ISZvJ1uz-pg1Y,eKxL00nF-lH1F,1whuSqy7-ftUt
I44f2rP5-5oFj,N,3,GsSgwTlf-ntjk,6xAY5TNS-0nJl,I44f2rP5-5oFj
bjcaDUM7-vuk4,N,8,eBbfH35b-R4EA,xkZiq18b-FMou,bjcaDUM7-vuk4
anfmfUtW-z2bA,N,7,QctDNSA1-2IuG,F27KPczE-AYGR,anfmfUtW-z2bA
3uxkWQLE-zE74,N,14,FszllXTr-8dfA,m9g0ybqj-nrCD,3uxkWQLE-zE74
OXSy3owc-qUfg,Y,5,0kZPkE71-rDtK,JPQeFR0T-0Yqr,OXSy3owc-qUfg
JTO9rPSa-EzUG,N,10,OodMvsLW-x2j5,qexrug1Q-Qbco,JTO9rPSa-EzUG
YdmWgnI5-ItEE,N,3,WHnR8TRt-SFSJ,p45f135w-Tmnk,YdmWgnI5-ItEE
N1gO9TuZ-lNfH,N,4,buUCBbBw-zu93,w0yxt3Id-SDz4,N1gO9TuZ-lNfH
IXNFnxmY-25W9,N,8,83RHbgwK-x5qR,04FGwNHU-pgPQ,IXNFnxmY-25W9
I6a09HgA-dELK,Y,4,aHW44qwN-0PAf,yqfS6bOd-5iXn,I6a09HgA-dELK
3FBCHTG1-Xwia,N,4,LJeqAUjy-TuB5,5vcNPj1Q-eqSd,3FBCHTG1-Xwia
9LhhvUip-5gdl,N,10,nZWzoXlg-QS1x,ZDkU6ES1-9zR1,9LhhvUip-5gdl
ao5k1qDe-Jvc3,Y,16,NtHl0n1f-XcRh,oUppS4tZ-sg0m,ao5k1qDe-Jvc3
97xTUybv-jYBh,N,4,nJUMHQTL-pSDL,1d9RIhk6-vwov,97xTUybv-jYBh
RO4cffBG-t7f6,Y,3,iNmBdj58-zvgS,w7OOMreP-K7QD,RO4cffBG-t7f6
8m260ipP-sZLs,N,10,Fx9dYCdl-EGAH,1R6ZIzMt-g0c1,8m260ipP-sZLs
H7HYfF5r-w0wY,Y,7,xAPhPvjb-0FQF,lP1bUHUG-g2Cz,H7HYfF5r-w0wY
TqLdEbZh-GhcL,Y,3,ouEbChYk-v5Ce,26HJhncj-lgpl,TqLdEbZh-GhcL
nOkTAQ4Q-LDp7,N,3,fIsMmWiP-QgJz,IZIBoI7y-Ld2U,nOkTAQ4Q-LDp7
ltwfKMmD-7Ql6,N,3,RyASGB7j-uAUp,NwREnO1m-ttoH,ltwfKMmD-7Ql6
EYLRCNLF-5Tfk,N,7,g4LyHtN2-OKOf,z2wHBm5a-6Oxa,EYLRCNLF-5Tfk
WYxupFIc-vRGd,N,4,aBWsfMKT-gnsN,JpiNsi5d-ENRW,WYxupFIc-vRGd
1UfPo7P1-2JUg,N,7,hK1cCLQW-vdWe,KCk98zOA-eTtY,1UfPo7P1-2JUg
ucz7qlvG-COvC,N,4,njCTNZrl-H6gM,rMUuJlA6-uwkl,ucz7qlvG-COvC
FbniUMXZ-fyGe,N,16,DxUyApkl-CA1T,qxCysOTw-haWr,FbniUMXZ-fyGe
WOv0b2vO-JlzW,N,4,je0Jb0to-60yx,35EnK4Qr-8J3T,WOv0b2vO-JlzW
F6uGEElT-AAy0,N,2,lcp93JFR-Hqcl,057tRL54-UQNE,F6uGEElT-AAy0
i2neWCk3-SYLE,N,13,xLQFLQhr-EJU9,tlRGQ61i-klQK,i2neWCk3-SYLE
eQdm5JdR-qWWQ,N,2,Q9X8lTMc-eQvG,iwzykZBx-tBxb,eQdm5JdR-qWWQ
I306dmFH-lX0z,N,4,kwdtXOqC-LC53,ipBHhzD8-EdIu,I306dmFH-lX0z
LOp6uTdG-akGh,Y,2,dSX3kIMs-NRUc,GrYYoA0X-uAFW,LOp6uTdG-akGh
dWsFaRMj-sqJL,N,2,X2rHo0Ev-sfm5,syS0dqzT-ZcOq,dWsFaRMj-sqJL
5gwnZuND-uvEt,N,3,Q0iejMzi-Rthr,6arwnRrj-SWs9,5gwnZuND-uvEt
KP2kmvIb-7QzJ,N,2,KT1MrrOb-gO6g,5mje05T1-UvDi,KP2kmvIb-7QzJ
OBZ5Zsys-by8L,Y,5,8CC7vcj6-o5f6,YnBNz8g7-e6jO,OBZ5Zsys-by8L
RWSITLQW-oIZf,N,9,U7XtKfq0-0N2y,HEes53Y7-cdHi,RWSITLQW-oIZf
ofoL1pe9-CTPu,N,7,suXghdLr-DnCy,fAK0uGvJ-Bs9X,ofoL1pe9-CTPu
