person_id,person_age,person_income,person_home_ownership,person_emp_length,person_id
WJ1Swr8q-yosD,26,59760,Mortgage,NULL,WJ1Swr8q-yosD
wj6mfSy2-Tbjj,25,39000,Rent,9,wj6mfSy2-Tbjj
WJagmios-2oIh,30,115000,Rent,3,WJagmios-2oIh
Wjb3cyzx-2nM7,30,14800,Rent,5,Wjb3cyzx-2nM7
wJb5l1fM-f37n,22,68000,Mortgage,6,wJb5l1fM-f37n
wjbuyhj2-9sRo,24,64000,Mortgage,3,wjbuyhj2-9sRo
wjchhL2n-YmTL,33,70000,Rent,0,wjchhL2n-YmTL
wJeNodrR-SCgp,22,70000,Mortgage,6,wJeNodrR-SCgp
wJFepp6k-tOBp,24,140000,Mortgage,7,wJFepp6k-tOBp
WJfoN9Hd-7ts4,22,52000,Rent,6,WJfoN9Hd-7ts4
WJgYwrgy-GYXC,22,35000,Rent,3,WJgYwrgy-GYXC
wjLhupv0-lZrq,22,62400,Mortgage,6,wjLhupv0-lZrq
wJR9jUhx-9OqP,24,79000,Rent,8,wJR9jUhx-9OqP
WjRdK1P5-jMah,22,88620,Mortgage,6,WjRdK1P5-jMah
WJRRYYy9-Bkv1,28,120000,Mortgage,12,WJRRYYy9-Bkv1
Wk53HuPK-kr51,31,80000,Mortgage,10,Wk53HuPK-kr51
WkBWCXDp-4pNd,30,34000,Rent,0,WkBWCXDp-4pNd
WkHEQYYt-CQgL,27,48000,Rent,5,WkHEQYYt-CQgL
wkhNWd7q-klxI,21,29004,Mortgage,3,wkhNWd7q-klxI
wKIGGIWE-wah3,27,40000,Rent,10,wKIGGIWE-wah3
wKkI2DIn-tH7X,31,110000,Mortgage,4,wKkI2DIn-tH7X
WkLyhSA0-2Aep,23,57700,Mortgage,7,WkLyhSA0-2Aep
WKNAdUAg-qhzc,28,73200,Rent,2,WKNAdUAg-qhzc
wknyjegH-4z2m,24,99000,,8,wknyjegH-4z2m
WkoD591Z-sJBQ,26,16800,Rent,0,WkoD591Z-sJBQ
wKOt7YvY-Ws8y,26,62000,Rent,10,wKOt7YvY-Ws8y
wksFkcjz-HFTJ,24,97000,Mortgage,3,wksFkcjz-HFTJ
WkSxEOOE-yeiB,31,120000,Mortgage,9,WkSxEOOE-yeiB
wkweF4SD-bJC7,23,48880,Rent,2,wkweF4SD-bJC7
wKyc0Yjf-bYUM,22,38000,Rent,0,wKyc0Yjf-bYUM
WL4QEhlA-nETn,32,40320,Rent,4,WL4QEhlA-nETn
wLAYCLnd-oxRZ,28,11029,Mortgage,12,wLAYCLnd-oxRZ
WlCYFU0R-wChf,34,120000,Rent,17,WlCYFU0R-wChf
wLD0t9C9-Caqx,27,35000,Rent,4,wLD0t9C9-Caqx
WliB5ZOD-jxdP,31,25000,Own,0,WliB5ZOD-jxdP
wLKMPrNu-yciO,26,58650,Mortgage,3,wLKMPrNu-yciO
wlpiWFJR-aYbO,31,38000,Rent,15,wlpiWFJR-aYbO
WLpjJuMy-shlY,35,24996,Rent,6,WLpjJuMy-shlY
wlrNAUfF-WpeW,22,80000,Rent,6,wlrNAUfF-WpeW
wLtw4mvx-J8LA,46,47000,Mortgage,5,wLtw4mvx-J8LA
WLUl0xdu-CAnT,23,85000,Mortgage,6,WLUl0xdu-CAnT
WM5TJmyd-E0Fz,NULL,110000,Rent,9,WM5TJmyd-E0Fz
WM60zmBv-4wmS,27,42000,Rent,3,WM60zmBv-4wmS
wM6lPFS1-dYAN,37,92000,Rent,0,wM6lPFS1-dYAN
wMaPDqtY-cMTB,26,96000,Rent,2,wMaPDqtY-cMTB
wMArkMdg-GgBc,33,98784,Mortgage,3,wMArkMdg-GgBc
wmasRQ18-6OlQ,35,28000,Own,3,wmasRQ18-6OlQ
wMB95s2c-YENQ,27,156000,Mortgage,8,wMB95s2c-YENQ
wmBoxFEm-hxMW,26,128000,Mortgage,8,wmBoxFEm-hxMW
wmD0zyq9-lO1w,43,68000,Own,9,wmD0zyq9-lO1w
wmfjfXkd-vOQd,25,60900,Rent,2,wmfjfXkd-vOQd
wmjZvRj6-hP4Y,22,43200,Rent,6,wmjZvRj6-hP4Y
wmk47lNm-iybn,42,82000,Mortgage,13,wmk47lNm-iybn
wMp1ZyKP-gOyI,31,15000,Rent,2,wMp1ZyKP-gOyI
WMvSuDX3-KBU3,45,33600,Rent,8,WMvSuDX3-KBU3
wMW1kO60-45R5,24,105000,Mortgage,8,wMW1kO60-45R5
wmyfNFwk-3oy6,27,50000,Rent,4,wmyfNFwk-3oy6
wn2WdbU0-KLv1,30,114400,Mortgage,14,wn2WdbU0-KLv1
WN43Fgwo-06Pa,24,36000,Rent,3,WN43Fgwo-06Pa
Wn49dwNy-vSqk,23,60000,Mortgage,6,Wn49dwNy-vSqk
wNB5zNYi-imq8,22,98000,Mortgage,5,wNB5zNYi-imq8
WnCTP02A-GYbb,26,48500,Mortgage,9,WnCTP02A-GYbb
WndP3Dh1-pGFs,29,70000,Other,1,WndP3Dh1-pGFs
wNEkY2EF-Bxtc,26,78000,Rent,1,wNEkY2EF-Bxtc
wNHwM4wS-dPqM,27,37000,Rent,1,wNHwM4wS-dPqM
WnjQX5S6-5eWp,25,225000,Rent,5,WnjQX5S6-5eWp
WNJvhSG1-URkQ,21,60000,Rent,3,WNJvhSG1-URkQ
Wnl5YpRl-mdx0,26,105000,Mortgage,0,Wnl5YpRl-mdx0
WNmAIARY-zb4M,25,33280,Rent,1,WNmAIARY-zb4M
wNsNrpO5-Drkw,23,83000,Mortgage,7,wNsNrpO5-Drkw
WnSPsPr7-bujd,23,65000,Own,6,WnSPsPr7-bujd
WntQ1h0g-ndF5,25,86004,Rent,1,WntQ1h0g-ndF5
WNzLQ2E0-FBJG,26,70000,Mortgage,0,WNzLQ2E0-FBJG
wO08SlYA-oaT3,28,62851,Mortgage,8,wO08SlYA-oaT3
WO4bF6sy-1on4,24,154000,Mortgage,8,WO4bF6sy-1on4
WO5TJi8n-1cBT,32,84000,Mortgage,15,WO5TJi8n-1cBT
wo9Ldvk4-YQg9,33,70000,Rent,18,wo9Ldvk4-YQg9
wOALFuPJ-tx3u,40,56472,Rent,4,wOALFuPJ-tx3u
WoAt886o-qIeY,28,58000,Rent,5,WoAt886o-qIeY
WocJQnAo-4E8L,25,80000,Rent,5,WocJQnAo-4E8L
WocOQIaN-tgwq,35,58000,Rent,0,WocOQIaN-tgwq
WoeYB1U5-3vNb,26,48000,Rent,4,WoeYB1U5-3vNb
woJ6GbvG-3MII,27,37200,Rent,0,woJ6GbvG-3MII
wojajvlF-wtHb,22,117000,Mortgage,6,wojajvlF-wtHb
wOkFuH8o-uaYx,23,33000,Rent,5,wOkFuH8o-uaYx
WOKqy5xS-HwK0,22,29100,Rent,2,WOKqy5xS-HwK0
WolCsthq-z0O0,29,100000,Mortgage,5,WolCsthq-z0O0
WOm68ybv-4qfz,24,54000,Own,8,WOm68ybv-4qfz
WOMKhOtb-vAM4,30,45000,Rent,0,WOMKhOtb-vAM4
WoUC6kgF-tu3t,29,74872,Rent,4,WoUC6kgF-tu3t
Wow72pfO-gnKn,24,47211,Own,8,Wow72pfO-gnKn
wowqX979-BnpF,30,60000,Rent,1,wowqX979-BnpF
Woz9SBDY-hea0,27,140000,Mortgage,0,Woz9SBDY-hea0
wP1Fjkpc-6x1D,22,135000,Mortgage,0,wP1Fjkpc-6x1D
wP6Acupj-wxNI,26,30000,Rent,2,wP6Acupj-wxNI
Wp7yTBbG-RKYp,37,408000,Rent,14,Wp7yTBbG-RKYp
Wp9HYn2l-Bsl3,24,55000,Mortgage,8,Wp9HYn2l-Bsl3
wpaL8ZXh-N0vg,26,58000,Rent,0,wpaL8ZXh-N0vg
wpaSB5mK-kq19,24,28800,Mortgage,5,wpaSB5mK-kq19
WPEfGugI-dNXT,23,62400,Rent,0,WPEfGugI-dNXT
wpeFwKUn-ytZN,28,44000,Mortgage,12,wpeFwKUn-ytZN
WPGTERPc-CBSj,27,42000,Rent,1,WPGTERPc-CBSj
WPHJHrCs-EAt6,31,42000,Rent,12,WPHJHrCs-EAt6
WPlqOkmd-oXTe,43,68400,Mortgage,9,WPlqOkmd-oXTe
WPmxQGTy-aXCJ,22,67350,Mortgage,6,WPmxQGTy-aXCJ
WPrAe3hK-5LMC,24,24000,Mortgage,3,WPrAe3hK-5LMC
Wpvvy5R2-ZWjn,27,80000,Mortgage,NULL,Wpvvy5R2-ZWjn
WPWToBXX-xgwP,28,63550,Mortgage,12,WPWToBXX-xgwP
wPYHUWRR-2Rdh,29,50000,Mortgage,13,wPYHUWRR-2Rdh
wpZTefJs-t12q,21,10000,Own,2,wpZTefJs-t12q
WQ9Wr3r0-Nbr7,32,NULL,Rent,0,WQ9Wr3r0-Nbr7
WqAH2krd-Q3uB,22,37342,Rent,3,WqAH2krd-Q3uB
WQc88kwr-HYvY,22,37440,Rent,1,WQc88kwr-HYvY
WQCX23AR-z2kI,27,66000,Mortgage,0,WQCX23AR-z2kI
wqE7aw0Z-UH3e,33,30929,Mortgage,12,wqE7aw0Z-UH3e
WQFxiLDX-jF9h,23,44400,Rent,0,WQFxiLDX-jF9h
wQG03rdx-8z4c,23,61440,Own,6,wQG03rdx-8z4c
WqHIE6Ub-jASB,26,15000,Rent,0,WqHIE6Ub-jASB
wQjd4F7u-P45x,26,86004,Rent,0,wQjd4F7u-P45x
wQjxqMkJ-NX2r,27,107000,Mortgage,4,wQjxqMkJ-NX2r
WqLJrtiu-NWgM,22,85992,Mortgage,6,WqLJrtiu-NWgM
WqmA1eco-hDtv,32,57000,Mortgage,11,WqmA1eco-hDtv
wQrF9ZBn-Dwt6,39,125000,Mortgage,13,wQrF9ZBn-Dwt6
WQRqrHGZ-ZOBv,23,35000,Mortgage,7,WQRqrHGZ-ZOBv
wQsGDFci-K2G8,34,135000,Mortgage,18,wQsGDFci-K2G8
WqSyzwOJ-jM8s,29,57995,Rent,8,WqSyzwOJ-jM8s
WqvFtkqc-jquj,21,65004,Mortgage,5,WqvFtkqc-jquj
WqWogdnB-iyZc,26,99085,Mortgage,10,WqWogdnB-iyZc
WqYS1Jeg-XCxj,29,36000,Rent,5,WqYS1Jeg-XCxj
WQz1xCtg-rQBx,23,NULL,Rent,0,WQz1xCtg-rQBx
wQzHFqG6-lP3G,23,46852,Rent,3,wQzHFqG6-lP3G
WqZJaTea-ucY5,26,51996,Mortgage,10,WqZJaTea-ucY5
Wr2olgF8-vYl4,23,97000,Mortgage,0,Wr2olgF8-vYl4
wrGxtmxk-cRAy,48,40000,Rent,2,wrGxtmxk-cRAy
wRH76ayd-yGMB,21,32000,Rent,5,wRH76ayd-yGMB
WrJSbz5F-lqhz,27,88000,Rent,11,WrJSbz5F-lqhz
Wrk45jXX-FoMd,25,18000,Mortgage,1,Wrk45jXX-FoMd
wrmcvxtY-Jk0A,23,51000,Rent,3,wrmcvxtY-Jk0A
WRMDNXvE-xFK1,24,60000,Mortgage,NULL,WRMDNXvE-xFK1
wrOGGFfq-ThKb,22,62000,Mortgage,6,wrOGGFfq-ThKb
wrsH578m-evKg,22,42000,Mortgage,6,wrsH578m-evKg
WRXQ8QU6-OdN6,21,67400,Mortgage,2,WRXQ8QU6-OdN6
wrYngnD7-NhG8,28,60675,Mortgage,6,wrYngnD7-NhG8
WRyu7dUn-eftd,25,57600,Mortgage,4,WRyu7dUn-eftd
WRzjj0aD-XyKa,24,75000,Mortgage,0,WRzjj0aD-XyKa
wS0LPCGS-fuXX,36,828000,Mortgage,3,wS0LPCGS-fuXX
WS0uytRN-0tPY,31,83000,Rent,2,WS0uytRN-0tPY
WS35sZH7-Xvkr,24,55000,Own,3,WS35sZH7-Xvkr
WS6IzbQL-lcWS,26,52000,Own,10,WS6IzbQL-lcWS
WS6KtcJ8-d27J,23,72000,Mortgage,5,WS6KtcJ8-d27J
WS9F6Nxk-ROp1,21,42000,Rent,5,WS9F6Nxk-ROp1
WsbxYA2a-1ugB,22,40542,Mortgage,6,WsbxYA2a-1ugB
wsdotuk7-EaDf,36,84996,Mortgage,11,wsdotuk7-EaDf
WsePdzbL-uKZK,24,20800,Own,0,WsePdzbL-uKZK
Wsg5IBUZ-gPEg,34,18000,Rent,0,Wsg5IBUZ-gPEg
wSHOaz08-eKX6,23,42240,Mortgage,3,wSHOaz08-eKX6
wsjnbC8r-apaJ,28,60000,Mortgage,12,wsjnbC8r-apaJ
WsLKBQBI-Qimi,37,21600,Rent,7,WsLKBQBI-Qimi
wSME1qeW-ueNM,27,48500,Rent,1,wSME1qeW-ueNM
WsMnunRc-ZJHl,30,85000,Rent,0,WsMnunRc-ZJHl
wsnzdhbL-9wOY,26,74000,Mortgage,9,wsnzdhbL-9wOY
Wstakxtd-wLC5,24,79631,Rent,NULL,Wstakxtd-wLC5
wStEUxl3-L5Jb,23,36000,Rent,2,wStEUxl3-L5Jb
wsTfZEPA-Fpe6,38,170000,Rent,0,wsTfZEPA-Fpe6
wsTMqNRM-3FcZ,24,38000,Rent,6,wsTMqNRM-3FcZ
WStTbJrq-i5xZ,23,50000,Mortgage,7,WStTbJrq-i5xZ
wsUTJ6z9-Knyl,30,138000,Mortgage,3,wsUTJ6z9-Knyl
WSvrg74r-n4KC,37,65000,Rent,7,WSvrg74r-n4KC
WsWG1wkA-9p9v,22,62000,Mortgage,6,WsWG1wkA-9p9v
wSxgZHym-YzmQ,25,55344,Rent,2,wSxgZHym-YzmQ
wSXzkhki-uq90,28,52828,Mortgage,6,wSXzkhki-uq90
wSyK7HA8-TMNa,41,45840,Rent,5,wSyK7HA8-TMNa
WSypsTjR-M94g,23,78000,Rent,7,WSypsTjR-M94g
wSZsA6D8-n4vQ,24,50000,Mortgage,4,wSZsA6D8-n4vQ
Wt2RC3HR-2Gv7,36,30000,Rent,0,Wt2RC3HR-2Gv7
wt6BPAAd-P8h2,40,108000,Own,NULL,wt6BPAAd-P8h2
WT6l2bku-sxPF,40,120000,Own,15,WT6l2bku-sxPF
WTaTWD7R-nB26,28,72000,Mortgage,9,WTaTWD7R-nB26
wTBrY3Cp-opX3,23,42996,Rent,2,wTBrY3Cp-opX3
WTcZEphw-uKlo,29,130000,Mortgage,13,WTcZEphw-uKlo
wtd3ed0f-esI7,24,75000,Mortgage,4,wtd3ed0f-esI7
WTDEbRDA-rSMz,30,54996,Rent,4,WTDEbRDA-rSMz
wtmHwvh9-jwkk,45,52000,Rent,0,wtmHwvh9-jwkk
WTni3MpJ-TgoD,25,118000,Mortgage,9,WTni3MpJ-TgoD
wtPFCOiY-rWIE,33,33500,Rent,0,wtPFCOiY-rWIE
wTPiFm9a-wmR3,29,145000,Mortgage,0,wTPiFm9a-wmR3
wTPSG1Ak-zh1L,38,12000,Own,NULL,wTPSG1Ak-zh1L
wu451DYE-4oRo,23,34000,Rent,5,wu451DYE-4oRo
wu9jzio0-wGSo,36,60000,Rent,3,wu9jzio0-wGSo
WuC8zJJx-YMaW,22,32000,Mortgage,3,WuC8zJJx-YMaW
wudEPH1x-5Hps,31,86000,Rent,1,wudEPH1x-5Hps
wUFbxdAw-XXgj,23,35000,Rent,2,wUFbxdAw-XXgj
wufRzCSG-AvUw,30,26400,Rent,14,wufRzCSG-AvUw
wuM1Jfre-U3o4,39,78000,Rent,3,wuM1Jfre-U3o4
wure6Quf-46Jj,23,57600,Mortgage,7,wure6Quf-46Jj
WuSdOYSO-YrHC,24,74000,Mortgage,6,WuSdOYSO-YrHC
WuthMRXa-thJL,33,24000,Mortgage,2,WuthMRXa-thJL
WuZk1Uoz-Rzxy,29,70000,Mortgage,3,WuZk1Uoz-Rzxy
Wv1JzDiZ-p4mv,23,36000,Rent,3,Wv1JzDiZ-p4mv
Wv23TsM5-AzWi,40,13273,Rent,3,Wv23TsM5-AzWi
wv95d1tM-vuLh,26,50400,Mortgage,3,wv95d1tM-vuLh
WvFeoIT2-NfXS,29,115000,Own,12,WvFeoIT2-NfXS
WvGb5NMz-SNoP,37,84000,Mortgage,21,WvGb5NMz-SNoP
WvikzddB-Fzo8,23,85000,Rent,2,WvikzddB-Fzo8
wvOjyy33-zshk,23,38400,Mortgage,7,wvOjyy33-zshk
wvOzrj68-gt5h,31,55000,Mortgage,3,wvOzrj68-gt5h
wvZ4ETy2-gheu,24,35000,Mortgage,7,wvZ4ETy2-gheu
WvzOfewI-ZHrG,25,90000,Mortgage,9,WvzOfewI-ZHrG
Ww55juC7-WFMZ,25,30300,Mortgage,4,Ww55juC7-WFMZ
wW7M1ehu-4Pcf,23,29000,Rent,0,wW7M1ehu-4Pcf
WW9HmBR8-o3pi,32,20400,Rent,2,WW9HmBR8-o3pi
wwAHjpsR-gBJO,28,50000,Rent,12,wwAHjpsR-gBJO
WwbbmXqU-BSvY,33,75000,Mortgage,17,WwbbmXqU-BSvY
WWbNnPqB-N4XU,25,42240,Own,10,WWbNnPqB-N4XU
WWBvXxN6-vqov,23,74000,Rent,7,WWBvXxN6-vqov
WWf0po74-MCdr,23,67000,Own,1,WWf0po74-MCdr
WwGmATlP-KWuB,38,72000,Mortgage,10,WwGmATlP-KWuB
Wwj8Mg9C-LyD9,23,50000,Mortgage,3,Wwj8Mg9C-LyD9
WwL7JZBq-ApL9,33,40000,Mortgage,4,WwL7JZBq-ApL9
wwLKi4Ro-GUJg,32,68000,Mortgage,6,wwLKi4Ro-GUJg
WWLkolig-5ZoB,27,75000,Rent,6,WWLkolig-5ZoB
WwMbxox0-gFJD,26,31200,Mortgage,4,WwMbxox0-gFJD
WwMWRgFh-j5Fm,22,48000,Mortgage,5,WwMWRgFh-j5Fm
wWnevDHl-PXXF,26,108000,Rent,2,wWnevDHl-PXXF
wwoeWoU4-Io1i,30,NULL,Mortgage,2,wwoeWoU4-Io1i
wwpyUKHJ-INIQ,22,71000,Mortgage,6,wwpyUKHJ-INIQ
wwR1o7lL-XSpo,23,61498,Mortgage,5,wwR1o7lL-XSpo
WWRpF9Rv-00lp,32,27000,Rent,2,WWRpF9Rv-00lp
wWsYD2yj-HWNd,51,72800,Mortgage,0,wWsYD2yj-HWNd
wWvFnbkK-NXzS,31,42096,Rent,15,wWvFnbkK-NXzS
wwwtdBl4-v8vb,41,43000,Own,3,wwwtdBl4-v8vb
wwx8gF2c-TwQF,36,45000,Rent,14,wwx8gF2c-TwQF
WwXmM553-qv8j,27,231252,Mortgage,1,WwXmM553-qv8j
WwXrx0nj-UG9n,33,56312,Rent,2,WwXrx0nj-UG9n
wX3aWfQn-p7a4,25,36000,Rent,3,wX3aWfQn-p7a4
WX6L0v8J-wBHU,22,50000,Own,3,WX6L0v8J-wBHU
WxbsddLX-16Ok,34,60000,Rent,1,WxbsddLX-16Ok
WxCGMcxd-t6x6,26,40610,Mortgage,7,WxCGMcxd-t6x6
WXg2X7ay-4bg1,34,120000,Rent,NULL,WXg2X7ay-4bg1
WXgJiuqx-UOyU,27,140000,Rent,0,WXgJiuqx-UOyU
wXHziwfe-4pC2,23,97000,Rent,7,wXHziwfe-4pC2
wXiUBziv-iEnX,23,90096,Mortgage,0,wXiUBziv-iEnX
wXlnZy6w-pSk0,36,120000,Mortgage,12,wXlnZy6w-pSk0
WxlTNm0U-FehP,28,75000,Rent,3,WxlTNm0U-FehP
wXmiLK5K-rFJ1,26,55000,Rent,10,wXmiLK5K-rFJ1
wxOJIgEo-634U,31,85000,Mortgage,15,wxOJIgEo-634U
WXpGxcsQ-4RjG,24,100000,Mortgage,8,WXpGxcsQ-4RjG
WXPxnDEf-ebJE,28,32000,Rent,5,WXPxnDEf-ebJE
WXPXzDcI-7zGl,24,26000,Rent,2,WXPXzDcI-7zGl
WXqkgy4i-lLX0,25,58020,Rent,9,WXqkgy4i-lLX0
WxwSRLdu-iL0q,24,38112,Rent,2,WxwSRLdu-iL0q
wxzeuW54-L91K,24,23500,Mortgage,2,wxzeuW54-L91K
WyaufPKX-p6ek,24,59000,Rent,5,WyaufPKX-p6ek
wye1UqLm-dXDY,27,105000,Rent,1,wye1UqLm-dXDY
wYfBbt35-vmjZ,32,31000,Rent,2,wYfBbt35-vmjZ
WYghgX6x-WjH8,21,47760,Mortgage,2,WYghgX6x-WjH8
wygKca1j-6q8L,36,144000,Mortgage,1,wygKca1j-6q8L
WYj9Q5Df-PLjK,22,60000,Mortgage,NULL,WYj9Q5Df-PLjK
WyMywUZd-WtEU,26,28800,Rent,4,WyMywUZd-WtEU
WYOvLRcf-d5xt,30,66000,Mortgage,NULL,WYOvLRcf-d5xt
wyuLqvbe-o3rt,28,50000,Rent,1,wyuLqvbe-o3rt
wyxQbIMv-YCHo,28,140000,Own,1,wyxQbIMv-YCHo
wYYiwuHd-L61G,24,19000,Own,3,wYYiwuHd-L61G
wyzBbEKx-4iuc,25,62467,Rent,1,wyzBbEKx-4iuc
Wz2Qv33A-8FvI,49,64600,Mortgage,4,Wz2Qv33A-8FvI
WZ3eT2BL-hLE4,24,96500,Mortgage,1,WZ3eT2BL-hLE4
Wz6EF9PJ-3lQm,25,75000,Mortgage,9,Wz6EF9PJ-3lQm
WZa0jvQj-FM5z,29,17004,Rent,8,WZa0jvQj-FM5z
wZAFk7nW-gPqo,29,65000,Mortgage,11,wZAFk7nW-gPqo
WzAHgDcJ-MKvJ,23,65000,Mortgage,0,WzAHgDcJ-MKvJ
WZjx2s7c-tzNg,35,30000,Rent,0,WZjx2s7c-tzNg
wzoMg4DU-dH4g,25,54503,Rent,9,wzoMg4DU-dH4g
wzPDvUEq-BRai,23,60000,Mortgage,7,wzPDvUEq-BRai
wZs63o0t-GhOz,39,28650,Mortgage,1,wZs63o0t-GhOz
wztWoEnb-goIW,27,42000,Mortgage,0,wztWoEnb-goIW
wztZwKcf-CFFh,21,13200,Own,0,wztZwKcf-CFFh
wzxwUx7y-doIk,22,43000,Own,5,wzxwUx7y-doIk
x04TJaRi-KjbZ,52,30000,Rent,6,x04TJaRi-KjbZ
x0dMFnxX-fmrJ,23,140000,Rent,5,x0dMFnxX-fmrJ
X0Gc7zFK-PZob,NULL,74628,Mortgage,NULL,X0Gc7zFK-PZob
X0oo0W2G-oKeZ,57,53000,Mortgage,1,X0oo0W2G-oKeZ
x0OXLlPC-1WyK,32,103000,Mortgage,3,x0OXLlPC-1WyK
x0PSUrWN-1nJB,40,74500,Rent,2,x0PSUrWN-1nJB
x0qE75yy-Isu0,31,19200,Rent,0,x0qE75yy-Isu0
X0y7Nkn1-CGKK,33,105000,Mortgage,4,X0y7Nkn1-CGKK
X15xZ5rk-nJJX,22,33000,Rent,2,X15xZ5rk-nJJX
X1aLUie5-1IIJ,23,46000,Mortgage,NULL,X1aLUie5-1IIJ
X1c2Md2v-fNvg,30,36000,Mortgage,7,X1c2Md2v-fNvg
X1e45piy-7QY3,28,34320,Mortgage,5,X1e45piy-7QY3
x1hErerk-bbl2,23,100000,Mortgage,0,x1hErerk-bbl2
X1hOll5o-0GQ0,22,22800,Rent,4,X1hOll5o-0GQ0
X1o5Dvgd-U3mC,30,96000,Mortgage,7,X1o5Dvgd-U3mC
X1TnBZdo-d57q,23,75000,Mortgage,6,X1TnBZdo-d57q
x1TuUHMJ-jKB3,24,45000,Mortgage,2,x1TuUHMJ-jKB3
x25uwrpf-9k9D,32,NULL,,7,x25uwrpf-9k9D
x29rsAGc-pBjw,24,70000,Rent,3,x29rsAGc-pBjw
X2FU3BkJ-8hvb,41,82000,Mortgage,18,X2FU3BkJ-8hvb
X2rHo0Ev-sfm5,24,99000,Mortgage,8,X2rHo0Ev-sfm5
X31gdoOQ-yQIC,24,60000,Mortgage,8,X31gdoOQ-yQIC
X37IRs9S-wl0A,23,98280,Mortgage,7,X37IRs9S-wl0A
x3m38Zcm-yXG5,29,96000,Mortgage,4,x3m38Zcm-yXG5
x3oR45Uy-UhsU,33,59000,Mortgage,6,x3oR45Uy-UhsU
X3TzHmU8-6Hip,23,28000,Rent,0,X3TzHmU8-6Hip
x46ll3OU-gq9L,30,78111,Mortgage,5,x46ll3OU-gq9L
x4AjEi8m-xuOD,32,66725,Rent,4,x4AjEi8m-xuOD
X4CJSie9-3Qy6,29,210000,Mortgage,2,X4CJSie9-3Qy6
X4fCIsOH-diz7,28,63000,Mortgage,1,X4fCIsOH-diz7
X4fGhf1i-6T2J,31,70000,Mortgage,9,X4fGhf1i-6T2J
X4PQWYji-tR9M,23,43000,Mortgage,3,X4PQWYji-tR9M
X4rfOfCd-rkSs,47,95000,Mortgage,13,X4rfOfCd-rkSs
x4wmx19K-JGLY,30,66000,Mortgage,8,x4wmx19K-JGLY
X506OG6h-Yxn5,23,130000,Rent,7,X506OG6h-Yxn5
X58sNYrA-wT4H,22,66000,Rent,6,X58sNYrA-wT4H
X5A8gzvj-sRvk,23,30000,Rent,2,X5A8gzvj-sRvk
X5sLBe45-oCX4,21,28000,Rent,3,X5sLBe45-oCX4
x5y1RLaZ-k8vW,23,87000,Mortgage,2,x5y1RLaZ-k8vW
X5zpF4fZ-I0yC,29,44400,Mortgage,NULL,X5zpF4fZ-I0yC
X60Qhyd8-Tg39,26,45000,Mortgage,10,X60Qhyd8-Tg39
X6Hps2e8-GQcB,35,25380,Mortgage,3,X6Hps2e8-GQcB
x6lLvpxF-4OMJ,21,28800,Mortgage,2,x6lLvpxF-4OMJ
X6TX769q-2Zy4,41,54000,Rent,5,X6TX769q-2Zy4
x6vmnUAp-PCkv,24,56500,Rent,1,x6vmnUAp-PCkv
x6X96Cwb-bZjS,22,27560,Own,6,x6X96Cwb-bZjS
x7aFISAN-Tkl5,25,58000,Rent,5,x7aFISAN-Tkl5
x7cblgov-B1Ru,26,20004,Mortgage,4,x7cblgov-B1Ru
x7GvfHez-iR3k,24,85000,Rent,5,x7GvfHez-iR3k
x7hnHu0Z-zQfJ,33,54000,,8,x7hnHu0Z-zQfJ
x7Ib1Ffr-OD7e,22,57000,Rent,0,x7Ib1Ffr-OD7e
X7O62KEe-fGTH,35,30000,Rent,1,X7O62KEe-fGTH
X8AdQ6HH-EoZ7,29,80000,Rent,0,X8AdQ6HH-EoZ7
X8aSokc9-WfDj,25,106226,,9,X8aSokc9-WfDj
x8bL53M0-CweS,23,59000,Rent,8,x8bL53M0-CweS
X8huUcWA-5aIe,25,38340,Rent,9,X8huUcWA-5aIe
x8kpeYaQ-zZFM,25,25000,Rent,NULL,x8kpeYaQ-zZFM
x8ovO8cg-Yhgg,30,9600,Rent,NULL,x8ovO8cg-Yhgg
X8qHDOM4-FEN3,31,75000,Mortgage,3,X8qHDOM4-FEN3
X8qOJUHT-ZnGh,23,67000,Rent,3,X8qOJUHT-ZnGh
X8TBuHJX-hFQU,41,42000,Rent,1,X8TBuHJX-hFQU
X8tqTBSh-64A9,23,52000,Rent,0,X8tqTBSh-64A9
x8umvH0u-Nj4h,27,100000,Rent,11,x8umvH0u-Nj4h
x8Y3OOTF-OQU6,30,37600,Rent,2,x8Y3OOTF-OQU6
X903mTEJ-9dWf,37,35000,Rent,5,X903mTEJ-9dWf
X972W4Xi-RTfq,23,91000,Mortgage,7,X972W4Xi-RTfq
x9aboJNz-Hd1l,29,75000,Mortgage,11,x9aboJNz-Hd1l
X9ddngMR-meDK,34,40800,Rent,2,X9ddngMR-meDK
X9Fgv43T-Kldd,24,28800,Rent,0,X9Fgv43T-Kldd
X9mLDytP-W9v1,38,36000,Mortgage,3,X9mLDytP-W9v1
x9Q2kqHj-Dxvc,30,28000,Rent,5,x9Q2kqHj-Dxvc
X9RRQCcG-t6UM,22,70000,Mortgage,6,X9RRQCcG-t6UM
XA3iDwqk-vRFG,31,68000,Own,8,XA3iDwqk-vRFG
XA7W6oRK-3XWx,27,73680,Mortgage,11,XA7W6oRK-3XWx
xa8IZOAT-DEtK,27,112440,Rent,9,xa8IZOAT-DEtK
xaam4NO0-DcbB,27,28560,Mortgage,7,xaam4NO0-DcbB
